trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,phone,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.236602541990578,None,0,,,7.236602541990578,None,1,[1.151136750006117],[1.1511395829729736],7.236602541990578,None,0,,,7.234088112483732,None,7.236602541990578,None,0,,,7.236602541990578,None,0,,,7.236602541990578,None,6.748202125017997,7.250808166980278,,,,,,,
