trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,stim,text_6.started,text_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,33.07605424999929,None,space,0.7009242079984688,33.07605424999929,None,,001,2021_Oct_23_1604,untitled,2021.2.3,59.9652350351248,
