key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
space,6.8456,y,8.6829,6.031196264,5.8962,0,0,0,1,1,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,,,,,,,,,
,,q,26.0686,4.852686308,2.3027,0,1,1,0,1,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,,,,,,,,,
,,,,,,,,,,,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,space,2.5996,q,3.8361,5.615251723,2.2873,0,0,0,0,1
,,,,,,,,,,,stim/sus.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,4.5009,6.010399037,1.9422,0,1,1,2,1
,,,,,,,,,,,stim/sys.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,v,8.2726,4.831889081,1.7842,0,2,2,3,1
,,,,,,,,,,,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,y,5.3369,5.559792028,2.0483,0,3,3,1,1
,,,,,,,,,,,stim/sys.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,v,3.8904,5.150780108,7.2806,1,0,4,3,1
,,,,,,,,,,,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,y,4.5003,5.580589255,1.3029,1,1,5,1,1
,,,,,,,,,,,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,q,1.7454,6.04506087,1.4194,1,2,6,0,1
,,,,,,,,,,,stim/sus.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,2.0889,5.899480281,1.3761,1,3,7,2,1
,,,,,,,,,,,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,y,2.8777,6.266897747,1.3303,2,0,8,1,1
,,,,,,,,,,,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,q,2.7293,6.183708839,1.3095,2,1,9,0,1
,,,,,,,,,,,stim/sus.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,1.5668,5.310225303,1.5368,2,2,10,2,1
,,,,,,,,,,,stim/sys.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,g,4.3239,4.499133449,2.0525,2,3,11,3,1
,,,,,,,,,,,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,y,11.1671,5.116118274,1.5485,3,0,12,1,1
,,,,,,,,,,,stim/sys.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,5.6001,4.7694974,1.4514,3,1,13,3,1
,,,,,,,,,,,stim/sus.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,2.9899,4.928943231,1.2339,3,2,14,2,1
,,,,,,,,,,,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,q,1.9172,5.053726593,1.8373,3,3,15,0,1
,,,,,,,,,,,stim/sys.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,4.9685,4.901213383,1.4082,4,0,16,3,1
,,,,,,,,,,,stim/sis.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,z,5.3498,4.221837512,1.5015,4,1,17,0,1
,,,,,,,,,,,stim/sos.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,y,3.0325,4.824957096,1.2866,4,2,18,1,1
,,,,,,,,,,,stim/sus.wav,611ab91a00baa062f55b86d8,001,2021-10-26_18h13.44.266,phoneme_categorization_task,2021.2.3,Win32,59.4848611,,,p,1.683,4.880416156,1.1042,4,3,19,2,1
