fleece.started,fleece.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.109666583011858,None,-0.15222222222222223,0.47555555555555556,1,0,0,fleece,0.5136366578517482,None,,001,2021_Sep_28_1444,phoneme_categorization,2021.2.3,58.91509352181314,
