button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.426257750019431,None,1,[2.4461677499930374],[2.4461706249858253],space,1.4869044569786638,9.878116208012216,None,,001,2021_Sep_28_1515,untitled,2021.2.3,60.06240483833974,
