stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,8.09361658297712,None,0,,,8.09361658297712,None,1,[3.4338049169746228],[3.4338076249696314],8.09361658297712,None,0,,,8.09376984940027,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/u.wav,u,0,1,1,1,12.010047540999949,None,0,,,12.010047540999949,None,1,[3.4338049169746228],[3.4338076249696314],12.010047540999949,None,1,[1.667495166999288],[1.6674975419882685],12.010226266406244,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/u.wav,u,1,0,2,1,14.160983582958579,None,0,,,14.160983582958579,None,1,[3.4338049169746228],[3.4338076249696314],14.160983582958579,None,2,"[1.667495166999288, 1.1161127500236034]","[1.6674975419882685, 1.116115291020833]",14.160107766400325,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/o.wav,o,1,1,3,0,15.760500499978662,None,0,,,15.760500499978662,None,2,"[3.4338049169746228, 0.8336897910339758]","[3.4338076249696314, 0.8336922080488876]",15.760500499978662,None,2,"[1.667495166999288, 1.1161127500236034]","[1.6674975419882685, 1.116115291020833]",15.760793808387826,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/u.wav,u,2,0,4,1,17.077023666002788,None,0,,,17.077023666002788,None,2,"[3.4338049169746228, 0.8336897910339758]","[3.4338076249696314, 0.8336922080488876]",17.077023666002788,None,3,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993]","[1.6674975419882685, 1.116115291020833, 1.149921040982008]",17.07725214138045,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/o.wav,o,2,1,5,0,18.710427040990908,None,0,,,18.710427040990908,None,3,"[3.4338049169746228, 0.8336897910339758, 0.8169053749879822]","[3.4338076249696314, 0.8336922080488876, 0.8169079999788664]",18.710427040990908,None,3,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993]","[1.6674975419882685, 1.116115291020833, 1.149921040982008]",18.71029514138936,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/o.wav,o,3,0,6,0,20.010319374967366,None,0,,,20.010319374967366,None,4,"[3.4338049169746228, 0.8336897910339758, 0.8169053749879822, 0.48379874997772276]","[3.4338076249696314, 0.8336922080488876, 0.8169079999788664, 0.483801249996759]",20.010319374967366,None,3,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993]","[1.6674975419882685, 1.116115291020833, 1.149921040982008]",20.010237183369462,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/u.wav,u,3,1,7,1,20.976748749963008,None,0,,,20.976748749963008,None,4,"[3.4338049169746228, 0.8336897910339758, 0.8169053749879822, 0.48379874997772276]","[3.4338076249696314, 0.8336922080488876, 0.8169079999788664, 0.483801249996759]",20.976748749963008,None,4,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993, 0.8678021249943413]","[1.6674975419882685, 1.116115291020833, 1.149921040982008, 0.867804666981101]",20.976972808368735,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/o.wav,o,4,0,8,0,22.327044915989973,None,0,,,22.327044915989973,None,5,"[3.4338049169746228, 0.8336897910339758, 0.8169053749879822, 0.48379874997772276, 0.8167427500011399]","[3.4338076249696314, 0.8336922080488876, 0.8169079999788664, 0.483801249996759, 0.8167454999638721]",22.327044915989973,None,4,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993, 0.8678021249943413]","[1.6674975419882685, 1.116115291020833, 1.149921040982008, 0.867804666981101]",22.327280349395004,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
stim/u.wav,u,4,1,9,1,23.626981499954127,None,0,,,23.626981499954127,None,5,"[3.4338049169746228, 0.8336897910339758, 0.8169053749879822, 0.48379874997772276, 0.8167427500011399]","[3.4338076249696314, 0.8336922080488876, 0.8169079999788664, 0.483801249996759, 0.8167454999638721]",23.626981499954127,None,5,"[1.667495166999288, 1.1161127500236034, 1.1499183329869993, 0.8678021249943413, 1.1683089589932933]","[1.6674975419882685, 1.116115291020833, 1.149921040982008, 0.867804666981101, 1.168311542016454]",23.626727516361278,None,,,,,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
,,,,,,,,,,,,,,,,,,,,,,,space,1.4457877909881063,24.795355374983046,None,,,,001,2021_Sep_28_1649,untitled,2021.2.3,59.82712951625255,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.795355374983046,None,,,,,,,
