fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.268622166011482,None,0,,,10.268622166011482,None,1,[5.964097791002132],[5.964103583013639],space,0.9324881660286337,16.23792099999264,None,,,,001,2021_Sep_28_1523,untitled,2021.2.3,60.03575117765479,
,,,,,,,,,,,,,,16.23792099999264,None,,,,,,,
