button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.630854542017914,None,1,[1.397735707985703],[1.3977380829746835],space,4.732411206990946,7.0348853330360726,None,,001,2021_Sep_28_1508,untitled,2021.2.3,59.8384214201624,
