fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,pit.started,pit.stopped,pit.numClicks,pit.timesOn,pit.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
7.196866458980367,None,1,[1.5336183750187047],[1.5336215419811197],7.196866458980367,None,0,,,7.196866458980367,None,0,,,,,,,,,
