key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,7.8456,v,21.261,2.957038981,3.8846,0,0,0,1,1,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,
,,q,4.9195,5.06752238,1.1141,0,1,1,0,1,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,,,,,,,,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,space,3.0713,g,2.4544,5.10375,1.2287,0,0,0,1,1,,
,,,,,,,,,,,stim/sys.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,2.2738,3.912032064,1.2953,0,1,1,3,1,,
,,,,,,,,,,,stim/sus.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,p,2.0418,4.249924316,0.7504,0,2,2,2,1,,
,,,,,,,,,,,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,1.7389,2.673087972,0.6999,0,3,3,0,1,,
,,,,,,,,,,,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,1.0796,3.738540446,0.7586,1,0,4,0,1,,
,,,,,,,,,,,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,p,3.5192,4.072414144,0.7573,1,1,5,1,1,,
,,,,,,,,,,,stim/sus.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,g,2.6628,4.072414144,0.7294,1,2,6,2,1,,
,,,,,,,,,,,stim/sys.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,1.1838,4.072414144,0.5523,1,3,7,3,1,,
,,,,,,,,,,,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,0.6784,5.222113851,0.5488,2,0,8,0,1,,
,,,,,,,,,,,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,p,1.415,5.208664958,0.6263,2,1,9,1,1,,
,,,,,,,,,,,stim/sys.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,z,2.0753,4.53925415,0.6227,2,2,10,3,1,,
,,,,,,,,,,,stim/sus.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,v,1.5796,4.53925415,0.464,2,3,11,2,1,,
,,,,,,,,,,,stim/sys.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,m,0.7682,4.53925415,0.4723,3,0,12,3,1,,
,,,,,,,,,,,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,p,0.7496,4.53925415,0.4945,3,1,13,0,1,,
,,,,,,,,,,,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,0.6173,4.53925415,0.4149,3,2,14,1,1,,
,,,,,,,,,,,stim/sus.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,q,0.7101,4.53925415,0.4643,3,3,15,2,1,,
,,,,,,,,,,,stim/sus.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,y,0.6922,4.53925415,0.5264,4,0,16,2,1,,
,,,,,,,,,,,stim/sos.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,v,1.0498,4.522343343,0.4978,4,1,17,1,1,,
,,,,,,,,,,,stim/sis.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,z,1.9523,4.522343343,0.4103,4,2,18,0,1,,
,,,,,,,,,,,stim/sys.wav,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,z,0.8871,3.232645264,0.5423,4,3,19,3,1,,
,,,,,,,,,,,,611162259ca6cec1e742c0c5,001,2021-10-26_20h19.27.363,phoneme_categorization_task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,space,12.2453
