stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,5.943805875023827,None,0,,,5.943805875023827,None,1,[0.7997940000495873],[0.7997962920344435],5.943805875023827,None,0,,,5.940859113191254,None,5.943805875023827,None,0,,,5.943805875023827,None,0,,,5.943805875023827,None,5.442541541997343,5.957193000009283,6.960000000000001,2.8139008749858476,6.740259375015739,None,6.740259375015739,None,,001,2021_Sep_28_1710,untitled,2021.2.3,60.0268019685092,
