trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,phone,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.179375792038627,None,0,,,6.179375792038627,None,0,,,6.179375792038627,None,0,,,6.1744677465350835,None,6.179375792038627,None,1,[1.584112374985125],[1.5841155420057476],6.179375792038627,None,0,,,6.179375792038627,None,5.677040625014342,6.191900584031828,,,,,,,
