trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,phone,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.410178625024855,None,0,,,7.410178625024855,None,0,,,7.410178625024855,None,0,,,7.406287437176798,None,7.410178625024855,None,0,,,7.410178625024855,None,1,[1.3840938750072382],[1.3840970000019297],7.410178625024855,None,6.916990042023826,7.423574374988675,,,,,,,
