button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.1920279579935595,None,1,[5.593044375011232],[5.593046875030268],space,1.412340374023188,11.791588250023779,None,,001,2021_Sep_28_1508,untitled,2021.2.3,60.18070774561689,
