stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
stim/u.wav,u,0,0,0,1,8.303269625001121,None,1,[3.7011124580167234],[3.701118167024106],8.303269625001121,None,0,,,8.303269625001121,None,0,,,,001,2021_Sep_28_1647,untitled,2021.2.3,59.78420889042262,
stim/o.wav,o,0,1,1,0,12.482223999977577,None,1,[3.7011124580167234],[3.701118167024106],12.482223999977577,None,0,,,12.482223999977577,None,1,[2.768289208004717],[2.7682917499914765],,001,2021_Sep_28_1647,untitled,2021.2.3,59.78420889042262,
