stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,7.680180708004627,None,0,,,7.680180708004627,None,1,[2.549937082978431],[2.549939875025302],7.680180708004627,None,0,,,7.680388107604813,None,,001,2021_Sep_28_1648,untitled,2021.2.3,59.914098173749174,
