fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
6.958409791986924,None,0,,,6.958409791986924,None,1,[1.7502677500015125],[1.750270999968052],,,,,,,
