button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.554206374974456,None,1,[3.3140286250272766],[3.3140311670140363],space,0.8591180830262601,8.875331290997565,None,,001,2021_Sep_28_1511,untitled,2021.2.3,60.003375428620245,
