button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.3565551660140045,None,1,[2.467341832991224],[2.467344457982108],space,3.271132582973223,8.830443208047654,None,,001,2021_Sep_28_1510,untitled,2021.2.3,60.05652845256489,
