stim,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_6.started,text_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,seek_3.started,seek_3.stopped,seek_3.numClicks,seek_3.timesOn,seek_3.timesOff,sock_3.started,sock_3.stopped,sock_3.numClicks,sock_3.timesOn,sock_3.timesOff,son_3.started,son_3.stopped,son_3.numClicks,son_3.timesOn,son_3.timesOff,stimulus_3.started,stimulus_3.stopped,sin_sp_3.started,sin_sp_3.stopped,sin_sp_3.numClicks,sin_sp_3.timesOn,sin_sp_3.timesOff,son_sp_3.started,son_sp_3.stopped,son_sp_3.numClicks,son_sp_3.timesOn,son_sp_3.timesOff,ins_3.started,ins_3.stopped,cross_3.started,cross_3.stopped,su_3.started,su_3.stopped,su_3.numClicks,su_3.timesOn,su_3.timesOff,soon_3.started,soon_3.stopped,soon_3.numClicks,soon_3.timesOn,soon_3.timesOff,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,top_ins_2.started,top_ins_2.stopped,bottom_ins_2.started,bottom_ins_2.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_7.started,text_7.stopped,seek.started,seek.stopped,seek.numClicks,seek.timesOn,seek.timesOff,sock.started,sock.stopped,sock.numClicks,sock.timesOn,sock.timesOff,son.started,son.stopped,son.numClicks,son.timesOn,son.timesOff,stimulus.started,stimulus.stopped,sin_sp.started,sin_sp.stopped,sin_sp.numClicks,sin_sp.timesOn,sin_sp.timesOff,son_sp.started,son_sp.stopped,son_sp.numClicks,son_sp.timesOn,son_sp.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,su.started,su.stopped,su.numClicks,su.timesOn,su.timesOff,soon.started,soon.stopped,soon.numClicks,soon.timesOn,soon.timesOff,slider.response,slider.rt,slider.started,slider.stopped,top_ins.started,top_ins.stopped,bottom_ins.started,bottom_ins.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.04170158301713,None,space,5.901152291015023,9.04170158301713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sis.wav,0,0,0,0,,,,,,,,,,,15.486445000016829,None,0,,,15.486445000016829,None,1,[1.3353653340018354],[1.3353680419968441],15.486445000016829,None,0,,,15.476701666996814,None,15.486445000016829,None,0,,,15.486445000016829,None,0,,,15.486445000016829,None,15.002409833017737,15.502359375008382,15.486445000016829,None,0,,,15.486445000016829,None,0,,,5.793333333333333,0.8939355000038631,16.813929791998817,None,16.813929791998817,None,16.813929791998817,None,16.813929791998817,None,16.813929791998817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sos.wav,0,1,1,1,,,,,,,,,,,18.21113058301853,None,0,,,18.21113058301853,None,1,[1.3353653340018354],[1.3353680419968441],18.21113058301853,None,0,,,18.21082612501341,None,18.21113058301853,None,1,[1.0662382910086308],[1.0662408329953905],18.21113058301853,None,0,,,18.21113058301853,None,17.726940249995096,18.227709541999502,18.21113058301853,None,0,,,18.21113058301853,None,0,,,3.9133333333333336,0.6304280420008581,19.276611625013174,None,19.276611625013174,None,19.276611625013174,None,19.276611625013174,None,19.276611625013174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8475574170006439,19.926675666996744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sys.wav,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.926675666996744,None,21.281433249998372,None,0,,,21.281433249998372,None,0,,,21.281433249998372,None,1,[0.8161348330031615],[0.816137499990873],21.27760758299264,None,21.281433249998372,None,0,,,21.281433249998372,None,0,,,21.281433249998372,None,20.801623375009513,21.314213250007015,21.281433249998372,None,0,,,21.281433249998372,None,0,,,6.026666666666666,1.0963895409950055,22.09462658301345,None,22.09462658301345,None,22.09462658301345,None,22.09462658301345,None,22.09462658301345,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sus.wav,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.69530245801434,None,0,,,23.69530245801434,None,0,,,23.69530245801434,None,1,[0.8161348330031615],[0.816137499990873],23.694659749994752,None,23.69530245801434,None,0,,,23.69530245801434,None,1,[0.6328478750074282],[0.6328501669922844],23.69530245801434,None,23.210002875013743,23.711783500009915,23.69530245801434,None,0,,,23.69530245801434,None,0,,,6.086666666666666,0.9627186669968069,24.326839207991725,None,24.326839207991725,None,24.326839207991725,None,24.326839207991725,None,24.326839207991725,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sos.wav,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7949182500015,None,0,,,25.7949182500015,None,0,,,25.7949182500015,None,1,[0.8161348330031615],[0.816137499990873],25.79415758299292,None,25.7949182500015,None,0,,,25.7949182500015,None,1,[0.6328478750074282],[0.6328501669922844],25.7949182500015,None,25.310999957990134,25.811750249995384,25.7949182500015,None,1,[0.5659791249781847],[0.5659814999962691],25.7949182500015,None,0,,,2.913333333333333,0.5801988329913002,26.360097208002117,None,26.360097208002117,None,26.360097208002117,None,26.360097208002117,None,26.360097208002117,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sis.wav,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.444602792005753,None,1,[0.5334439580037724],[0.5334460829908494],27.444602792005753,None,0,,,27.444602792005753,None,1,[0.8161348330031615],[0.816137499990873],27.444200957997236,None,27.444602792005753,None,0,,,27.444602792005753,None,1,[0.6328478750074282],[0.6328501669922844],27.444602792005753,None,26.9602020829916,27.46118412501528,27.444602792005753,None,1,[0.5659791249781847],[0.5659814999962691],27.444602792005753,None,0,,,5.526666666666667,0.6129029169969726,27.977028791996418,None,27.977028791996418,None,27.977028791996418,None,27.977028791996418,None,27.977028791996418,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sys.wav,,,,,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.095133625000017,None,1,[0.5334439580037724],[0.5334460829908494],29.095133625000017,None,0,,,29.095133625000017,None,1,[0.8161348330031615],[0.816137499990873],29.094401708006625,None,29.095133625000017,None,0,,,29.095133625000017,None,2,"[0.6328478750074282, 0.6330017500149552]","[0.6328501669922844, 0.6330041670007631]",29.095133625000017,None,28.610273500002222,29.11188637500163,29.095133625000017,None,1,[0.5659791249781847],[0.5659814999962691],29.095133625000017,None,0,,,6.226666666666667,0.729402457975084,29.726804083009483,None,29.726804083009483,None,29.726804083009483,None,29.726804083009483,None,29.726804083009483,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
stim/sos.wav,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.962010916991858,None,1,[0.5334439580037724],[0.5334460829908494],30.962010916991858,None,0,,,30.962010916991858,None,1,[0.8161348330031615],[0.816137499990873],30.96126950001344,None,30.962010916991858,None,1,[0.7490937080001459],[0.7490960420109332],30.962010916991858,None,2,"[0.6328478750074282, 0.6330017500149552]","[0.6328501669922844, 0.6330041670007631]",30.962010916991858,None,30.47718816701672,30.97830804201658,30.962010916991858,None,1,[0.5659791249781847],[0.5659814999962691],30.962010916991858,None,0,,,4.833333333333333,0.5802214580180589,31.710108667000895,None,31.710108667000895,None,31.710108667000895,None,31.710108667000895,None,31.710108667000895,None,,,,,,,,001,2021_Oct_14_1744,untitled,2021.2.3,60.184269188028736,
