stim,phone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,slider.response,slider.rt,slider.started,slider.stopped,top_ins.started,top_ins.stopped,bottom_ins.started,bottom_ins.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/o.wav,o,0,0,0,0,9.830920709006023,None,0,,,9.830920709006023,None,1,[33.52356320800027],[33.52356679196237],9.830920709006023,None,0,,,9.827663120941725,None,9.830920709006023,None,0,,,9.830920709006023,None,0,,,9.830920709006023,None,9.342690375051461,9.845492500055116,5.539999999999999,11.640367250016425,43.357075292035006,None,43.357075292035006,None,43.357075292035006,None,43.357075292035006,None,43.357075292035006,None,,001,2021_Sep_29_1300,untitled,2021.2.3,60.13637402998306,
