trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,phone,fleece.started,fleece.stopped,fleece.numClicks,fleece.timesOn,fleece.timesOff,foot.started,foot.stopped,foot.numClicks,foot.timesOn,foot.timesOff,strut.started,strut.stopped,strut.numClicks,strut.timesOn,strut.timesOff,stimulus.started,stimulus.stopped,puso.started,puso.stopped,puso.numClicks,puso.timesOn,puso.timesOff,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,ins.started,ins.stopped,cross.started,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.5025360839790665,None,0,,,6.5025360839790665,None,1,[1.049061207973864],[1.0490639999625273],6.5025360839790665,None,0,,,6.498947995901108,None,6.5025360839790665,None,0,,,6.5025360839790665,None,0,,,6.5025360839790665,None,6.0080568339908496,6.515773291990627,,,,,,,
