"","id","the_col_fr","correct rejection","fa","hit","miss","d_prime","language","group","l2_prof_perception","cont_type"
"70","5bcc60b95c2b810001dc68e2","fisch",4,11,5,0,0.803861964845082,"German","English",3,"i"
"71","5bcc60b95c2b810001dc68e2","pake",1,10,1,0,-0.475859630179926,"German","English",3,"a"
"72","5bcc60b95c2b810001dc68e2","pike",1,6,0,0,-0.887146559018876,"German","English",3,"i"
"73","5bcc60b95c2b810001dc68e2","pisch",2,7,1,0,0,"German","English",3,"i"
"74","5bebd4111296920001d55c5a","fisch",9,6,2,2,0.237202109328788,"German","English",6,"i"
"75","5bebd4111296920001d55c5a","pake",4,5,1,0,0.548828403341008,"German","English",6,"a"
"76","5bebd4111296920001d55c5a","pike",3,8,1,0,0.125967467497983,"German","English",6,"i"
"77","5bebd4111296920001d55c5a","pisch",4,3,1,0,0.831800434806252,"German","English",6,"i"
"78","5bfb724acad1240001e8f657","fisch",2,5,2,0,0.478645154987032,"German","Spanish",5,"i"
"79","5bfb724acad1240001e8f657","pake",1,15,3,0,-0.201352859554653,"German","Spanish",5,"a"
"80","5bfb724acad1240001e8f657","pike",2,7,1,0,0,"German","Spanish",5,"i"
"81","5bfb724acad1240001e8f657","pisch",2,8,1,0,-0.0733688445672204,"German","Spanish",5,"i"
"82","5c05922f4e1b7b00016af702","pake",2,5,2,0,0.478645154987032,"German","Spanish",5,"a"
"83","5c05922f4e1b7b00016af702","pike",2,9,0,0,-0.812217801499913,"German","Spanish",5,"i"
"84","5c05922f4e1b7b00016af702","pisch",3,10,3,1,-0.150089237488041,"German","Spanish",5,"i"
"85","5c2fae74d76cde0001c11590","fisch",4,6,5,0,1.15311000952141,"German","English",4,"i"
"86","5c2fae74d76cde0001c11590","pake",2,6,1,0,0.0850339523463032,"German","English",4,"a"
"87","5c2fae74d76cde0001c11590","pike",1,12,0,0,-1.24186679184332,"German","English",4,"i"
"88","5c2fae74d76cde0001c11590","pisch",3,8,1,0,0.125967467497983,"German","English",4,"i"
"89","5c4177c564c45700016a0f3e","fisch",2,7,2,0,0.29293181590562,"German","English monolingual",NA,"i"
"90","5c4177c564c45700016a0f3e","pake",7,5,1,0,0.868517892620008,"German","English monolingual",NA,"a"
"91","5c4177c564c45700016a0f3e","pike",5,2,0,1,-0.185713339081412,"German","English monolingual",NA,"i"
"92","5c4177c564c45700016a0f3e","pisch",6,8,2,1,0.15074535917627,"German","English monolingual",NA,"i"
"93","5c465d35b29ea800015b0f46","fisch",4,5,0,2,-1.09308291295678,"German","English monolingual",NA,"i"
"94","5c465d35b29ea800015b0f46","pake",8,6,2,1,0.486533368752481,"German","English monolingual",NA,"a"
"95","5c465d35b29ea800015b0f46","pike",6,6,0,1,-0.674489750196082,"German","English monolingual",NA,"i"
"96","5c465d35b29ea800015b0f46","pisch",2,5,0,1,-1.16326616131075,"German","English monolingual",NA,"i"
"97","5c5676fd9fcbc40001dc603b","fisch",5,5,0,0,0,"German","English monolingual",NA,"i"
"98","5c5676fd9fcbc40001dc603b","pake",4,6,4,0,1.05166744796537,"German","English monolingual",NA,"a"
"99","5c5676fd9fcbc40001dc603b","pike",4,5,2,0,0.841760219246627,"German","English monolingual",NA,"i"
"100","5c5676fd9fcbc40001dc603b","pisch",6,7,1,0,0.584847399120319,"German","English monolingual",NA,"i"
"101","5c60a763dff4b30001aa98ee","fisch",10,1,0,1,0.475859630179926,"German","English monolingual",NA,"i"
"102","5c60a763dff4b30001aa98ee","pake",4,4,0,2,-0.967421566101701,"German","English monolingual",NA,"a"
"103","5c60a763dff4b30001aa98ee","pike",7,3,0,1,-0.201700629203814,"German","English monolingual",NA,"i"
"104","5c60a763dff4b30001aa98ee","pisch",10,3,0,3,-0.475859630179926,"German","English monolingual",NA,"i"
"105","5c6f459b398a230001bb0031","fisch",6,8,0,0,-0.167894004788105,"German","English monolingual",NA,"i"
"106","5c6f459b398a230001bb0031","pake",3,7,1,0,0.201700629203814,"German","English monolingual",NA,"a"
"107","5c6f459b398a230001bb0031","pike",4,2,3,0,1.51645573717658,"German","English monolingual",NA,"i"
"108","5c6f459b398a230001bb0031","pisch",5,7,3,0,0.956321237952082,"German","English monolingual",NA,"i"
"109","5c85ad4d4755b0000104319a","fisch",7,4,0,0,0.318639363964375,"German","English monolingual",NA,"i"
"110","5c85ad4d4755b0000104319a","pake",3,9,5,0,0.767853022504665,"German","English monolingual",NA,"a"
"111","5c85ad4d4755b0000104319a","pike",1,7,2,0,0,"German","English monolingual",NA,"i"
"112","5c85ad4d4755b0000104319a","pisch",2,9,0,0,-0.812217801499913,"German","English monolingual",NA,"i"
"113","5d26b1a4c22768000166c809","fisch",8,2,0,1,0.0733688445672204,"German","English monolingual",NA,"i"
"114","5d26b1a4c22768000166c809","pake",5,8,2,0,0.695541560702441,"German","English monolingual",NA,"a"
"115","5d26b1a4c22768000166c809","pike",2,7,3,0,0.475859630179926,"German","English monolingual",NA,"i"
"116","5d26b1a4c22768000166c809","pisch",8,2,1,0,1.42234834495938,"German","English monolingual",NA,"i"
"117","5d3a11cec4066e00151de801","fisch",11,3,0,2,-0.239508275220057,"German","English",6,"i"
"118","5d3a11cec4066e00151de801","pake",1,5,0,2,-1.75906017384508,"German","English",6,"a"
"119","5d3a11cec4066e00151de801","pike",10,2,1,1,0.869423773288886,"German","English",6,"i"
"120","5d3a11cec4066e00151de801","pisch",7,3,0,1,-0.201700629203814,"German","English",6,"i"
"121","5d4bed118cbe900016c1f6d0","pike",1,6,0,0,-0.887146559018876,"German","English monolingual",NA,"i"
"122","5dc483cf74939e34e55c3619","fisch",3,3,1,1,0,"German","English",5,"i"
"123","5dc483cf74939e34e55c3619","pake",3,8,2,0,0.418899283403603,"German","English",5,"a"
"124","5dc483cf74939e34e55c3619","pike",7,10,1,0,0.464061355948157,"German","English",5,"i"
"125","5dc483cf74939e34e55c3619","pisch",2,6,2,0,0.377965768251923,"German","English",5,"i"
"126","5dd733664524e76dc4537fe2","fisch",11,3,2,1,1.04655265484602,"German","English",4,"i"
"127","5dd733664524e76dc4537fe2","pake",8,2,0,0,0.747858594763302,"German","English",4,"a"
"128","5dd733664524e76dc4537fe2","pike",2,6,3,0,0.560893582526229,"German","English",4,"i"
"129","5dd733664524e76dc4537fe2","pisch",7,3,1,0,1.14727887118835,"German","English",4,"i"
"130","5dda6f4e82569a9cea908bb2","fisch",7,6,3,0,1.23999173145177,"German","English monolingual",NA,"i"
"131","5dda6f4e82569a9cea908bb2","pake",7,7,2,0,0.967421566101701,"German","English monolingual",NA,"a"
"132","5dda6f4e82569a9cea908bb2","pisch",3,7,0,0,-0.472789120992267,"German","English monolingual",NA,"i"
"133","5e076e0c53e8461018058048","fisch",4,7,4,0,0.962912201580226,"German","English monolingual",NA,"i"
"134","5e076e0c53e8461018058048","pake",3,7,2,0,0.494632445109434,"German","English monolingual",NA,"a"
"135","5e076e0c53e8461018058048","pike",3,4,1,0,0.517179065585911,"German","English monolingual",NA,"i"
"136","5e076e0c53e8461018058048","pisch",7,7,0,0,0,"German","English monolingual",NA,"i"
"137","5e27868c5cbbcc0b3599574b","fisch",10,0,0,0,1.6906216295849,"German","English",5,"i"
"138","5e27868c5cbbcc0b3599574b","pake",4,0,0,0,1.2815515655446,"German","English",5,"a"
"139","5e27868c5cbbcc0b3599574b","pike",5,0,0,1,0.708504376904557,"German","English",5,"i"
"140","5e27868c5cbbcc0b3599574b","pisch",9,0,0,4,0.363302061406872,"German","English",5,"i"
"141","5e3f7b673ba9991dc9cabcfa","fisch",3,3,2,0,0.967421566101701,"German","Spanish",5,"i"
"142","5e3f7b673ba9991dc9cabcfa","pake",3,9,2,0,0.352280461505728,"German","Spanish",5,"a"
"143","5e3f7b673ba9991dc9cabcfa","pike",8,3,0,0,0.548522282698098,"German","Spanish",5,"i"
"144","5e3f7b673ba9991dc9cabcfa","pisch",5,8,1,2,-0.590519369363636,"German","Spanish",5,"i"
"145","5e4efd2f00f6070a930f3499","fisch",3,7,1,0,0.201700629203814,"German","English monolingual",NA,"i"
"146","5e4efd2f00f6070a930f3499","pake",2,6,4,0,0.692095767694822,"German","English monolingual",NA,"a"
"147","5e4efd2f00f6070a930f3499","pike",3,12,0,0,-0.776421761147928,"German","English monolingual",NA,"i"
"148","5e4efd2f00f6070a930f3499","pisch",4,5,2,0,0.841760219246627,"German","English monolingual",NA,"i"
"149","5e7146ee69a3f1061774803b","fisch",18,11,1,0,0.97122758845598,"German","English monolingual",NA,"i"
"150","5e7146ee69a3f1061774803b","pake",1,25,4,0,-0.311667252478449,"German","English monolingual",NA,"a"
"151","5e7146ee69a3f1061774803b","pike",7,25,7,0,0.786261949589244,"German","English monolingual",NA,"i"
"152","5e7146ee69a3f1061774803b","pisch",16,23,8,1,0.815314676496219,"German","English monolingual",NA,"i"
"153","5e916cb9e502b1498e8fc059","fisch",4,10,2,0,0.443021053393661,"German","English monolingual",NA,"i"
"154","5e916cb9e502b1498e8fc059","pake",3,9,1,0,0.0593486456001083,"German","English monolingual",NA,"a"
"155","5e916cb9e502b1498e8fc059","pike",6,5,3,0,1.25498283599008,"German","English monolingual",NA,"i"
"156","5e916cb9e502b1498e8fc059","pisch",2,3,1,0,0.464061355948157,"German","English monolingual",NA,"i"
"157","5e9fdd5effe6a51855448d1b","fisch",7,3,4,0,1.75434068653687,"German","Spanish",6,"i"
"158","5e9fdd5effe6a51855448d1b","pake",3,10,0,0,-0.674489750196082,"German","Spanish",6,"a"
"159","5e9fdd5effe6a51855448d1b","pike",5,3,0,1,-0.392273603133574,"German","Spanish",6,"i"
"160","5e9fdd5effe6a51855448d1b","pisch",1,10,2,0,-0.182927814274306,"German","Spanish",6,"i"
"161","5ebdbfe983b374101d24ccaf","fisch",1,6,2,0,0.0802750070828255,"German","English monolingual",NA,"i"
"162","5ebdbfe983b374101d24ccaf","pake",4,10,2,0,0.443021053393661,"German","English monolingual",NA,"a"
"163","5ebdbfe983b374101d24ccaf","pisch",2,7,3,0,0.475859630179926,"German","English monolingual",NA,"i"
"164","5ec2a21d6053200957b486f9","fisch",8,5,1,0,0.946369755595343,"German","Spanish",6,"i"
"165","5ec2a21d6053200957b486f9","pake",2,11,3,0,0.229526404007629,"German","Spanish",6,"a"
"166","5ec2a21d6053200957b486f9","pike",1,7,1,0,-0.29293181590562,"German","Spanish",6,"i"
"167","5ec2a21d6053200957b486f9","pisch",2,6,1,1,-0.589455797849779,"German","Spanish",6,"i"
"168","5f15db42d62e996fdc5429d8","fisch",8,6,0,2,-0.799527561313596,"German","Spanish",4,"i"
"169","5f15db42d62e996fdc5429d8","fisch",8,6,0,2,-0.799527561313596,"German","Spanish",4,"i"
"170","5f15db42d62e996fdc5429d8","pake",3,2,0,3,-0.939920986128083,"German","Spanish",4,"a"
"171","5f15db42d62e996fdc5429d8","pake",3,2,0,3,-0.939920986128083,"German","Spanish",4,"a"
"172","5f15db42d62e996fdc5429d8","pike",7,4,0,0,0.318639363964375,"German","Spanish",4,"i"
"173","5f15db42d62e996fdc5429d8","pike",7,4,0,0,0.318639363964375,"German","Spanish",4,"i"
"174","5f15db42d62e996fdc5429d8","pisch",9,3,1,1,0.615141104595974,"German","Spanish",4,"i"
"175","5f15db42d62e996fdc5429d8","pisch",9,3,1,1,0.615141104595974,"German","Spanish",4,"i"
"176","5f2f5ffc7144073520501a57","fisch",2,3,1,2,-0.5290677582123,"German","Spanish",5,"i"
"177","5f2f5ffc7144073520501a57","pake",14,0,0,1,1.15942488561983,"German","Spanish",5,"a"
"178","5f2f5ffc7144073520501a57","pike",15,0,0,2,0.89531030131995,"German","Spanish",5,"i"
"179","5f2f5ffc7144073520501a57","pisch",4,4,0,1,-0.674489750196082,"German","Spanish",5,"i"
"180","5f30c06d1cdf4953b62ae475","fisch",6,10,1,0,0.375182839730415,"German","Spanish",6,"i"
"181","5f30c06d1cdf4953b62ae475","pake",14,9,2,2,0.264146976825924,"German","Spanish",6,"a"
"182","5f30c06d1cdf4953b62ae475","pike",14,14,0,2,-0.967421566101701,"German","Spanish",6,"i"
"183","5f30c06d1cdf4953b62ae475","pisch",11,6,1,6,-0.531656141179345,"German","Spanish",6,"i"
"184","5f5d6c3cbacc025bf0a03440","fisch",2,22,3,2,-1.07112317129668,"German","Spanish",4,"i"
"185","5f5d6c3cbacc025bf0a03440","pike",4,14,2,1,-0.397858136213616,"German","Spanish",4,"i"
"186","5f5d6c3cbacc025bf0a03440","pisch",2,22,4,0,0,"German","Spanish",4,"i"
"187","5f66457793e8240d22e60ea3","fisch",5,5,1,1,0,"German","Spanish",6,"i"
"188","5f66457793e8240d22e60ea3","pake",5,5,1,0,0.674489750196082,"German","Spanish",6,"a"
"189","5f66457793e8240d22e60ea3","pike",7,6,2,1,0.408281715040138,"German","Spanish",6,"i"
"190","5f66457793e8240d22e60ea3","pisch",5,4,1,0,0.800151097051156,"German","Spanish",6,"i"
"191","5f740f60b8a1e41acc020269","pake",1,4,1,1,-0.674489750196082,"German","Spanish",5,"a"
"192","5f740f60b8a1e41acc020269","pike",4,16,1,0,-0.117148857547293,"German","Spanish",5,"i"
"193","5f740f60b8a1e41acc020269","pisch",2,7,0,1,-1.34897950039216,"German","Spanish",5,"i"
"194","5f9057735c69b00e72665f84","fisch",4,6,2,0,0.737537448522469,"German","English",4,"i"
"195","5f9057735c69b00e72665f84","pike",1,7,1,0,-0.29293181590562,"German","English",4,"i"
"196","5f9057735c69b00e72665f84","pisch",8,6,2,0,1.13531557088981,"German","English",4,"i"
"197","5f94a8e7fa8c422fc88940b0","fisch",1,5,1,0,-0.117148857547293,"German","English monolingual",NA,"i"
"198","5f94a8e7fa8c422fc88940b0","pake",2,9,0,0,-0.812217801499913,"German","English monolingual",NA,"a"
"199","5f94a8e7fa8c422fc88940b0","pike",7,7,5,0,1.38299412710064,"German","English monolingual",NA,"i"
"200","5f94a8e7fa8c422fc88940b0","pisch",4,7,1,0,0.355850386231707,"German","English monolingual",NA,"i"
"201","5f95a44920f542417f4263cb","fisch",3,5,2,0,0.685205419039193,"German","English monolingual",NA,"i"
"202","5f95a44920f542417f4263cb","pake",4,7,1,1,-0.318639363964375,"German","English monolingual",NA,"a"
"203","5f95a44920f542417f4263cb","pike",5,7,2,0,0.773393423677775,"German","English monolingual",NA,"i"
"204","5f95a44920f542417f4263cb","pisch",5,6,1,0,0.569856294582006,"German","English monolingual",NA,"i"
"205","5f9b6cc0e01ad13902b38f60","fisch",3,10,3,0,0.475859630179926,"German","English",3,"i"
"206","5f9b6cc0e01ad13902b38f60","pake",2,4,0,0,-0.36610635680057,"German","English",3,"a"
"207","5f9b6cc0e01ad13902b38f60","pike",5,10,2,0,0.565171500779976,"German","English",3,"i"
"208","5f9b6cc0e01ad13902b38f60","pisch",7,1,2,0,1.9348431322034,"German","English",3,"i"
"209","5fa4c21a04bc5912180291bc","fisch",4,8,0,1,-1.07021504601057,"German","English",2,"i"
"210","5fa4c21a04bc5912180291bc","pake",6,3,0,2,-0.582101099694134,"German","English",2,"a"
"211","5fa4c21a04bc5912180291bc","pike",8,7,0,2,-0.889009153368589,"German","English",2,"i"
"212","5fa4c21a04bc5912180291bc","pisch",4,2,0,2,-0.601315209301132,"German","English",2,"i"
"213","5fad55bc57e5f004b095ca80","fisch",2,5,0,1,-1.16326616131075,"German","Spanish",6,"i"
"214","5fad55bc57e5f004b095ca80","pake",13,1,0,3,0.131202185168593,"German","Spanish",6,"a"
"215","5fad55bc57e5f004b095ca80","pike",6,2,0,2,-0.377965768251923,"German","Spanish",6,"i"
"216","5fad55bc57e5f004b095ca80","pisch",2,11,1,0,-0.246333226172297,"German","Spanish",6,"i"
"217","5fc58aa7a1da3f1033ac311b","fisch",4,8,1,1,-0.395725295814487,"German","English monolingual",NA,"i"
"218","5fc58aa7a1da3f1033ac311b","pike",3,8,0,1,-1.22301203289418,"German","English monolingual",NA,"i"
"219","5fc58aa7a1da3f1033ac311b","pisch",3,6,1,1,-0.385320466407568,"German","English monolingual",NA,"i"
"220","5fc86c1b2df6ff1ff7a51ea5","fisch",1,8,1,0,-0.361943639297708,"German","Spanish",5,"i"
"221","5fc86c1b2df6ff1ff7a51ea5","pake",1,13,0,0,-1.2815515655446,"German","Spanish",5,"a"
"222","5fc86c1b2df6ff1ff7a51ea5","pisch",1,10,4,0,0.131202185168593,"German","Spanish",5,"i"
"223","5fed41e3e14422f5e308c6e5","fisch",5,3,1,0,0.95670589725859,"German","English",5,"i"
"224","5fed41e3e14422f5e308c6e5","pake",7,5,1,0,0.868517892620008,"German","English",5,"a"
"225","5fed41e3e14422f5e308c6e5","pike",6,3,4,0,1.66687203195217,"German","English",5,"i"
"226","5fed41e3e14422f5e308c6e5","pisch",3,10,1,0,0,"German","English",5,"i"
"227","5ff5f7ad932d56101bf7c90d","fisch",4,4,0,0,0,"German","English",5,"i"
"228","5ff5f7ad932d56101bf7c90d","pake",8,6,1,0,0.842383754984187,"German","English",5,"a"
"229","5ff5f7ad932d56101bf7c90d","pike",5,5,3,1,0.524400512708041,"German","English",5,"i"
"230","5ff5f7ad932d56101bf7c90d","pisch",6,4,2,0,1.19730568368093,"German","English",5,"i"
"231","5ffe6b8b773ec452c1d28adc","fisch",4,8,0,0,-0.395725295814487,"German","English",4,"i"
"232","5ffe6b8b773ec452c1d28adc","pake",4,4,1,2,-0.318639363964375,"German","English",4,"a"
"233","5ffe6b8b773ec452c1d28adc","pike",13,1,0,0,1.2815515655446,"German","English",4,"i"
"234","5ffe6b8b773ec452c1d28adc","pisch",4,4,0,4,-1.2815515655446,"German","English",4,"i"
"235","60121fca666552254559110d","fisch",4,3,2,0,1.12473225071187,"German","English",5,"i"
"236","60121fca666552254559110d","pake",2,7,0,0,-0.674489750196082,"German","English",5,"a"
"237","60121fca666552254559110d","pike",9,10,3,0,1.08764260243279,"German","English",5,"i"
"238","60121fca666552254559110d","pisch",3,4,2,0,0.810110881491531,"German","English",5,"i"
"239","601584d717cbb906851646b7","fisch",7,9,0,3,-1.29833649010185,"German","Spanish",4,"i"
"240","601584d717cbb906851646b7","pake",13,13,0,5,-1.38299412710064,"German","Spanish",4,"a"
"241","601584d717cbb906851646b7","pike",18,3,0,5,-0.384792954947752,"German","Spanish",4,"i"
"242","601584d717cbb906851646b7","pisch",9,12,0,1,-0.846236839833594,"German","Spanish",4,"i"
"243","601e1253bbecc3279e4fb472","fisch",2,11,3,1,-0.396422463660338,"German","English",5,"i"
"244","601e1253bbecc3279e4fb472","pake",5,4,2,0,1.09308291295678,"German","English",5,"a"
"245","601e1253bbecc3279e4fb472","pike",2,10,0,0,-0.869423773288886,"German","English",5,"i"
"246","601e1253bbecc3279e4fb472","pisch",2,6,1,0,0.0850339523463032,"German","English",5,"i"
"247","6036e5c365451fffd2c800b2","fisch",1,9,4,0,0.184748003451087,"German","Spanish",6,"i"
"248","6036e5c365451fffd2c800b2","pake",2,11,2,0,0.0465985897333228,"German","Spanish",6,"a"
"249","6036e5c365451fffd2c800b2","pike",1,6,1,0,-0.212656808822794,"German","Spanish",6,"i"
"250","6036e5c365451fffd2c800b2","pisch",2,10,0,0,-0.869423773288886,"German","Spanish",6,"i"
"251","6062d6036cdaef33b66e7f62","fisch",5,14,2,1,-0.279120762078103,"German","Spanish",5,"i"
"252","6062d6036cdaef33b66e7f62","pake",9,19,2,0,0.520833361595522,"German","Spanish",5,"a"
"253","6062d6036cdaef33b66e7f62","pike",12,7,4,2,0.684745720764945,"German","Spanish",5,"i"
"254","6062d6036cdaef33b66e7f62","pisch",4,14,2,1,-0.397858136213616,"German","Spanish",5,"i"
"255","606a4e5bdd2653423459653a","fisch",6,6,0,1,-0.674489750196082,"German","English",3,"i"
"256","606a4e5bdd2653423459653a","pake",11,1,1,2,0.879740338342549,"German","English",3,"a"
"257","606a4e5bdd2653423459653a","pike",6,3,0,1,-0.289169283788514,"German","English",3,"i"
"258","606a4e5bdd2653423459653a","pisch",3,6,0,2,-1.35274203250927,"German","English",3,"i"
"259","60943427c11ddfd172f619e3","fisch",7,6,0,2,-0.877779215025939,"German","Spanish",6,"i"
"260","60943427c11ddfd172f619e3","pake",7,1,0,1,0.29293181590562,"German","Spanish",6,"a"
"261","60943427c11ddfd172f619e3","pike",11,0,0,3,0.581315015746237,"German","Spanish",6,"i"
"262","60943427c11ddfd172f619e3","pisch",5,5,1,0,0.674489750196082,"German","Spanish",6,"i"
"263","60a2c25b9ee91ba606a45f5d","fisch",9,2,0,4,-0.469333764044688,"German","English monolingual",NA,"i"
