"","X","f1e","f2e","language","participant","text","group","consonant","phoneme","prolific_id","l2_ao","l2_aoa","l2_prof_production","l2_prof_perception"
"3772",3772,496.42,1302.59,"english",509472,"poof","L1 English monolingual","p","u","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3773",3773,634.27,2819.11,"english",509472,"peef","L1 English monolingual","p","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3774",3774,449.9,1266.74,"english",509472,"foof","L1 English monolingual","f","u","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3775",3775,863.45,1445.34,"english",509472,"fuff","L1 English monolingual","f","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3776",3776,894.74,1435.17,"english",509472,"puff","L1 English monolingual","p","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3777",3777,990.88,2805.38,"english",509472,"feef","L1 English monolingual","f","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3778",3778,931.39,2191.18,"english",509472,"peef","L1 English monolingual","p","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3779",3779,864.27,1465.62,"english",509472,"fuff","L1 English monolingual","f","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3780",3780,841.31,1278.38,"english",509472,"foff","L1 English monolingual","f","o","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3781",3781,954.8,1362.66,"english",509472,"poff","L1 English monolingual","p","o","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3782",3782,905.6,1323.8,"english",509472,"foff","L1 English monolingual","f","o","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3783",3783,609.91,3051.49,"english",509472,"peef","L1 English monolingual","p","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3784",3784,588.89,2696.3,"english",509472,"feef","L1 English monolingual","f","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3785",3785,859.02,1453.98,"english",509472,"puff","L1 English monolingual","p","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3786",3786,403.34,1372.06,"english",509472,"foof","L1 English monolingual","f","u","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3787",3787,939.76,1183.29,"english",509472,"poff","L1 English monolingual","p","o","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3788",3788,450.54,1290.22,"english",509472,"poof","L1 English monolingual","p","u","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3789",3789,826.7,1421.39,"english",509472,"fuff","L1 English monolingual","f","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3790",3790,660.97,2631.02,"english",509472,"feef","L1 English monolingual","f","i","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3791",3791,904.44,1517.83,"english",509472,"puff","L1 English monolingual","p","schwa","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3792",3792,550.58,1299.17,"english",509472,"poof","L1 English monolingual","p","u","5a78e410ae9a0b0001a97274",NA,NA,NA,NA
"3793",3793,1319.34,2604.29,"french",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3794",3794,734.15,1517.69,"french",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3795",3795,1143.73,2478.92,"french",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3796",3796,734.12,1587.66,"french",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3797",3797,877.34,1889.48,"french",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3798",3798,664.29,1784.61,"french",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3799",3799,1349.23,2489.68,"french",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3800",3800,1113.51,1966.08,"french",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3801",3801,1639.36,2424.56,"french",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3802",3802,1308.59,2516.09,"french",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3803",3803,1038.31,2116.83,"french",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3804",3804,626.25,1313.11,"french",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3805",3805,1570.34,2060.4,"french",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3806",3806,748.18,1347.11,"french",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3807",3807,1711.98,2010.68,"french",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3808",3808,743.19,1804.1,"french",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3809",3809,936.69,2408.17,"french",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3810",3810,590.83,1369.23,"french",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3811",3811,775,1629.18,"french",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3812",3812,547.38,1276.34,"french",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3813",3813,1665.07,2008.45,"french",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3814",3814,782.23,1543,"french",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3815",3815,1025.91,2350.52,"french",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3816",3816,595.89,1299.45,"french",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3817",3817,587.75,938.87,"German",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3818",3818,1511.97,1996.98,"German",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3819",3819,603.07,1118.69,"German",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3820",3820,2166.96,2995.1,"German",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3821",3821,715.99,1207.97,"German",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3822",3822,628.22,1214.42,"German",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3823",3823,1655.55,2001.34,"German",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3824",3824,667.28,1316.29,"German",509477,"fof","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3825",3825,690.86,1227.47,"German",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3826",3826,612.39,2325.38,"German",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3827",3827,1627.88,2748.87,"German",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3828",3828,586.49,1003.66,"German",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3829",3829,869.15,1877.13,"German",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3830",3830,1672.37,1971.15,"German",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3831",3831,1105.54,1893.59,"German",509477,"fuf","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3832",3832,1110.48,2498.06,"German",509477,"fif","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3833",3833,811.78,1308.28,"German",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3834",3834,1610.58,2007.77,"German",509477,"puf","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3835",3835,807.76,1364.49,"German",509477,"faf","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3836",3836,975.77,1867.03,"German",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3837",3837,530.99,941.48,"German",509477,"pof","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3838",3838,951.65,2457.93,"German",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3839",3839,2164.81,3118.26,"German",509477,"pif","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3840",3840,713.81,1224.08,"German",509477,"paf","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3841",3841,1197.34,1929.06,"english",509477,"poof","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3842",3842,814.43,1324.98,"english",509477,"poff","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3843",3843,772.65,1399.71,"english",509477,"foff","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3844",3844,1021.02,2472.86,"english",509477,"peef","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3845",3845,611.51,1165.68,"english",509477,"fuff","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3846",3846,782.22,1386.1,"english",509477,"puff","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3847",3847,822.53,1669.18,"english",509477,"foff","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3848",3848,677.1,1671.99,"english",509477,"foof","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3849",3849,268.81,2167.15,"english",509477,"feef","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3850",3850,598.2,1198,"english",509477,"fuff","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3851",3851,1136.76,2543.91,"english",509477,"peef","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3852",3852,851.55,1287.5,"english",509477,"poff","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3853",3853,341.95,1383.89,"english",509477,"poof","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3854",3854,367.16,1619.76,"english",509477,"foof","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3855",3855,722.1,1288.8,"english",509477,"foff","L1 English monolingual","f","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3856",3856,724.92,1419.15,"english",509477,"puff","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3857",3857,1383.97,2494.48,"english",509477,"feef","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3858",3858,664.22,2314.42,"english",509477,"peef","L1 English monolingual","p","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3859",3859,913.57,1506.23,"english",509477,"poff","L1 English monolingual","p","o","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3860",3860,345.89,1228.81,"english",509477,"poof","L1 English monolingual","p","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3861",3861,697.85,1747.88,"english",509477,"foof","L1 English monolingual","f","u","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3862",3862,791.78,2290.59,"english",509477,"feef","L1 English monolingual","f","i","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3863",3863,661.05,1183.7,"english",509477,"puff","L1 English monolingual","p","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3864",3864,670.56,1267.87,"english",509477,"fuff","L1 English monolingual","f","schwa","5e8b89d0afcb1606e761ef7f",NA,NA,NA,NA
"3865",3865,409.75,1977.59,"German",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3866",3866,441.45,1801.87,"German",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3867",3867,670.94,863.93,"German",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3868",3868,1144.13,1634.3,"German",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3869",3869,1166.36,1630.99,"German",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3870",3870,1081.47,1541.89,"German",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3871",3871,413.93,1496.02,"German",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3872",3872,636.29,839.21,"German",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3873",3873,396.47,1690.01,"German",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3874",3874,447.43,2864.9,"German",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3875",3875,914.63,1645.75,"German",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3876",3876,507.89,1132.66,"German",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3877",3877,387.52,3016.29,"German",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3878",3878,1087.26,1622.83,"German",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3879",3879,609.18,1065.85,"German",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3880",3880,397.34,3027.21,"German",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3881",3881,521.93,1086.81,"German",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3882",3882,1140.27,1698.57,"German",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3883",3883,388.57,1695.26,"German",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3884",3884,435.75,1818.46,"German",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3885",3885,414.77,3483.92,"German",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3886",3886,395.99,3063.18,"German",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3887",3887,577.51,915.61,"German",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3888",3888,397.66,3355.33,"German",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3889",3889,458.45,2133.89,"french",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3890",3890,735.81,1627.18,"french",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3891",3891,441.3,1574.54,"french",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3892",3892,856.32,1542.58,"french",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3893",3893,488.76,2422.63,"french",509478,"puf","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3894",3894,681.2,1759.7,"french",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3895",3895,776.75,1186.37,"french",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3896",3896,632.49,2878.79,"french",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3897",3897,640.23,1277.32,"french",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3898",3898,447.14,2943.45,"french",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3899",3899,485.11,1366.48,"french",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3900",3900,715.85,1148.82,"french",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3901",3901,807.31,1568.19,"french",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3902",3902,388.45,2525.83,"french",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3903",3903,469.94,1747.64,"french",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3904",3904,857.67,1627.38,"french",509478,"faf","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3905",3905,709.8,1116.99,"french",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3906",3906,407.36,2855.04,"french",509478,"fif","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3907",3907,793.41,1276.18,"french",509478,"pof","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3908",3908,428.28,3121.64,"french",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3909",3909,737.55,1327.22,"french",509478,"fof","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3910",3910,475.95,1930.34,"french",509478,"fuf","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3911",3911,844.21,1597.37,"french",509478,"paf","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3912",3912,419.31,2740.35,"french",509478,"pif","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3913",3913,446.72,3114.53,"english",509478,"feef","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3914",3914,990.07,1320.98,"english",509478,"foff","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3915",3915,1018.28,1621.1,"english",509478,"puff","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3916",3916,461.58,1745.36,"english",509478,"foof","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3917",3917,988.71,1606.21,"english",509478,"puff","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3918",3918,447.55,2600.23,"english",509478,"peef","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3919",3919,475.53,3047.93,"english",509478,"feef","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3920",3920,921.66,1303.47,"english",509478,"poff","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3921",3921,492.88,1625.47,"english",509478,"poof","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3922",3922,466.31,3256.42,"english",509478,"peef","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3923",3923,511.91,3342.23,"english",509478,"peef","L1 English monolingual","p","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3924",3924,549.51,1756.3,"english",509478,"foof","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3925",3925,991.45,1572.69,"english",509478,"puff","L1 English monolingual","p","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3926",3926,505.61,1654.06,"english",509478,"poof","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3927",3927,1003.41,1582.66,"english",509478,"fuff","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3928",3928,952.04,1296.14,"english",509478,"poff","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3929",3929,500.23,1713.49,"english",509478,"poof","L1 English monolingual","p","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3930",3930,900.69,1343.79,"english",509478,"foff","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3931",3931,995.72,1566.53,"english",509478,"fuff","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3932",3932,475.2,3233.56,"english",509478,"feef","L1 English monolingual","f","i","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3933",3933,980.06,1267.48,"english",509478,"poff","L1 English monolingual","p","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3934",3934,465.5,1809.29,"english",509478,"foof","L1 English monolingual","f","u","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3935",3935,1022.77,1340.08,"english",509478,"foff","L1 English monolingual","f","o","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3936",3936,1015.51,1564.34,"english",509478,"fuff","L1 English monolingual","f","schwa","6109e5a0f7755d8fcba8b50c",NA,NA,NA,NA
"3937",3937,280.51,1822.61,"German",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3938",3938,346.21,1820.81,"German",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3939",3939,349.38,1851.03,"German",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3940",3940,325.67,2175.07,"German",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3941",3941,426.61,799.28,"German",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3942",3942,607.55,1945.12,"German",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3943",3943,388.54,636.4,"German",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3944",3944,318.43,2232.2,"German",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3945",3945,765.37,1419.13,"German",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3946",3946,473.19,1025.39,"German",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3947",3947,415.65,1844.61,"German",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3948",3948,766,1278.44,"German",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3949",3949,677.95,2293.05,"German",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3950",3950,802.05,1342.36,"German",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3951",3951,365.97,2143.36,"German",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3952",3952,438.03,666.94,"German",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3953",3953,821.61,1071.37,"German",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3954",3954,453.27,1487.78,"German",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3955",3955,1462.74,2081.84,"German",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3956",3956,314.43,2259.96,"German",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3957",3957,321.99,2160.57,"German",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3958",3958,1215.69,2110.67,"German",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3959",3959,795.53,1260.9,"German",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3960",3960,810.35,1402.93,"German",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3961",3961,358.17,1919.58,"french",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3962",3962,549.61,1178.6,"french",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3963",3963,426.86,1444.88,"french",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3964",3964,551.36,1393.27,"french",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3965",3965,555.03,1561.35,"french",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3966",3966,341.52,2225.33,"french",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3967",3967,568.34,1577.05,"french",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3968",3968,344.19,1825.04,"french",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3969",3969,362.38,1840.66,"french",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3970",3970,567.95,1293.96,"french",509491,"fof","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
