"","X","f1e","f2e","language","participant","text","group","consonant","phoneme","prolific_id","l2_ao","l2_aoa","l2_prof_production","l2_prof_perception"
"16838",16454,694.09,1114.08,"french",516748,"fof","L1 Spanish monolingual","f","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16839",16455,606.99,1272.02,"french",516748,"fif","L1 Spanish monolingual","f","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16840",16456,609.97,2037.54,"french",516748,"faf","L1 Spanish monolingual","f","schwa","613aafc5b391654fb9800599",NA,NA,NA,NA
"16841",16457,491.48,2135.19,"french",516748,"pif","L1 Spanish monolingual","p","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16842",16458,875.09,2295.12,"french",516748,"puf","L1 Spanish monolingual","p","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16843",16459,888,1466.45,"spanish",516748,"faf","L1 Spanish monolingual","f","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16844",16460,799.75,1611.06,"spanish",516748,"pof","L1 Spanish monolingual","p","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16845",16461,449.44,2609.04,"spanish",516748,"pif","L1 Spanish monolingual","p","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16846",16462,773.16,1474.09,"spanish",516748,"puf","L1 Spanish monolingual","p","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16847",16463,808.01,988.99,"spanish",516748,"paf","L1 Spanish monolingual","p","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16848",16464,748.89,2205.16,"spanish",516748,"fif","L1 Spanish monolingual","f","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16849",16465,413.5,893.14,"spanish",516748,"fuf","L1 Spanish monolingual","f","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16850",16466,572.72,1187.05,"spanish",516748,"fof","L1 Spanish monolingual","f","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16851",16467,836.92,1020.72,"spanish",516748,"paf","L1 Spanish monolingual","p","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16852",16468,817.88,1538.57,"spanish",516748,"faf","L1 Spanish monolingual","f","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16853",16469,674.49,1748.65,"spanish",516748,"fuf","L1 Spanish monolingual","f","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16854",16470,494.78,1141.91,"spanish",516748,"puf","L1 Spanish monolingual","p","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16855",16471,401.93,2676.64,"spanish",516748,"pif","L1 Spanish monolingual","p","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16856",16472,814.55,2174.2,"spanish",516748,"pof","L1 Spanish monolingual","p","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16857",16473,737.92,1482.88,"spanish",516748,"fof","L1 Spanish monolingual","f","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16858",16474,496.92,1178.29,"spanish",516748,"fuf","L1 Spanish monolingual","f","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16859",16475,339.74,1694.84,"spanish",516748,"pof","L1 Spanish monolingual","p","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16860",16476,612.29,2175.09,"spanish",516748,"fif","L1 Spanish monolingual","f","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16861",16477,853.8,1860.11,"spanish",516748,"faf","L1 Spanish monolingual","f","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16862",16478,427.85,2323.41,"spanish",516748,"fif","L1 Spanish monolingual","f","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16863",16479,658.29,1263.12,"spanish",516748,"puf","L1 Spanish monolingual","p","u","613aafc5b391654fb9800599",NA,NA,NA,NA
"16864",16480,443.36,2509.39,"spanish",516748,"pif","L1 Spanish monolingual","p","i","613aafc5b391654fb9800599",NA,NA,NA,NA
"16865",16481,866.03,1330.63,"spanish",516748,"paf","L1 Spanish monolingual","p","a","613aafc5b391654fb9800599",NA,NA,NA,NA
"16866",16482,528.85,1160.41,"spanish",516748,"fof","L1 Spanish monolingual","f","o","613aafc5b391654fb9800599",NA,NA,NA,NA
"16867",16483,586.39,1015.25,"french",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16868",16484,607.26,1590.36,"french",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16869",16485,498.32,1587.38,"french",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16870",16486,411.66,2586.92,"french",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16871",16487,479.06,1708.05,"french",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16872",16488,626.51,1595.51,"french",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16873",16489,568.77,1038.21,"french",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16874",16490,558.98,1983.77,"french",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16875",16491,602.9,1413.75,"french",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16876",16492,565.52,1393.22,"french",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16877",16493,930.46,2786.92,"french",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16878",16494,685.76,2554.77,"french",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16879",16495,556.81,1970.5,"french",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16880",16496,592.53,1484.88,"french",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16881",16497,1004.38,2457.99,"french",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16882",16498,495.34,1714.26,"french",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16883",16499,491.41,1883.33,"french",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16884",16500,506.55,2035.19,"french",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16885",16501,621.57,1508.01,"french",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16886",16502,947.89,2486.62,"french",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16887",16503,557.56,1495.43,"french",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16888",16504,601.26,2025.36,"french",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16889",16505,371.8,2663.97,"french",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16890",16506,475.51,1784.46,"french",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16891",16507,427.89,1164.36,"German",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16892",16508,785.45,1385.8,"German",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16893",16509,807.63,1382.26,"German",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16894",16510,402.37,714.66,"German",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16895",16511,383.72,1006.7,"German",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16896",16512,306.82,2667.32,"German",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16897",16513,414.2,740.39,"German",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16898",16514,439.36,1109.01,"German",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16899",16515,767.27,1194.27,"German",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16900",16516,389.33,1874.25,"German",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16901",16517,908.29,1526.31,"German",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16902",16518,417.89,762.77,"German",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16903",16519,392.54,2281.5,"German",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16904",16520,687.44,2644.47,"German",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16905",16521,533.42,2214.45,"German",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16906",16522,370.71,2902.07,"German",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16907",16523,377.46,2847.24,"German",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16908",16524,372.02,2015.25,"German",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16909",16525,745.73,2883.61,"German",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16910",16526,734.94,1182.25,"German",516750,"faf","L1 Spanish monolingual","f","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16911",16527,814.34,1606.96,"German",516750,"paf","L1 Spanish monolingual","p","schwa","61145b698b354d688c2af144",NA,NA,NA,NA
"16912",16528,321.36,2786.93,"German",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16913",16529,431.49,1470.99,"German",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16914",16530,397.11,786.14,"German",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16915",16531,929.2,2280.35,"spanish",516750,"faf","L1 Spanish monolingual","f","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16916",16532,406.27,1991.38,"spanish",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16917",16533,453.7,2720.77,"spanish",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16918",16534,625.58,948.32,"spanish",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16919",16535,612.52,872.84,"spanish",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16920",16536,946.69,2171.83,"spanish",516750,"paf","L1 Spanish monolingual","p","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16921",16537,921.27,1640.5,"spanish",516750,"faf","L1 Spanish monolingual","f","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16922",16538,438.11,1748.88,"spanish",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16923",16539,464.37,1351.93,"spanish",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16924",16540,324.05,2742.65,"spanish",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16925",16541,543.68,2335.06,"spanish",516750,"pif","L1 Spanish monolingual","p","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16926",16542,767.54,2319.98,"spanish",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16927",16543,585.86,1289.85,"spanish",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16928",16544,473.02,784.74,"spanish",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16929",16545,560.92,2265.89,"spanish",516750,"fif","L1 Spanish monolingual","f","i","61145b698b354d688c2af144",NA,NA,NA,NA
"16930",16546,743.2,1922.4,"spanish",516750,"fof","L1 Spanish monolingual","f","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16931",16547,896.54,1802.46,"spanish",516750,"paf","L1 Spanish monolingual","p","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16932",16548,406.45,787.32,"spanish",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16933",16549,862.59,1852.57,"spanish",516750,"faf","L1 Spanish monolingual","f","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16934",16550,594.7,1362.9,"spanish",516750,"pof","L1 Spanish monolingual","p","o","61145b698b354d688c2af144",NA,NA,NA,NA
"16935",16551,398.55,736.26,"spanish",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16936",16552,427.1,1840.48,"spanish",516750,"fuf","L1 Spanish monolingual","f","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16937",16553,888.24,1450.47,"spanish",516750,"paf","L1 Spanish monolingual","p","a","61145b698b354d688c2af144",NA,NA,NA,NA
"16938",16554,458.88,1392.53,"spanish",516750,"puf","L1 Spanish monolingual","p","u","61145b698b354d688c2af144",NA,NA,NA,NA
"16939",16555,1325.83,2035.57,"french",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16940",16556,905.43,2315.38,"french",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16941",16557,552.89,1759.81,"french",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16942",16558,1170.6,2584.44,"french",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16943",16559,924.66,1934.72,"french",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16944",16560,943.7,1922.19,"french",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16945",16561,509.33,1641.3,"french",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16946",16562,1258.75,2060.85,"french",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16947",16563,2085.33,2424.84,"french",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16948",16564,699.59,1579.64,"french",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16949",16565,1919.56,2419.73,"french",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16950",16566,664.66,1726.2,"french",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16951",16567,774.32,1838.39,"french",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16952",16568,361.72,1757.49,"french",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16953",16569,1090.79,2385.08,"french",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16954",16570,406.64,1932.79,"french",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16955",16571,768.78,1629.73,"french",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16956",16572,940.88,2196.84,"french",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16957",16573,1620.57,2399.66,"french",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16958",16574,1282.92,1950.39,"french",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16959",16575,2039.93,2527.92,"french",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16960",16576,760.93,1676.14,"french",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16961",16577,1430.84,2450.7,"french",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16962",16578,1230.55,1956.29,"french",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16963",16579,618.45,1788.76,"German",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16964",16580,877.83,1281.5,"German",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16965",16581,227.92,1932.4,"German",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16966",16582,721.41,1397.55,"German",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16967",16583,351.06,2087.36,"German",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16968",16584,662.63,2371.79,"German",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16969",16585,417.69,878.23,"German",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16970",16586,558.3,1414.19,"German",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16971",16587,1613.39,2527.18,"German",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16972",16588,338.62,2266.32,"German",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16973",16589,1064.65,2435.24,"German",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16974",16590,1718.89,2447.09,"German",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16975",16591,893.91,1882.06,"German",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16976",16592,1304.49,2183.07,"German",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16977",16593,938.13,1987.77,"German",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16978",16594,963.63,2112.7,"German",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16979",16595,955.84,1441.65,"German",516759,"faf","L1 Spanish monolingual","f","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16980",16596,346.81,1895.09,"German",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16981",16597,424.91,1304.59,"German",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16982",16598,1001.78,2481.89,"German",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16983",16599,834.2,2370.79,"German",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16984",16600,1017.22,1622.11,"German",516759,"paf","L1 Spanish monolingual","p","schwa","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16985",16601,803.2,2241.11,"German",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16986",16602,527.2,1573.56,"German",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16987",16603,567.68,1871.14,"spanish",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16988",16604,1085.28,2091.18,"spanish",516759,"paf","L1 Spanish monolingual","p","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16989",16605,1037.07,2659.45,"spanish",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16990",16606,633.93,1941.34,"spanish",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16991",16607,795.87,2311.54,"spanish",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16992",16608,761.29,2030.29,"spanish",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16993",16609,998.24,2047.17,"spanish",516759,"faf","L1 Spanish monolingual","f","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16994",16610,1206.84,2734.32,"spanish",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16995",16611,810.79,1148.15,"spanish",516759,"paf","L1 Spanish monolingual","p","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16996",16612,716.62,1537.27,"spanish",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16997",16613,865.83,1913.55,"spanish",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16998",16614,720.67,2149.45,"spanish",516759,"fuf","L1 Spanish monolingual","f","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"16999",16615,1771.12,2461.28,"spanish",516759,"pif","L1 Spanish monolingual","p","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17000",16616,722.63,1613.46,"spanish",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17001",16617,387.49,2166.36,"spanish",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17002",16618,699.88,1933.94,"spanish",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17003",16619,412.08,1864.48,"spanish",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17004",16620,873.07,1434.83,"spanish",516759,"paf","L1 Spanish monolingual","p","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17005",16621,675.35,2523.03,"spanish",516759,"fof","L1 Spanish monolingual","f","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17006",16622,1030.47,2120.98,"spanish",516759,"faf","L1 Spanish monolingual","f","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17007",16623,398.45,2098.71,"spanish",516759,"fif","L1 Spanish monolingual","f","i","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17008",16624,998.69,1775.99,"spanish",516759,"faf","L1 Spanish monolingual","f","a","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17009",16625,584.46,2136.73,"spanish",516759,"puf","L1 Spanish monolingual","p","u","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17010",16626,771.71,2116.59,"spanish",516759,"pof","L1 Spanish monolingual","p","o","5f00962ef7b0241ae371d912",NA,NA,NA,NA
"17011",16627,299.75,2407.75,"German",516761,"pif","L1 Spanish monolingual","p","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17012",16628,534.55,836.66,"German",516761,"fof","L1 Spanish monolingual","f","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17013",16629,488.45,880.23,"German",516761,"pof","L1 Spanish monolingual","p","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17014",16630,316.67,2260.34,"German",516761,"pif","L1 Spanish monolingual","p","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17015",16631,458.13,953.31,"German",516761,"puf","L1 Spanish monolingual","p","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17016",16632,780.18,1246.09,"German",516761,"faf","L1 Spanish monolingual","f","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17017",16633,657.31,1597.03,"German",516761,"puf","L1 Spanish monolingual","p","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17018",16634,734.33,2469,"German",516761,"fif","L1 Spanish monolingual","f","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17019",16635,845.2,2370.21,"German",516761,"puf","L1 Spanish monolingual","p","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17020",16636,463.32,1248.68,"German",516761,"fuf","L1 Spanish monolingual","f","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17021",16637,759.27,1272.11,"German",516761,"faf","L1 Spanish monolingual","f","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17022",16638,352.57,1179.58,"German",516761,"fuf","L1 Spanish monolingual","f","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17023",16639,507.7,2316.06,"German",516761,"pif","L1 Spanish monolingual","p","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17024",16640,646.59,2413.1,"German",516761,"fif","L1 Spanish monolingual","f","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17025",16641,558.64,984.69,"German",516761,"pof","L1 Spanish monolingual","p","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17026",16642,589.03,967.92,"German",516761,"pof","L1 Spanish monolingual","p","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17027",16643,477.14,781.9,"German",516761,"fof","L1 Spanish monolingual","f","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17028",16644,801.18,1324.5,"German",516761,"paf","L1 Spanish monolingual","p","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17029",16645,515.28,864.34,"German",516761,"fof","L1 Spanish monolingual","f","o","5eb0cb5afb9e2418da928edb","12","13",5,6
"17030",16646,716.24,1294.92,"German",516761,"faf","L1 Spanish monolingual","f","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17031",16647,776.86,1335.57,"German",516761,"paf","L1 Spanish monolingual","p","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17032",16648,821.57,1279.4,"German",516761,"paf","L1 Spanish monolingual","p","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17033",16649,308.96,1155.12,"German",516761,"fuf","L1 Spanish monolingual","f","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17034",16650,309.1,2413.89,"German",516761,"fif","L1 Spanish monolingual","f","i","5eb0cb5afb9e2418da928edb","12","13",5,6
"17035",16651,411.77,1619.15,"french",516761,"puf","L1 Spanish monolingual","p","u","5eb0cb5afb9e2418da928edb","12","13",5,6
"17036",16652,617.35,1575.89,"french",516761,"faf","L1 Spanish monolingual","f","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
"17037",16653,700.06,1552.56,"french",516761,"paf","L1 Spanish monolingual","p","schwa","5eb0cb5afb9e2418da928edb","12","13",5,6
