"","X","phoneme","choice","l2_prof_perception","participant","cond__","cats__","effect1__","effect2__","estimate__","se__","lower__","upper__","language","stim_language","L1","total_prob","total_prob_upper","total_prob_lower","conditional_prob","conditional_prob_upper","conditional_prob_lower"
"20",48,"y","feel",5.23728813559322,NA,1,"fun","y","fun",0.113300469120454,0.0183458192613686,0.079628924655432,0.154692608653248,"English","German","Spanish",0.802803030394934,0.999575210709885,0.629207655622123,0.141131092971481,0.15475834834218,0.126554284494043
"21",4,"y","feel",5.23728813559322,NA,1,"feel","y","feel",0.0275811143450456,0.0075905089510034,0.0152124349165866,0.0451776581725647,"English","French","Spanish",0.624221033243033,0.847188404049428,0.445150873355018,0.0441848526022148,0.0533265776026001,0.0341736607230114
"22",12,"y","feel",5.23728813559322,NA,1,"fool","y","fool",0.259731028605921,0.0367207467723704,0.19122551451167,0.337635845640457,"English","French","Spanish",0.624221033243033,0.847188404049428,0.445150873355018,0.416088236015588,0.398536906344103,0.429574613816748
"23",16,"y","feel",5.23728813559322,NA,1,"fought","y","fought",0.226471602116263,0.0339368575490997,0.165798065895537,0.305002364613356,"English","French","Spanish",0.624221033243033,0.847188404049428,0.445150873355018,0.362806746417481,0.360017161655533,0.372453646212009
"24",20,"y","feel",5.23728813559322,NA,1,"fun","y","fun",0.110437288175803,0.0218432211692533,0.0729148580312247,0.15937253562305,"English","French","Spanish",0.624221033243033,0.847188404049428,0.445150873355018,0.176920164964716,0.188119354397764,0.163798079248231
"25",31,"schwa","feel",5.23728813559322,NA,1,"feel","schwa","feel",0.0149167567371775,0.00507176730047485,0.00723752691846339,0.0279453674289774,"English","German","Spanish",0.962978863302593,1.11213230752986,0.823405494476624,0.01549022237728,0.0251277363671291,0.00878974814597725
"26",39,"schwa","feel",5.23728813559322,NA,1,"fool","schwa","fool",0.0106431305225996,0.00408668426581252,0.00475191139538847,0.021385258022376,"English","German","Spanish",0.962978863302593,1.11213230752986,0.823405494476624,0.0110522992021843,0.0192290592383512,0.00577104649806703
"27",43,"schwa","feel",5.23728813559322,NA,1,"fought","schwa","fought",0.675431144454791,0.0314986301253779,0.607500412050459,0.737503724293698,"English","German","Spanish",0.962978863302593,1.11213230752986,0.823405494476624,0.701397683993146,0.66314387173209,0.737790087782449
"28",47,"schwa","feel",5.23728813559322,NA,1,"fun","schwa","fun",0.261987831588025,0.0296241029462618,0.203915644112313,0.325297957784813,"English","German","Spanish",0.962978863302593,1.11213230752986,0.823405494476624,0.27205979442739,0.292499332662429,0.247649117573507
"29",3,"schwa","feel",5.23728813559322,NA,1,"feel","schwa","feel",0.213757251239978,0.0237617455579369,0.169868788236637,0.262466148077526,"English","French","Spanish",0.902860823556038,1.10696479457188,0.716488512934577,0.236755483971568,0.237104331921445,0.237085152336766
"30",11,"schwa","feel",5.23728813559322,NA,1,"fool","schwa","fool",0.0439333170356696,0.0102059760464869,0.0269267737768289,0.0672146970892213,"English","French","Spanish",0.902860823556038,1.10696479457188,0.716488512934577,0.0486601211276754,0.0607198145946607,0.0375815847577833
"31",15,"schwa","feel",5.23728813559322,NA,1,"fought","schwa","fought",0.514407269477103,0.04090786014988,0.432023862772659,0.596089096590018,"English","French","Spanish",0.902860823556038,1.10696479457188,0.716488512934577,0.569752564355425,0.53848966065859,0.602973885796418
"32",19,"schwa","feel",5.23728813559322,NA,1,"fun","schwa","fun",0.130762985803287,0.0244164301585953,0.0876690881484522,0.181194852815116,"English","French","Spanish",0.902860823556038,1.10696479457188,0.716488512934577,0.144831830545332,0.163686192825304,0.122359377109033
"33",33,"i","feel",5.23728813559322,NA,1,"fin","i","fin",0.36725047536369,0.0373027494719595,0.295225332078721,0.445995574553334,"Spanish","German","Spanish",0.368975143104558,0.454107155470857,0.295423619893582,0.995325788815049,0.982137297728523,0.999328801756163
"34",49,"i","feel",5.23728813559322,NA,1,"son","i","son",0.000558306131333427,0.000586140385782988,2.17690893704298e-05,0.0033893319865466,"Spanish","German","Spanish",0.368975143104558,0.454107155470857,0.295423619893582,0.00151312667470182,0.00746372732892141,7.36877077678201e-05
"35",53,"i","feel",5.23728813559322,NA,1,"su","i","su",0.00116636160953489,0.000908256014838829,0.000176518725490124,0.00472224893097676,"Spanish","German","Spanish",0.368975143104558,0.454107155470857,0.295423619893582,0.00316108451024944,0.0103989749425559,0.000597510536069222
"36",5,"i","feel",5.23728813559322,NA,1,"fin","i","fin",0.457388533499749,0.0558956709682868,0.349419738948515,0.566700547147443,"Spanish","French","Spanish",0.46159255026314,0.580260132066906,0.350479620552144,0.990892364356845,0.976631885993678,0.996975910890457
"37",21,"i","feel",5.23728813559322,NA,1,"son","i","son",0.000530766775678604,0.000567981275549824,1.8160185816072e-05,0.00329819662818317,"Spanish","French","Spanish",0.46159255026314,0.580260132066906,0.350479620552144,0.00114985992598024,0.00568399661792183,5.18152404623771e-05
"38",25,"i","feel",5.23728813559322,NA,1,"su","i","su",0.00367324998771256,0.00203622299899644,0.00104172141781243,0.01026138829128,"Spanish","French","Spanish",0.46159255026314,0.580260132066906,0.350479620552144,0.00795777571717427,0.0176841173884006,0.00297227386908063
"39",34,"o","feel",5.23728813559322,NA,1,"fin","o","fin",0.000952859892577394,0.000976590081308613,2.96345922864041e-05,0.00501146141686301,"Spanish","German","Spanish",0.0730538978958993,0.132757364304074,0.0353672020736137,0.0130432450563446,0.0377490276575883,0.000837911696399459
"40",50,"o","feel",5.23728813559322,NA,1,"son","o","son",0.0526012434928891,0.0155387979441615,0.0264862305644426,0.0900210826101316,"Spanish","German","Spanish",0.0730538978958993,0.132757364304074,0.0353672020736137,0.720033359039173,0.678087299202047,0.748892448696221
"41",54,"o","feel",5.23728813559322,NA,1,"su","o","su",0.0194997945104328,0.00676988437337094,0.00885133691688468,0.0377248202770792,"Spanish","German","Spanish",0.0730538978958993,0.132757364304074,0.0353672020736137,0.266923395904483,0.284163673140365,0.25026963960738
"42",6,"o","feel",5.23728813559322,NA,1,"fin","o","fin",0.00140133060783671,0.00107623565713533,0.00018099700231955,0.00533445332729636,"Spanish","French","Spanish",0.140165271483142,0.227178694128124,0.0818154684997157,0.00999770194862605,0.0234813099343191,0.0022122589485652
"43",22,"o","feel",5.23728813559322,NA,1,"son","o","son",0.109451041136591,0.0264721598137903,0.0659194533191284,0.170443184067015,"Spanish","French","Spanish",0.140165271483142,0.227178694128124,0.0818154684997157,0.780871324105092,0.750260427022653,0.805708926782683
"44",26,"o","feel",5.23728813559322,NA,1,"su","o","su",0.0293128997387145,0.00883170344486281,0.0157150181782678,0.0514010567338125,"Spanish","French","Spanish",0.140165271483142,0.227178694128124,0.0818154684997157,0.209130973946282,0.226258263043027,0.192078814268752
"45",36,"y","feel",5.23728813559322,NA,1,"fin","y","fin",0.0384925526463363,0.00961430601313428,0.0229225407900546,0.0622324427940301,"Spanish","German","Spanish",0.190849468176475,0.299916012864216,0.108076850180279,0.201690646634357,0.207499566961118,0.212094826522224
"46",52,"y","feel",5.23728813559322,NA,1,"son","y","son",0.00554869683885064,0.002832393906673,0.00176648469162713,0.0135898993557231,"Spanish","German","Spanish",0.190849468176475,0.299916012864216,0.108076850180279,0.0290736824779614,0.0453123500340603,0.0163447092386623
"47",56,"y","feel",5.23728813559322,NA,1,"su","y","su",0.146808218691288,0.0352947309271614,0.0833878246985972,0.224093670714463,"Spanish","German","Spanish",0.190849468176475,0.299916012864216,0.108076850180279,0.769235670887682,0.747188083004821,0.771560464239114
"48",8,"y","feel",5.23728813559322,NA,1,"fin","y","fin",0.0175853432569954,0.00610572732268058,0.00858269521374758,0.0347002460083841,"Spanish","French","Spanish",0.368704533385676,0.497892431578796,0.258534304630123,0.0476949472129234,0.0696942628719041,0.0331975101951231
"49",24,"y","feel",5.23728813559322,NA,1,"son","y","son",0.00386876816961008,0.00218031831404485,0.00101507450447865,0.0108136576866438,"Spanish","French","Spanish",0.368704533385676,0.497892431578796,0.258534304630123,0.0104928684605112,0.0217188633543879,0.00392626621032317
"50",28,"y","feel",5.23728813559322,NA,1,"su","y","su",0.347250421959071,0.053720055243021,0.248936534911897,0.452378527883768,"Spanish","French","Spanish",0.368704533385676,0.497892431578796,0.258534304630123,0.941812184326565,0.908586873773708,0.962876223594554
"51",35,"schwa","feel",5.23728813559322,NA,1,"fin","schwa","fin",0.00552023828815169,0.00264030469670466,0.00177760963953929,0.0132696318344976,"Spanish","German","Spanish",0.0335573913593055,0.0674648870690496,0.0141790093936575,0.16450141278997,0.196689454484913,0.125369099503837
"52",51,"schwa","feel",5.23728813559322,NA,1,"son","schwa","son",0.0223024320314484,0.00742744394212168,0.0101170770321619,0.0412413141006191,"Spanish","German","Spanish",0.0335573913593055,0.0674648870690496,0.0141790093936575,0.664605654016783,0.611300424447595,0.713524954478656
"53",55,"schwa","feel",5.23728813559322,NA,1,"su","schwa","su",0.00573472103970545,0.00252792389019791,0.00228432272195631,0.0129539411339329,"Spanish","German","Spanish",0.0335573913593055,0.0674648870690496,0.0141790093936575,0.170892933193247,0.192010121067492,0.161105946017507
"54",7,"schwa","feel",5.23728813559322,NA,1,"fin","schwa","fin",0.00950921692858117,0.00373553680814438,0.00417157359886753,0.0202166771783514,"Spanish","French","Spanish",0.0914707933535694,0.158170881886626,0.0492724725217212,0.103959051626725,0.127815416701301,0.0846633705468817
"55",23,"schwa","feel",5.23728813559322,NA,1,"son","schwa","son",0.0603830210067465,0.0162929484479591,0.033991065894305,0.098688624618487,"Spanish","French","Spanish",0.0914707933535694,0.158170881886626,0.0492724725217212,0.660134440655207,0.623936741335393,0.689859147606616
"56",27,"schwa","feel",5.23728813559322,NA,1,"su","schwa","su",0.0215785554182417,0.00700095063119684,0.0111098330285487,0.0392655800897879,"Spanish","French","Spanish",0.0914707933535694,0.158170881886626,0.0492724725217212,0.235906507718069,0.248247841963306,0.225477481846503
"57",85,"i","feel",4.38181818181818,NA,1,"feel","i","feel",0.546591275365046,0.0653106195105241,0.415121706977896,0.673644481978533,"English","German","English",0.557133639789555,0.702396019874095,0.41816837622988,0.981077494389871,0.959066485170694,0.992714252379743
"58",93,"i","feel",4.38181818181818,NA,1,"fool","i","fool",0.00618344024073725,0.00311461275873228,0.00195973333980574,0.0147517568674315,"English","German","English",0.557133639789555,0.702396019874095,0.41816837622988,0.0110986660993454,0.0210020507662839,0.00468646949698658
"59",97,"i","feel",4.38181818181818,NA,1,"fought","i","fought",0.00315646528332631,0.001757396196265,0.000915272196587185,0.0091218058749272,"English","German","English",0.557133639789555,0.702396019874095,0.41816837622988,0.00566554423911397,0.0129866992648425,0.00218876473835514
"60",101,"i","feel",4.38181818181818,NA,1,"fun","i","fun",0.00120245890044562,0.00092561202674746,0.000171663715590822,0.00487797515320294,"English","German","English",0.557133639789555,0.702396019874095,0.41816837622988,0.00215829527166915,0.00694476479817941,0.000410513384915681
"61",57,"i","feel",4.38181818181818,NA,1,"feel","i","feel",0.546591275365046,0.0653106195105241,0.415121706977896,0.673644481978533,"English","French","English",0.557133639789555,0.702396019874095,0.41816837622988,0.981077494389871,0.959066485170694,0.992714252379743
"62",65,"i","feel",4.38181818181818,NA,1,"fool","i","fool",0.00618344024073725,0.00311461275873228,0.00195973333980574,0.0147517568674315,"English","French","English",0.557133639789555,0.702396019874095,0.41816837622988,0.0110986660993454,0.0210020507662839,0.00468646949698658
"63",69,"i","feel",4.38181818181818,NA,1,"fought","i","fought",0.00315646528332631,0.001757396196265,0.000915272196587185,0.0091218058749272,"English","French","English",0.557133639789555,0.702396019874095,0.41816837622988,0.00566554423911397,0.0129866992648425,0.00218876473835514
"64",73,"i","feel",4.38181818181818,NA,1,"fun","i","fun",0.00120245890044562,0.00092561202674746,0.000171663715590822,0.00487797515320294,"English","French","English",0.557133639789555,0.702396019874095,0.41816837622988,0.00215829527166915,0.00694476479817941,0.000410513384915681
"65",86,"o","feel",4.38181818181818,NA,1,"feel","o","feel",0.00528926094902069,0.00311415086518478,0.00124887893893388,0.0147435279423153,"English","German","English",0.780796293991098,0.973408530789822,0.612756702885146,0.00677418808173927,0.015146290047769,0.00203813182794015
"66",94,"o","feel",4.38181818181818,NA,1,"fool","o","fool",0.566697318046124,0.041601938081282,0.482048947191677,0.647053643132543,"English","German","English",0.780796293991098,0.973408530789822,0.612756702885146,0.725794067424947,0.66472978473645,0.786688982628773
"67",98,"o","feel",4.38181818181818,NA,1,"fought","o","fought",0.188853896681874,0.0382975085596891,0.119972843316365,0.272740588413155,"English","German","English",0.780796293991098,0.973408530789822,0.612756702885146,0.241873454235462,0.280191286377831,0.195791972166892
"68",102,"o","feel",4.38181818181818,NA,1,"fun","o","fun",0.0199558183140793,0.0070382341697368,0.00948603343817027,0.0388707713018092,"English","German","English",0.780796293991098,0.973408530789822,0.612756702885146,0.0255582902578516,0.0399326388379497,0.0154809133763949
"69",58,"o","feel",4.38181818181818,NA,1,"feel","o","feel",0.00528926094902069,0.00311415086518478,0.00124887893893388,0.0147435279423153,"English","French","English",0.780796293991098,0.973408530789822,0.612756702885146,0.00677418808173927,0.015146290047769,0.00203813182794015
"70",66,"o","feel",4.38181818181818,NA,1,"fool","o","fool",0.566697318046124,0.041601938081282,0.482048947191677,0.647053643132543,"English","French","English",0.780796293991098,0.973408530789822,0.612756702885146,0.725794067424947,0.66472978473645,0.786688982628773
"71",70,"o","feel",4.38181818181818,NA,1,"fought","o","fought",0.188853896681874,0.0382975085596891,0.119972843316365,0.272740588413155,"English","French","English",0.780796293991098,0.973408530789822,0.612756702885146,0.241873454235462,0.280191286377831,0.195791972166892
"72",74,"o","feel",4.38181818181818,NA,1,"fun","o","fun",0.0199558183140793,0.0070382341697368,0.00948603343817027,0.0388707713018092,"English","French","English",0.780796293991098,0.973408530789822,0.612756702885146,0.0255582902578516,0.0399326388379497,0.0154809133763949
"73",88,"y","feel",4.38181818181818,NA,1,"feel","y","feel",0.0160431800879836,0.00539802802979877,0.00782680469556693,0.0302025641897797,"English","German","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0350355567823338,0.052035157465496,0.0219104590014364
"74",96,"y","feel",4.38181818181818,NA,1,"fool","y","fool",0.425094190865717,0.04275390532837,0.342094122560984,0.513957347520423,"English","German","English",0.457911378079574,0.580426113052636,0.357217742223192,0.928332885390426,0.885482813337544,0.957662742146893
"75",100,"y","feel",4.38181818181818,NA,1,"fought","y","fought",0.0105523134778655,0.0038647992565072,0.00482163244468826,0.0214548592482668,"English","German","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0230444448052823,0.0369639800239676,0.0134977406628243
"76",104,"y","feel",4.38181818181818,NA,1,"fun","y","fun",0.00622169364800752,0.00278050121782354,0.0024751825219528,0.0148113420941661,"English","German","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0135871130219576,0.0255180491729926,0.00692905818884631
"77",60,"y","feel",4.38181818181818,NA,1,"feel","y","feel",0.0160431800879836,0.00539802802979877,0.00782680469556693,0.0302025641897797,"English","French","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0350355567823338,0.052035157465496,0.0219104590014364
"78",68,"y","feel",4.38181818181818,NA,1,"fool","y","fool",0.425094190865717,0.04275390532837,0.342094122560984,0.513957347520423,"English","French","English",0.457911378079574,0.580426113052636,0.357217742223192,0.928332885390426,0.885482813337544,0.957662742146893
"79",72,"y","feel",4.38181818181818,NA,1,"fought","y","fought",0.0105523134778655,0.0038647992565072,0.00482163244468826,0.0214548592482668,"English","French","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0230444448052823,0.0369639800239676,0.0134977406628243
"80",76,"y","feel",4.38181818181818,NA,1,"fun","y","fun",0.00622169364800752,0.00278050121782354,0.0024751825219528,0.0148113420941661,"English","French","English",0.457911378079574,0.580426113052636,0.357217742223192,0.0135871130219576,0.0255180491729926,0.00692905818884631
"81",87,"schwa","feel",4.38181818181818,NA,1,"feel","schwa","feel",6.80738033407162e-10,1.0092622083269e-09,2.46820855414027e-21,0.000534475034776701,"English","German","English",0.958055055901078,1.15795250120092,0.762582818746295,7.10541663774123e-10,0.000461569049008826,3.23664327790399e-21
"82",95,"schwa","feel",4.38181818181818,NA,1,"fool","schwa","fool",0.00439366275588697,0.00248749668263641,0.00120842732045095,0.0119275625247093,"English","German","English",0.958055055901078,1.15795250120092,0.762582818746295,0.00458602324451449,0.0103005628575776,0.00158465059891807
"83",99,"schwa","feel",4.38181818181818,NA,1,"fought","schwa","fought",0.162023657692875,0.0439917826059024,0.0864162270507964,0.266078705381018,"English","German","English",0.958055055901078,1.15795250120092,0.762582818746295,0.169117272222406,0.229783782240693,0.11332044851583
"84",103,"schwa","feel",4.38181818181818,NA,1,"fun","schwa","fun",0.791637734771578,0.0502711963683682,0.674958164375048,0.879411758260418,"English","German","English",0.958055055901078,1.15795250120092,0.762582818746295,0.826296703822538,0.759454085852721,0.885094900885252
"85",59,"schwa","feel",4.38181818181818,NA,1,"feel","schwa","feel",6.80738033407162e-10,1.0092622083269e-09,2.46820855414027e-21,0.000534475034776701,"English","French","English",0.958055055901078,1.15795250120092,0.762582818746295,7.10541663774123e-10,0.000461569049008826,3.23664327790399e-21
"86",67,"schwa","feel",4.38181818181818,NA,1,"fool","schwa","fool",0.00439366275588697,0.00248749668263641,0.00120842732045095,0.0119275625247093,"English","French","English",0.958055055901078,1.15795250120092,0.762582818746295,0.00458602324451449,0.0103005628575776,0.00158465059891807
"87",71,"schwa","feel",4.38181818181818,NA,1,"fought","schwa","fought",0.162023657692875,0.0439917826059024,0.0864162270507964,0.266078705381018,"English","French","English",0.958055055901078,1.15795250120092,0.762582818746295,0.169117272222406,0.229783782240693,0.11332044851583
"88",75,"schwa","feel",4.38181818181818,NA,1,"fun","schwa","fun",0.791637734771578,0.0502711963683682,0.674958164375048,0.879411758260418,"English","French","English",0.958055055901078,1.15795250120092,0.762582818746295,0.826296703822538,0.759454085852721,0.885094900885252
"89",89,"i","feel",4.38181818181818,NA,1,"fin","i","fin",0.436504720986459,0.0666720272869457,0.302861353872876,0.572053605915143,"Spanish","German","English",0.441505355243419,0.585043295934406,0.304232395621505,0.988673672476287,0.977797044920383,0.99549343933006
"90",105,"i","feel",4.38181818181818,NA,1,"son","i","son",1.26286401980508e-15,1.87232219576301e-15,1.92507099991981e-40,9.52180701893726e-05,"Spanish","German","English",0.441505355243419,0.585043295934406,0.304232395621505,2.86035946066569e-15,0.000162753886509022,6.32763317656278e-40
"91",109,"i","feel",4.38181818181818,NA,1,"su","i","su",0.00500063425695903,0.00262429977247905,0.00137104174862939,0.0128944719490735,"Spanish","German","English",0.441505355243419,0.585043295934406,0.304232395621505,0.0113263275237103,0.0220402011931083,0.00450656066993963
"92",61,"i","feel",4.38181818181818,NA,1,"fin","i","fin",0.436504720986459,0.0666720272869457,0.302861353872876,0.572053605915143,"Spanish","French","English",0.441505355243419,0.585043295934406,0.304232395621505,0.988673672476287,0.977797044920383,0.99549343933006
"93",77,"i","feel",4.38181818181818,NA,1,"son","i","son",1.26286401980508e-15,1.87232219576301e-15,1.92507099991981e-40,9.52180701893726e-05,"Spanish","French","English",0.441505355243419,0.585043295934406,0.304232395621505,2.86035946066569e-15,0.000162753886509022,6.32763317656278e-40
"94",81,"i","feel",4.38181818181818,NA,1,"su","i","su",0.00500063425695903,0.00262429977247905,0.00137104174862939,0.0128944719490735,"Spanish","French","English",0.441505355243419,0.585043295934406,0.304232395621505,0.0113263275237103,0.0220402011931083,0.00450656066993963
"95",90,"o","feel",4.38181818181818,NA,1,"fin","o","fin",0.000362518342081706,0.000374523887872518,1.29846666606185e-05,0.00235580231132415,"Spanish","German","English",0.211464653636824,0.323860015027094,0.131112671266784,0.00171432121561226,0.00727413759653863,9.90344147149415e-05
"96",106,"o","feel",4.38181818181818,NA,1,"son","o","son",0.081643592095925,0.0235199599001688,0.042612576225086,0.136957555647837,"Spanish","German","English",0.211464653636824,0.323860015027094,0.131112671266784,0.386086235651195,0.422891216244707,0.325007307176125
"97",110,"o","feel",4.38181818181818,NA,1,"su","o","su",0.129458543198817,0.0237217741044137,0.0884871103750376,0.184546657067933,"Spanish","German","English",0.211464653636824,0.323860015027094,0.131112671266784,0.612199443133193,0.569834646158754,0.67489365840916
"98",62,"o","feel",4.38181818181818,NA,1,"fin","o","fin",0.000362518342081706,0.000374523887872518,1.29846666606185e-05,0.00235580231132415,"Spanish","French","English",0.211464653636824,0.323860015027094,0.131112671266784,0.00171432121561226,0.00727413759653863,9.90344147149415e-05
"99",78,"o","feel",4.38181818181818,NA,1,"son","o","son",0.081643592095925,0.0235199599001688,0.042612576225086,0.136957555647837,"Spanish","French","English",0.211464653636824,0.323860015027094,0.131112671266784,0.386086235651195,0.422891216244707,0.325007307176125
"100",82,"o","feel",4.38181818181818,NA,1,"su","o","su",0.129458543198817,0.0237217741044137,0.0884871103750376,0.184546657067933,"Spanish","French","English",0.211464653636824,0.323860015027094,0.131112671266784,0.612199443133193,0.569834646158754,0.67489365840916
"101",92,"y","feel",4.38181818181818,NA,1,"fin","y","fin",0.00249664373041275,0.00143954964996662,0.000652308716855519,0.00715455810106333,"Spanish","German","English",0.538575450313401,0.634172132550033,0.44149173311217,0.00463564339770767,0.0112817289405237,0.00147751060310293
"102",108,"y","feel",4.38181818181818,NA,1,"son","y","son",0.00323494307442698,0.00178325734863394,0.000927158294919807,0.00880297624220165,"Spanish","German","English",0.538575450313401,0.634172132550033,0.44149173311217,0.00600648074943732,0.0138810518317866,0.00210005811067869
"103",112,"y","feel",4.38181818181818,NA,1,"su","y","su",0.532843863508561,0.0446427241074784,0.439912266100395,0.618214598206768,"Spanish","German","English",0.538575450313401,0.634172132550033,0.44149173311217,0.989357875852855,0.97483721922769,0.996422431286218
"104",64,"y","feel",4.38181818181818,NA,1,"fin","y","fin",0.00249664373041275,0.00143954964996662,0.000652308716855519,0.00715455810106333,"Spanish","French","English",0.538575450313401,0.634172132550033,0.44149173311217,0.00463564339770767,0.0112817289405237,0.00147751060310293
"105",80,"y","feel",4.38181818181818,NA,1,"son","y","son",0.00323494307442698,0.00178325734863394,0.000927158294919807,0.00880297624220165,"Spanish","French","English",0.538575450313401,0.634172132550033,0.44149173311217,0.00600648074943732,0.0138810518317866,0.00210005811067869
"106",84,"y","feel",4.38181818181818,NA,1,"su","y","su",0.532843863508561,0.0446427241074784,0.439912266100395,0.618214598206768,"Spanish","French","English",0.538575450313401,0.634172132550033,0.44149173311217,0.989357875852855,0.97483721922769,0.996422431286218
"107",91,"schwa","feel",4.38181818181818,NA,1,"fin","schwa","fin",1.17512425177667e-15,1.74223921568409e-15,1.06137854462006e-38,3.02782062140627e-05,"Spanish","German","English",0.0396498884440688,0.0802849979788352,0.016822220058926,2.96375172261665e-14,0.000377134047160899,6.30938449801625e-37
