"","X","participant","stim","word","language","stim_language","rating","phoneme","frame","language_num"
"600",600,"600dd1ea271cf06201979123","stim/fif_f.wav","feel","eng","french",3.458333333,"i","fricative",1
"601",601,"60121fca666552254559110d","stim/fif_f.wav","fin","span","french",1.581873605,"i","fricative",0
"602",602,"60121fca666552254559110d","stim/feuf_f.wav","fought","eng","french",1.228800572,"y","fricative",1
"603",603,"60121fca666552254559110d","stim/fof_f.wav","fought","eng","french",2.445629418,"o","fricative",1
"604",604,"60121fca666552254559110d","stim/f_schwa_f.wav","fought","eng","french",2.357794596,"schwa","fricative",1
"605",605,"60121fca666552254559110d","stim/pof_f.wav","fought","eng","french",1.419237351,"o","bilabial",1
"606",606,"60121fca666552254559110d","stim/p_schwa_f.wav","fought","eng","french",1.025894834,"schwa","bilabial",1
"607",607,"60121fca666552254559110d","stim/peuf_f.wav","fought","eng","french",1.060245187,"y","bilabial",1
"608",608,"60121fca666552254559110d","stim/pif_f.wav","fought","eng","french",1.134804222,"i","bilabial",1
"609",609,"60121fca666552254559110d","stim/p_schwa_f.wav","fool","eng","french",1.242102051,"schwa","bilabial",1
"610",610,"60121fca666552254559110d","stim/peuf_f.wav","su","span","french",1.242102051,"y","bilabial",0
"611",611,"60121fca666552254559110d","stim/pif_f.wav","feel","eng","french",1.407190523,"i","bilabial",1
"612",612,"60121fca666552254559110d","stim/f_schwa_f.wav","fun","eng","french",1.396615397,"schwa","fricative",1
"613",613,"60121fca666552254559110d","stim/pof_f.wav","fought","eng","french",1.423956589,"o","bilabial",1
"614",614,"60121fca666552254559110d","stim/feuf_f.wav","fought","eng","french",1.249258161,"y","fricative",1
"615",615,"60121fca666552254559110d","stim/fif_f.wav","feel","eng","french",2.021505534,"i","fricative",1
"616",616,"60121fca666552254559110d","stim/fof_f.wav","fought","eng","french",2.266756417,"o","fricative",1
"617",617,"60121fca666552254559110d","stim/p_schwa_f.wav","fought","eng","french",1.014280018,"schwa","bilabial",1
"618",618,"60121fca666552254559110d","stim/fif_f.wav","feel","eng","french",1.610519089,"i","fricative",1
"619",619,"60121fca666552254559110d","stim/pof_f.wav","fought","eng","french",1.540544085,"o","bilabial",1
"620",620,"60121fca666552254559110d","stim/f_schwa_f.wav","fought","eng","french",1.903290783,"schwa","fricative",1
"621",621,"60121fca666552254559110d","stim/feuf_f.wav","fought","eng","french",1.318123721,"y","fricative",1
"622",622,"60121fca666552254559110d","stim/peuf_f.wav","fought","eng","french",1.482765416,"y","bilabial",1
"623",623,"60121fca666552254559110d","stim/pif_f.wav","feel","eng","french",1.977091704,"i","bilabial",1
"624",624,"60121fca666552254559110d","stim/fof_f.wav","fought","eng","french",1.975186942,"o","fricative",1
"625",625,"60121fca666552254559110d","stim/fof_f.wav","fought","eng","french",2.135536412,"o","fricative",1
"626",626,"60121fca666552254559110d","stim/feuf_f.wav","fool","eng","french",1.705731841,"y","fricative",1
"627",627,"60121fca666552254559110d","stim/pof_f.wav","fought","eng","french",2.328448661,"o","bilabial",1
"628",628,"60121fca666552254559110d","stim/f_schwa_f.wav","fought","eng","french",1.843970424,"schwa","fricative",1
"629",629,"60121fca666552254559110d","stim/p_schwa_f.wav","fought","eng","french",1.557106236,"schwa","bilabial",1
"630",630,"60121fca666552254559110d","stim/peuf_f.wav","fool","eng","french",2.212929687,"y","bilabial",1
"631",631,"60121fca666552254559110d","stim/fif_f.wav","fin","span","french",3.331998465,"i","fricative",0
"632",632,"60121fca666552254559110d","stim/pif_f.wav","feel","eng","french",1.101482864,"i","bilabial",1
"633",633,"60121fca666552254559110d","stim/pof_f.wav","fought","eng","french",1.340535249,"o","bilabial",1
"634",634,"60121fca666552254559110d","stim/feuf_f.wav","su","span","french",1.575601051,"y","fricative",0
"635",635,"60121fca666552254559110d","stim/f_schwa_f.wav","fought","eng","french",1.575601051,"schwa","fricative",1
"636",636,"60121fca666552254559110d","stim/peuf_f.wav","fool","eng","french",2.431225121,"y","bilabial",1
"637",637,"60121fca666552254559110d","stim/fif_f.wav","feel","eng","french",1.396694452,"i","fricative",1
"638",638,"60121fca666552254559110d","stim/p_schwa_f.wav","fought","eng","french",1.396694452,"schwa","bilabial",1
"639",639,"60121fca666552254559110d","stim/pif_f.wav","feel","eng","french",2.299369885,"i","bilabial",1
"640",640,"60121fca666552254559110d","stim/fof_f.wav","fought","eng","french",2.979163644,"o","fricative",1
"641",641,"601e1253bbecc3279e4fb472","stim/p_schwa_f.wav","fun","eng","french",2.392592593,"schwa","bilabial",1
"642",642,"601e1253bbecc3279e4fb472","stim/feuf_f.wav","fool","eng","french",2.811111111,"y","fricative",1
"643",643,"601e1253bbecc3279e4fb472","stim/fif_f.wav","feel","eng","french",3.340740741,"i","fricative",1
"644",644,"601e1253bbecc3279e4fb472","stim/fof_f.wav","fun","eng","french",1.940740741,"o","fricative",1
"645",645,"601e1253bbecc3279e4fb472","stim/pif_f.wav","feel","eng","french",2.392592593,"i","bilabial",1
"646",646,"601e1253bbecc3279e4fb472","stim/pof_f.wav","fun","eng","french",3.514814815,"o","bilabial",1
"647",647,"601e1253bbecc3279e4fb472","stim/f_schwa_f.wav","fought","eng","french",3.207407407,"schwa","fricative",1
"648",648,"601e1253bbecc3279e4fb472","stim/peuf_f.wav","fool","eng","french",3.114814815,"y","bilabial",1
"649",649,"601e1253bbecc3279e4fb472","stim/f_schwa_f.wav","fun","eng","french",2.466666667,"schwa","fricative",1
"650",650,"601e1253bbecc3279e4fb472","stim/peuf_f.wav","fool","eng","french",3.114814815,"y","bilabial",1
"651",651,"601e1253bbecc3279e4fb472","stim/fof_f.wav","fun","eng","french",3.481481481,"o","fricative",1
"652",652,"601e1253bbecc3279e4fb472","stim/p_schwa_f.wav","fought","eng","french",3.22962963,"schwa","bilabial",1
"653",653,"601e1253bbecc3279e4fb472","stim/pif_f.wav","feel","eng","french",2.459259259,"i","bilabial",1
"654",654,"601e1253bbecc3279e4fb472","stim/fif_f.wav","feel","eng","french",3.162962963,"i","fricative",1
"655",655,"601e1253bbecc3279e4fb472","stim/feuf_f.wav","fool","eng","french",3.137037037,"y","fricative",1
"656",656,"601e1253bbecc3279e4fb472","stim/pof_f.wav","fun","eng","french",2.440740741,"o","bilabial",1
"657",657,"601e1253bbecc3279e4fb472","stim/fof_f.wav","fun","eng","french",2.862962963,"o","fricative",1
"658",658,"601e1253bbecc3279e4fb472","stim/feuf_f.wav","fought","eng","french",3.2,"y","fricative",1
"659",659,"601e1253bbecc3279e4fb472","stim/pof_f.wav","fought","eng","french",3.303703704,"o","bilabial",1
"660",660,"601e1253bbecc3279e4fb472","stim/p_schwa_f.wav","fought","eng","french",3.407407407,"schwa","bilabial",1
"661",661,"601e1253bbecc3279e4fb472","stim/f_schwa_f.wav","fun","eng","french",3.403703704,"schwa","fricative",1
"662",662,"601e1253bbecc3279e4fb472","stim/fif_f.wav","feel","eng","french",3.403703704,"i","fricative",1
"663",663,"601e1253bbecc3279e4fb472","stim/peuf_f.wav","fool","eng","french",3.540740741,"y","bilabial",1
"664",664,"601e1253bbecc3279e4fb472","stim/pif_f.wav","feel","eng","french",3.588888889,"i","bilabial",1
"665",665,"601e1253bbecc3279e4fb472","stim/fif_f.wav","feel","eng","french",3.355555556,"i","fricative",1
"666",666,"601e1253bbecc3279e4fb472","stim/f_schwa_f.wav","fought","eng","french",2.977777778,"schwa","fricative",1
"667",667,"601e1253bbecc3279e4fb472","stim/pif_f.wav","feel","eng","french",2.733333333,"i","bilabial",1
"668",668,"601e1253bbecc3279e4fb472","stim/p_schwa_f.wav","fought","eng","french",3.07037037,"schwa","bilabial",1
"669",669,"601e1253bbecc3279e4fb472","stim/feuf_f.wav","fool","eng","french",3.425925926,"y","fricative",1
"670",670,"601e1253bbecc3279e4fb472","stim/peuf_f.wav","fool","eng","french",3.425925926,"y","bilabial",1
"671",671,"601e1253bbecc3279e4fb472","stim/fof_f.wav","fought","eng","french",3.425925926,"o","fricative",1
"672",672,"601e1253bbecc3279e4fb472","stim/pof_f.wav","fun","eng","french",3.425925926,"o","bilabial",1
"673",673,"601e1253bbecc3279e4fb472","stim/pif_f.wav","feel","eng","french",3.425925926,"i","bilabial",1
"674",674,"601e1253bbecc3279e4fb472","stim/fif_f.wav","feel","eng","french",3.425925926,"i","fricative",1
"675",675,"601e1253bbecc3279e4fb472","stim/fof_f.wav","fun","eng","french",3.425925926,"o","fricative",1
"676",676,"601e1253bbecc3279e4fb472","stim/peuf_f.wav","fool","eng","french",3.425925926,"y","bilabial",1
"677",677,"601e1253bbecc3279e4fb472","stim/pof_f.wav","fun","eng","french",2.666666667,"o","bilabial",1
"678",678,"601e1253bbecc3279e4fb472","stim/p_schwa_f.wav","fought","eng","french",2.925925926,"schwa","bilabial",1
"679",679,"601e1253bbecc3279e4fb472","stim/f_schwa_f.wav","fought","eng","french",2.774074074,"schwa","fricative",1
"680",680,"601e1253bbecc3279e4fb472","stim/feuf_f.wav","fool","eng","french",3.007407407,"y","fricative",1
"681",681,"60bc18bb8b971280ef13060c","stim/pif_f.wav","feel","eng","french",1.007407436,"i","bilabial",1
"682",682,"60bc18bb8b971280ef13060c","stim/fof_f.wav","fun","eng","french",1,"o","fricative",1
"683",683,"60bc18bb8b971280ef13060c","stim/f_schwa_f.wav","fun","eng","french",1,"schwa","fricative",1
"684",684,"60bc18bb8b971280ef13060c","stim/peuf_f.wav","su","span","french",3.007407577,"y","bilabial",0
"685",685,"60bc18bb8b971280ef13060c","stim/feuf_f.wav","su","span","french",3.003703647,"y","fricative",0
"686",686,"60bc18bb8b971280ef13060c","stim/p_schwa_f.wav","fool","eng","french",2.996296353,"schwa","bilabial",1
"687",687,"60bc18bb8b971280ef13060c","stim/pof_f.wav","fought","eng","french",1.022222307,"o","bilabial",1
"688",688,"60bc18bb8b971280ef13060c","stim/fif_f.wav","fin","span","french",2,"i","fricative",0
"689",689,"60bc18bb8b971280ef13060c","stim/fof_f.wav","su","span","french",1.974074187,"o","fricative",0
"690",690,"60bc18bb8b971280ef13060c","stim/fif_f.wav","feel","eng","french",1.981481481,"i","fricative",1
"691",691,"60bc18bb8b971280ef13060c","stim/pif_f.wav","fin","span","french",1.985185129,"i","bilabial",0
"692",692,"60bc18bb8b971280ef13060c","stim/p_schwa_f.wav","fool","eng","french",2.011111224,"schwa","bilabial",1
"693",693,"60bc18bb8b971280ef13060c","stim/pof_f.wav","fool","eng","french",1.988889058,"o","bilabial",1
"694",694,"60bc18bb8b971280ef13060c","stim/feuf_f.wav","su","span","french",1.992592706,"y","fricative",0
"695",695,"60bc18bb8b971280ef13060c","stim/peuf_f.wav","su","span","french",1.988889058,"y","bilabial",0
"696",696,"60bc18bb8b971280ef13060c","stim/f_schwa_f.wav","fun","eng","french",2.007407577,"schwa","fricative",1
"697",697,"60bc18bb8b971280ef13060c","stim/peuf_f.wav","su","span","french",2.014814871,"y","bilabial",0
"698",698,"60bc18bb8b971280ef13060c","stim/p_schwa_f.wav","fun","eng","french",2,"schwa","bilabial",1
"699",699,"60bc18bb8b971280ef13060c","stim/fif_f.wav","fin","span","french",2.037037037,"i","fricative",0
"700",700,"60bc18bb8b971280ef13060c","stim/fof_f.wav","fun","eng","french",3.03333339,"o","fricative",1
"701",701,"60bc18bb8b971280ef13060c","stim/feuf_f.wav","su","span","french",2.996296353,"y","fricative",0
"702",702,"60bc18bb8b971280ef13060c","stim/pif_f.wav","feel","eng","french",2.996296353,"i","bilabial",1
"703",703,"60bc18bb8b971280ef13060c","stim/pof_f.wav","fun","eng","french",2.996296353,"o","bilabial",1
"704",704,"60bc18bb8b971280ef13060c","stim/f_schwa_f.wav","fun","eng","french",2.977777834,"schwa","fricative",1
"705",705,"60bc18bb8b971280ef13060c","stim/peuf_f.wav","fool","eng","french",3.037037037,"y","bilabial",1
"706",706,"60bc18bb8b971280ef13060c","stim/pof_f.wav","su","span","french",2.981481481,"o","bilabial",0
"707",707,"60bc18bb8b971280ef13060c","stim/feuf_f.wav","fool","eng","french",2.981481481,"y","fricative",1
"708",708,"60bc18bb8b971280ef13060c","stim/p_schwa_f.wav","fun","eng","french",3.014814871,"schwa","bilabial",1
"709",709,"60bc18bb8b971280ef13060c","stim/pif_f.wav","fin","span","french",3.018518519,"i","bilabial",0
"710",710,"60bc18bb8b971280ef13060c","stim/fof_f.wav","fun","eng","french",1.037037037,"o","fricative",1
"711",711,"60bc18bb8b971280ef13060c","stim/f_schwa_f.wav","fun","eng","french",1,"schwa","fricative",1
"712",712,"60bc18bb8b971280ef13060c","stim/fif_f.wav","fin","span","french",2.988889058,"i","fricative",0
"713",713,"60bc18bb8b971280ef13060c","stim/p_schwa_f.wav","fun","eng","french",3,"schwa","bilabial",1
"714",714,"60bc18bb8b971280ef13060c","stim/pof_f.wav","fool","eng","french",2.981481481,"o","bilabial",1
"715",715,"60bc18bb8b971280ef13060c","stim/peuf_f.wav","fool","eng","french",3.025926095,"y","bilabial",1
"716",716,"60bc18bb8b971280ef13060c","stim/fif_f.wav","fin","span","french",3.003703647,"i","fricative",0
"717",717,"60bc18bb8b971280ef13060c","stim/feuf_f.wav","su","span","french",3.003703647,"y","fricative",0
"718",718,"60bc18bb8b971280ef13060c","stim/f_schwa_f.wav","fun","eng","french",1.974074187,"schwa","fricative",1
"719",719,"60bc18bb8b971280ef13060c","stim/fof_f.wav","fun","eng","french",4.018518519,"o","fricative",1
"720",720,"60bc18bb8b971280ef13060c","stim/pif_f.wav","fin","span","french",3,"i","bilabial",0
"721",721,"60c24c8ec01a8596ba5c8b85","stim/fif_f.wav","fin","span","french",4.923809524,"i","fricative",0
"722",722,"60c24c8ec01a8596ba5c8b85","stim/f_schwa_f.wav","fun","eng","french",3.552380952,"schwa","fricative",1
"723",723,"60c24c8ec01a8596ba5c8b85","stim/p_schwa_f.wav","fought","eng","french",2.241904762,"schwa","bilabial",1
"724",724,"60c24c8ec01a8596ba5c8b85","stim/pof_f.wav","su","span","french",2.923809524,"o","bilabial",0
"725",725,"60c24c8ec01a8596ba5c8b85","stim/feuf_f.wav","fool","eng","french",2.923809524,"y","fricative",1
"726",726,"60c24c8ec01a8596ba5c8b85","stim/pif_f.wav","fin","span","french",4.6,"i","bilabial",0
"727",727,"60c24c8ec01a8596ba5c8b85","stim/peuf_f.wav","su","span","french",4.927619048,"y","bilabial",0
"728",728,"60c24c8ec01a8596ba5c8b85","stim/fof_f.wav","fun","eng","french",4.036190476,"o","fricative",1
"729",729,"60c24c8ec01a8596ba5c8b85","stim/pif_f.wav","feel","eng","french",3.952380952,"i","bilabial",1
"730",730,"60c24c8ec01a8596ba5c8b85","stim/peuf_f.wav","su","span","french",3.952380952,"y","bilabial",0
"731",731,"60c24c8ec01a8596ba5c8b85","stim/f_schwa_f.wav","fought","eng","french",2.474285714,"schwa","fricative",1
"732",732,"60c24c8ec01a8596ba5c8b85","stim/p_schwa_f.wav","fun","eng","french",3.681904762,"schwa","bilabial",1
"733",733,"60c24c8ec01a8596ba5c8b85","stim/feuf_f.wav","su","span","french",3.571428571,"y","fricative",0
"734",734,"60c24c8ec01a8596ba5c8b85","stim/fof_f.wav","fought","eng","french",3.095238095,"o","fricative",1
"735",735,"60c24c8ec01a8596ba5c8b85","stim/fif_f.wav","fin","span","french",4.691428571,"i","fricative",0
"736",736,"60c24c8ec01a8596ba5c8b85","stim/pof_f.wav","su","span","french",2.116190476,"o","bilabial",0
"737",737,"60c24c8ec01a8596ba5c8b85","stim/fof_f.wav","feel","eng","french",3.472380952,"o","fricative",1
"738",738,"60c24c8ec01a8596ba5c8b85","stim/p_schwa_f.wav","fun","eng","french",2.535238095,"schwa","bilabial",1
"739",739,"60c24c8ec01a8596ba5c8b85","stim/peuf_f.wav","su","span","french",4.215238095,"y","bilabial",0
"740",740,"60c24c8ec01a8596ba5c8b85","stim/pif_f.wav","fin","span","french",4.96952381,"i","bilabial",0
"741",741,"60c24c8ec01a8596ba5c8b85","stim/feuf_f.wav","fool","eng","french",3.540952381,"y","fricative",1
"742",742,"60c24c8ec01a8596ba5c8b85","stim/f_schwa_f.wav","fun","eng","french",4.92,"schwa","fricative",1
"743",743,"60c24c8ec01a8596ba5c8b85","stim/fif_f.wav","fin","span","french",4.92,"i","fricative",0
"744",744,"60c24c8ec01a8596ba5c8b85","stim/pof_f.wav","fought","eng","french",3.460952381,"o","bilabial",1
"745",745,"60c24c8ec01a8596ba5c8b85","stim/f_schwa_f.wav","fought","eng","french",1.659047619,"schwa","fricative",1
"746",746,"60c24c8ec01a8596ba5c8b85","stim/fif_f.wav","feel","eng","french",4.459047619,"i","fricative",1
"747",747,"60c24c8ec01a8596ba5c8b85","stim/p_schwa_f.wav","fun","eng","french",3.201904762,"schwa","bilabial",1
"748",748,"60c24c8ec01a8596ba5c8b85","stim/feuf_f.wav","fool","eng","french",4.56952381,"y","fricative",1
"749",749,"60c24c8ec01a8596ba5c8b85","stim/pof_f.wav","fought","eng","french",3.586666667,"o","bilabial",1
"750",750,"60c24c8ec01a8596ba5c8b85","stim/fof_f.wav","fought","eng","french",4.443809524,"o","fricative",1
"751",751,"60c24c8ec01a8596ba5c8b85","stim/pif_f.wav","feel","eng","french",4.923809524,"i","bilabial",1
"752",752,"60c24c8ec01a8596ba5c8b85","stim/peuf_f.wav","su","span","french",4.923809524,"y","bilabial",0
"753",753,"60c24c8ec01a8596ba5c8b85","stim/fof_f.wav","fought","eng","french",3.537142857,"o","fricative",1
"754",754,"60c24c8ec01a8596ba5c8b85","stim/pof_f.wav","fought","eng","french",2.36,"o","bilabial",1
"755",755,"60c24c8ec01a8596ba5c8b85","stim/fif_f.wav","feel","eng","french",4.912380952,"i","fricative",1
"756",756,"60c24c8ec01a8596ba5c8b85","stim/pif_f.wav","fin","span","french",4.771428571,"i","bilabial",0
"757",757,"60c24c8ec01a8596ba5c8b85","stim/p_schwa_f.wav","fought","eng","french",2.923809524,"schwa","bilabial",1
"758",758,"60c24c8ec01a8596ba5c8b85","stim/feuf_f.wav","fool","eng","french",4.546666667,"y","fricative",1
"759",759,"60c24c8ec01a8596ba5c8b85","stim/f_schwa_f.wav","fun","eng","french",1.666666667,"schwa","fricative",1
"760",760,"60c24c8ec01a8596ba5c8b85","stim/peuf_f.wav","su","span","french",4.657142857,"y","bilabial",0
"761",761,"60e1d5f866e681d7e33fd01c","stim/peuf_f.wav","su","span","french",4.011154892,"y","bilabial",0
"762",762,"60e1d5f866e681d7e33fd01c","stim/feuf_f.wav","su","span","french",4.000534973,"y","fricative",0
"763",763,"60e1d5f866e681d7e33fd01c","stim/fof_f.wav","fun","eng","french",5,"o","fricative",1
"764",764,"60e1d5f866e681d7e33fd01c","stim/f_schwa_f.wav","feel","eng","french",1.994991358,"schwa","fricative",1
"765",765,"60e1d5f866e681d7e33fd01c","stim/p_schwa_f.wav","feel","eng","french",2.001268186,"schwa","bilabial",1
"766",766,"60e1d5f866e681d7e33fd01c","stim/fif_f.wav","feel","eng","french",4.01185368,"i","fricative",1
"767",767,"60e1d5f866e681d7e33fd01c","stim/pof_f.wav","fun","eng","french",3.991239427,"o","bilabial",1
"768",768,"60e1d5f866e681d7e33fd01c","stim/pif_f.wav","fin","span","french",4.005843547,"i","bilabial",0
"769",769,"60e1d5f866e681d7e33fd01c","stim/f_schwa_f.wav","su","span","french",4.000873287,"schwa","fricative",0
"770",770,"60e1d5f866e681d7e33fd01c","stim/pif_f.wav","fin","span","french",3.980596954,"i","bilabial",0
"771",771,"60e1d5f866e681d7e33fd01c","stim/p_schwa_f.wav","su","span","french",4.025755055,"schwa","bilabial",0
"772",772,"60e1d5f866e681d7e33fd01c","stim/pof_f.wav","fun","eng","french",3.995089885,"o","bilabial",1
"773",773,"60e1d5f866e681d7e33fd01c","stim/fof_f.wav","fun","eng","french",3.978294434,"o","fricative",1
"774",774,"60e1d5f866e681d7e33fd01c","stim/peuf_f.wav","fool","eng","french",4.018877175,"y","bilabial",1
"775",775,"60e1d5f866e681d7e33fd01c","stim/feuf_f.wav","su","span","french",3.968913816,"y","fricative",0
"776",776,"60e1d5f866e681d7e33fd01c","stim/fif_f.wav","feel","eng","french",4.998305656,"i","fricative",1
"777",777,"60e1d5f866e681d7e33fd01c","stim/fof_f.wav","fun","eng","french",5,"o","fricative",1
"778",778,"60e1d5f866e681d7e33fd01c","stim/feuf_f.wav","fool","eng","french",4.968465103,"y","fricative",1
"779",779,"60e1d5f866e681d7e33fd01c","stim/pif_f.wav","feel","eng","french",4.031104386,"i","bilabial",1
"780",780,"60e1d5f866e681d7e33fd01c","stim/pof_f.wav","fun","eng","french",4.998137092,"o","bilabial",1
"781",781,"60e1d5f866e681d7e33fd01c","stim/fif_f.wav","feel","eng","french",4.967720415,"i","fricative",1
"782",782,"60e1d5f866e681d7e33fd01c","stim/p_schwa_f.wav","su","span","french",4.012304371,"schwa","bilabial",0
"783",783,"60e1d5f866e681d7e33fd01c","stim/peuf_f.wav","su","span","french",3.982304355,"y","bilabial",0
"784",784,"60e1d5f866e681d7e33fd01c","stim/f_schwa_f.wav","feel","eng","french",1.987526274,"schwa","fricative",1
"785",785,"60e1d5f866e681d7e33fd01c","stim/pif_f.wav","fin","span","french",3.006461615,"i","bilabial",0
"786",786,"60e1d5f866e681d7e33fd01c","stim/f_schwa_f.wav","feel","eng","french",2.012437718,"schwa","fricative",1
"787",787,"60e1d5f866e681d7e33fd01c","stim/fof_f.wav","fun","eng","french",4.003789917,"o","fricative",1
"788",788,"60e1d5f866e681d7e33fd01c","stim/feuf_f.wav","fool","eng","french",4.003299657,"y","fricative",1
"789",789,"60e1d5f866e681d7e33fd01c","stim/p_schwa_f.wav","feel","eng","french",1.999584526,"schwa","bilabial",1
"790",790,"60e1d5f866e681d7e33fd01c","stim/peuf_f.wav","su","span","french",4.006954644,"y","bilabial",0
"791",791,"60e1d5f866e681d7e33fd01c","stim/fif_f.wav","feel","eng","french",5,"i","fricative",1
"792",792,"60e1d5f866e681d7e33fd01c","stim/pof_f.wav","fun","eng","french",3.989655085,"o","bilabial",1
"793",793,"60e1d5f866e681d7e33fd01c","stim/p_schwa_f.wav","feel","eng","french",2.015871515,"schwa","bilabial",1
"794",794,"60e1d5f866e681d7e33fd01c","stim/feuf_f.wav","su","span","french",3.968470247,"y","fricative",0
"795",795,"60e1d5f866e681d7e33fd01c","stim/pif_f.wav","feel","eng","french",4.03036405,"i","bilabial",1
"796",796,"60e1d5f866e681d7e33fd01c","stim/f_schwa_f.wav","feel","eng","french",1.993541551,"schwa","fricative",1
"797",797,"60e1d5f866e681d7e33fd01c","stim/pof_f.wav","su","span","french",3.002974796,"o","bilabial",0
"798",798,"60e1d5f866e681d7e33fd01c","stim/fof_f.wav","fun","eng","french",4.022791339,"o","fricative",1
"799",799,"60e1d5f866e681d7e33fd01c","stim/fif_f.wav","feel","eng","french",4.982390616,"i","fricative",1
"800",800,"60e1d5f866e681d7e33fd01c","stim/peuf_f.wav","su","span","french",3.985452859,"y","bilabial",0
"801",801,"60f83b167c76803d88b92d53","stim/fof_f.wav","fun","eng","french",3.351043065,"o","fricative",1
"802",802,"60f83b167c76803d88b92d53","stim/fif_f.wav","fin","span","french",3.340568542,"i","fricative",0
"803",803,"60f83b167c76803d88b92d53","stim/feuf_f.wav","fool","eng","french",3.359704971,"y","fricative",1
"804",804,"60f83b167c76803d88b92d53","stim/pif_f.wav","feel","eng","french",3.113231977,"i","bilabial",1
"805",805,"60f83b167c76803d88b92d53","stim/f_schwa_f.wav","fun","eng","french",3.153247197,"schwa","fricative",1
"806",806,"60f83b167c76803d88b92d53","stim/peuf_f.wav","su","span","french",3.211977959,"y","bilabial",0
"807",807,"60f83b167c76803d88b92d53","stim/p_schwa_f.wav","son","span","french",2.712356567,"schwa","bilabial",0
"808",808,"60f83b167c76803d88b92d53","stim/pof_f.wav","fun","eng","french",3.151541074,"o","bilabial",1
"809",809,"60f83b167c76803d88b92d53","stim/fof_f.wav","son","span","french",3.271856626,"o","fricative",0
"810",810,"60f83b167c76803d88b92d53","stim/pof_f.wav","fun","eng","french",3.203273137,"o","bilabial",1
"811",811,"60f83b167c76803d88b92d53","stim/fif_f.wav","fin","span","french",3.150841713,"i","fricative",0
"812",812,"60f83b167c76803d88b92d53","stim/peuf_f.wav","su","span","french",3.107174238,"y","bilabial",0
"813",813,"60f83b167c76803d88b92d53","stim/pif_f.wav","fin","span","french",3.189149221,"i","bilabial",0
"814",814,"60f83b167c76803d88b92d53","stim/feuf_f.wav","fool","eng","french",3.247943878,"y","fricative",1
"815",815,"60f83b167c76803d88b92d53","stim/f_schwa_f.wav","fun","eng","french",2.4465065,"schwa","fricative",1
"816",816,"60f83b167c76803d88b92d53","stim/p_schwa_f.wav","son","span","french",2.635836919,"schwa","bilabial",0
"817",817,"60f83b167c76803d88b92d53","stim/pif_f.wav","feel","eng","french",3.065112432,"i","bilabial",1
"818",818,"60f83b167c76803d88b92d53","stim/fof_f.wav","son","span","french",3.16282622,"o","fricative",0
"819",819,"60f83b167c76803d88b92d53","stim/feuf_f.wav","su","span","french",3.083410263,"y","fricative",0
"820",820,"60f83b167c76803d88b92d53","stim/peuf_f.wav","su","span","french",3.20665741,"y","bilabial",0
"821",821,"60f83b167c76803d88b92d53","stim/f_schwa_f.wav","son","span","french",3.321580569,"schwa","fricative",0
"822",822,"60f83b167c76803d88b92d53","stim/p_schwa_f.wav","fun","eng","french",3.063917796,"schwa","bilabial",1
"823",823,"60f83b167c76803d88b92d53","stim/fif_f.wav","feel","eng","french",3.247549693,"i","fricative",1
"824",824,"60f83b167c76803d88b92d53","stim/pof_f.wav","fun","eng","french",3.443297068,"o","bilabial",1
"825",825,"60f83b167c76803d88b92d53","stim/feuf_f.wav","fool","eng","french",2.998964628,"y","fricative",1
"826",826,"60f83b167c76803d88b92d53","stim/pof_f.wav","fun","eng","french",3.111634254,"o","bilabial",1
"827",827,"60f83b167c76803d88b92d53","stim/fof_f.wav","son","span","french",3.08995978,"o","fricative",0
"828",828,"60f83b167c76803d88b92d53","stim/fif_f.wav","fin","span","french",3.175268491,"i","fricative",0
"829",829,"60f83b167c76803d88b92d53","stim/pif_f.wav","feel","eng","french",3.258818626,"i","bilabial",1
"830",830,"60f83b167c76803d88b92d53","stim/peuf_f.wav","su","span","french",3.043658892,"y","bilabial",0
"831",831,"60f83b167c76803d88b92d53","stim/f_schwa_f.wav","fought","eng","french",3.097335498,"schwa","fricative",1
"832",832,"60f83b167c76803d88b92d53","stim/p_schwa_f.wav","fun","eng","french",2.519049962,"schwa","bilabial",1
"833",833,"60f83b167c76803d88b92d53","stim/feuf_f.wav","fool","eng","french",2.767355283,"y","fricative",1
"834",834,"60f83b167c76803d88b92d53","stim/f_schwa_f.wav","fun","eng","french",3.492200216,"schwa","fricative",1
"835",835,"60f83b167c76803d88b92d53","stim/fif_f.wav","feel","eng","french",3.979238828,"i","fricative",1
"836",836,"60f83b167c76803d88b92d53","stim/peuf_f.wav","feel","eng","french",3.816076914,"y","bilabial",1
"837",837,"60f83b167c76803d88b92d53","stim/p_schwa_f.wav","fought","eng","french",3.981181145,"schwa","bilabial",1
"838",838,"60f83b167c76803d88b92d53","stim/fof_f.wav","fun","eng","french",3.434569995,"o","fricative",1
"839",839,"60f83b167c76803d88b92d53","stim/pof_f.wav","son","span","french",3.008574486,"o","bilabial",0
"840",840,"60f83b167c76803d88b92d53","stim/pif_f.wav","feel","eng","french",3.202644666,"i","bilabial",1
"841",841,"60fe4c46e72a8b28dc55d376","stim/fof_f.wav","son","span","french",3.377777778,"o","fricative",0
"842",842,"60fe4c46e72a8b28dc55d376","stim/fif_f.wav","feel","eng","french",3.151852078,"i","fricative",1
"843",843,"60fe4c46e72a8b28dc55d376","stim/p_schwa_f.wav","fun","eng","french",1.407407464,"schwa","bilabial",1
