"","X","participant","stim","word","language","stim_language","rating","phoneme","frame","language_num"
"1119",39,"565a4547c51d43000587507d","stim/fof_g.wav","fool","eng","German",2.980487805,"o","fricative",1
"1120",40,"565a4547c51d43000587507d","stim/f_schwa_g.wav","fun","eng","German",1.861788618,"schwa","fricative",1
"1121",41,"5898b6e256357700011c2c6b","stim/p_schwa_g.wav","fought","eng","German",3.038095238,"schwa","bilabial",1
"1122",42,"5898b6e256357700011c2c6b","stim/fief_g.wav","feel","eng","German",3.04952381,"i","fricative",1
"1123",43,"5898b6e256357700011c2c6b","stim/peuf_g.wav","fool","eng","German",3.925714286,"y","bilabial",1
"1124",44,"5898b6e256357700011c2c6b","stim/feuf_g.wav","fool","eng","German",3.96,"y","fricative",1
"1125",45,"5898b6e256357700011c2c6b","stim/fof_g.wav","fought","eng","German",3.091428571,"o","fricative",1
"1126",46,"5898b6e256357700011c2c6b","stim/pief_g.wav","feel","eng","German",1.099047619,"i","bilabial",1
"1127",47,"5898b6e256357700011c2c6b","stim/f_schwa_g.wav","fought","eng","German",1.96,"schwa","fricative",1
"1128",48,"5898b6e256357700011c2c6b","stim/pof_g.wav","fought","eng","German",1.96,"o","bilabial",1
"1129",49,"5898b6e256357700011c2c6b","stim/pief_g.wav","fool","eng","German",1,"i","bilabial",1
"1130",50,"5898b6e256357700011c2c6b","stim/f_schwa_g.wav","fun","eng","German",1.007619048,"schwa","fricative",1
"1131",51,"5898b6e256357700011c2c6b","stim/peuf_g.wav","fool","eng","German",2.96952381,"y","bilabial",1
"1132",52,"5898b6e256357700011c2c6b","stim/fief_g.wav","feel","eng","German",2.066666667,"i","fricative",1
"1133",53,"5898b6e256357700011c2c6b","stim/feuf_g.wav","feel","eng","German",2.097142857,"y","fricative",1
"1134",54,"5898b6e256357700011c2c6b","stim/pof_g.wav","fool","eng","German",3.034285714,"o","bilabial",1
"1135",55,"5898b6e256357700011c2c6b","stim/fof_g.wav","fool","eng","German",3.034285714,"o","fricative",1
"1136",56,"5898b6e256357700011c2c6b","stim/p_schwa_g.wav","fought","eng","German",1.807619048,"schwa","bilabial",1
"1137",57,"5898b6e256357700011c2c6b","stim/feuf_g.wav","feel","eng","German",1.994285714,"y","fricative",1
"1138",58,"5898b6e256357700011c2c6b","stim/fief_g.wav","feel","eng","German",2.005714286,"i","fricative",1
"1139",59,"5898b6e256357700011c2c6b","stim/f_schwa_g.wav","fought","eng","German",2.005714286,"schwa","fricative",1
"1140",60,"5898b6e256357700011c2c6b","stim/pof_g.wav","fool","eng","German",2.954285714,"o","bilabial",1
"1141",61,"5898b6e256357700011c2c6b","stim/pief_g.wav","feel","eng","German",1.026666667,"i","bilabial",1
"1142",62,"5898b6e256357700011c2c6b","stim/p_schwa_g.wav","fought","eng","German",1.091428571,"schwa","bilabial",1
"1143",63,"5898b6e256357700011c2c6b","stim/peuf_g.wav","feel","eng","German",1.091428571,"y","bilabial",1
"1144",64,"5898b6e256357700011c2c6b","stim/fof_g.wav","fool","eng","German",2.135238095,"o","fricative",1
"1145",65,"5898b6e256357700011c2c6b","stim/pief_g.wav","feel","eng","German",1.678095238,"i","bilabial",1
"1146",66,"5898b6e256357700011c2c6b","stim/p_schwa_g.wav","fought","eng","German",1.171428571,"schwa","bilabial",1
"1147",67,"5898b6e256357700011c2c6b","stim/f_schwa_g.wav","fought","eng","German",1.171428571,"schwa","fricative",1
"1148",68,"5898b6e256357700011c2c6b","stim/feuf_g.wav","feel","eng","German",1.171428571,"y","fricative",1
"1149",69,"5898b6e256357700011c2c6b","stim/fof_g.wav","fool","eng","German",1.708571429,"o","fricative",1
"1150",70,"5898b6e256357700011c2c6b","stim/peuf_g.wav","feel","eng","German",1.887619048,"y","bilabial",1
"1151",71,"5898b6e256357700011c2c6b","stim/pof_g.wav","fool","eng","German",1.739047619,"o","bilabial",1
"1152",72,"5898b6e256357700011c2c6b","stim/fief_g.wav","feel","eng","German",1.739047619,"i","fricative",1
"1153",73,"5898b6e256357700011c2c6b","stim/fof_g.wav","fool","eng","German",1.739047619,"o","fricative",1
"1154",74,"5898b6e256357700011c2c6b","stim/fief_g.wav","feel","eng","German",1.739047619,"i","fricative",1
"1155",75,"5898b6e256357700011c2c6b","stim/f_schwa_g.wav","fun","eng","German",1.739047619,"schwa","fricative",1
"1156",76,"5898b6e256357700011c2c6b","stim/peuf_g.wav","fool","eng","German",1.75047619,"y","bilabial",1
"1157",77,"5898b6e256357700011c2c6b","stim/pof_g.wav","fool","eng","German",1.75047619,"o","bilabial",1
"1158",78,"5898b6e256357700011c2c6b","stim/feuf_g.wav","feel","eng","German",1.75047619,"y","fricative",1
"1159",79,"5898b6e256357700011c2c6b","stim/p_schwa_g.wav","fought","eng","German",1.75047619,"schwa","bilabial",1
"1160",80,"5898b6e256357700011c2c6b","stim/pief_g.wav","feel","eng","German",1.75047619,"i","bilabial",1
"1161",81,"5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool","eng","German",3.814814815,"y","fricative",1
"1162",82,"5a5479b4ac56240001537ffa","stim/fief_g.wav","feel","eng","German",3.97037054,"i","fricative",1
"1163",83,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fought","eng","German",3.988889058,"o","bilabial",1
"1164",84,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fought","eng","German",3.677777891,"o","fricative",1
"1165",85,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun","eng","German",3.677777891,"schwa","fricative",1
"1166",86,"5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool","eng","German",2.407407407,"y","bilabial",1
"1167",87,"5a5479b4ac56240001537ffa","stim/pief_g.wav","feel","eng","German",2.022222166,"i","bilabial",1
"1168",88,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun","eng","German",1.981481481,"schwa","bilabial",1
"1169",89,"5a5479b4ac56240001537ffa","stim/fief_g.wav","feel","eng","German",4.007407577,"i","fricative",1
"1170",90,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun","eng","German",1.955555669,"schwa","fricative",1
"1171",91,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun","eng","German",2.018518519,"schwa","bilabial",1
"1172",92,"5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool","eng","German",3.992592706,"y","fricative",1
"1173",93,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fool","eng","German",1.411111196,"o","fricative",1
"1174",94,"5a5479b4ac56240001537ffa","stim/pief_g.wav","feel","eng","German",3.444444444,"i","bilabial",1
"1175",95,"5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool","eng","German",1.996296353,"y","bilabial",1
"1176",96,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fool","eng","German",1.425925926,"o","bilabial",1
"1177",97,"5a5479b4ac56240001537ffa","stim/fief_g.wav","feel","eng","German",3.359259429,"i","fricative",1
"1178",98,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fool","eng","German",2.40370376,"o","fricative",1
"1179",99,"5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool","eng","German",1.996296353,"y","bilabial",1
"1180",100,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun","eng","German",1.35555564,"schwa","bilabial",1
"1181",101,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fought","eng","German",2.018518519,"o","bilabial",1
"1182",102,"5a5479b4ac56240001537ffa","stim/pief_g.wav","feel","eng","German",2.988889058,"i","bilabial",1
"1183",103,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun","eng","German",2.97037054,"schwa","fricative",1
"1184",104,"5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool","eng","German",3.570370427,"y","fricative",1
"1185",105,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun","eng","German",2.011111224,"schwa","bilabial",1
"1186",106,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fool","eng","German",3,"o","fricative",1
"1187",107,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fool","eng","German",3.011111224,"o","bilabial",1
"1188",108,"5a5479b4ac56240001537ffa","stim/pief_g.wav","feel","eng","German",3.951852021,"i","bilabial",1
"1189",109,"5a5479b4ac56240001537ffa","stim/fief_g.wav","feel","eng","German",3.022222166,"i","fricative",1
"1190",110,"5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool","eng","German",1.477777834,"y","bilabial",1
"1191",111,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun","eng","German",4.037037037,"schwa","fricative",1
"1192",112,"5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool","eng","German",3.996296353,"y","fricative",1
"1193",113,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fun","eng","German",1.962962963,"schwa","bilabial",1
"1194",114,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fool","eng","German",2.996296353,"o","bilabial",1
"1195",115,"5a5479b4ac56240001537ffa","stim/fief_g.wav","feel","eng","German",3.974074187,"i","fricative",1
"1196",116,"5a5479b4ac56240001537ffa","stim/pief_g.wav","feel","eng","German",3.962962963,"i","bilabial",1
"1197",117,"5a5479b4ac56240001537ffa","stim/feuf_g.wav","fool","eng","German",3.996296353,"y","fricative",1
"1198",118,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fun","eng","German",1.977777834,"schwa","fricative",1
"1199",119,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fool","eng","German",3.981481481,"o","fricative",1
"1200",120,"5a5479b4ac56240001537ffa","stim/peuf_g.wav","fool","eng","German",2.962962963,"y","bilabial",1
"1201",121,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","su","span","German",3.329629686,"schwa","bilabial",0
"1202",122,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool","eng","German",3.87037037,"schwa","fricative",1
"1203",123,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fun","eng","German",3.988889058,"o","bilabial",1
"1204",124,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fought","eng","German",3.992592706,"o","fricative",1
"1205",125,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fun","eng","German",3.62962963,"o","fricative",1
"1206",126,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fought","eng","German",2.977777834,"o","bilabial",1
"1207",127,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fool","eng","German",2.47037054,"schwa","bilabial",1
"1208",128,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool","eng","German",3.592592593,"schwa","fricative",1
"1209",129,"5a5479b4ac56240001537ffa","stim/fof_g.wav","fun","eng","German",2.622222335,"o","fricative",1
"1210",130,"5a5479b4ac56240001537ffa","stim/f_schwa_g.wav","fool","eng","German",3.692592762,"schwa","fricative",1
"1211",131,"5a5479b4ac56240001537ffa","stim/p_schwa_g.wav","fool","eng","German",3.429629573,"schwa","bilabial",1
"1212",132,"5a5479b4ac56240001537ffa","stim/pof_g.wav","fought","eng","German",2.981481481,"o","bilabial",1
"1213",133,"5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","su","span","German",4.013333333,"y","fricative",0
"1214",134,"5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool","eng","German",4,"o","bilabial",1
"1215",135,"5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun","eng","German",1.964444444,"schwa","bilabial",1
"1216",136,"5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun","eng","German",1.995555556,"schwa","fricative",1
"1217",137,"5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel","eng","German",3.986666667,"i","fricative",1
"1218",138,"5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool","eng","German",3.991111111,"y","bilabial",1
"1219",139,"5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel","eng","German",3.004444444,"i","bilabial",1
"1220",140,"5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool","eng","German",3.004444444,"o","fricative",1
"1221",141,"5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool","eng","German",3.004444444,"y","bilabial",1
"1222",142,"5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel","eng","German",3.004444444,"i","bilabial",1
"1223",143,"5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool","eng","German",3.004444444,"y","fricative",1
"1224",144,"5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool","eng","German",3.004444444,"o","bilabial",1
"1225",145,"5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun","eng","German",2.484444444,"schwa","fricative",1
"1226",146,"5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun","eng","German",2.386666667,"schwa","bilabial",1
"1227",147,"5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool","eng","German",2.964444444,"o","fricative",1
"1228",148,"5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel","eng","German",2.96,"i","fricative",1
"1229",149,"5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool","eng","German",3.151111111,"o","bilabial",1
"1230",150,"5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel","eng","German",2.377777778,"i","bilabial",1
"1231",151,"5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool","eng","German",2.737777778,"o","fricative",1
"1232",152,"5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool","eng","German",2.742222222,"y","fricative",1
"1233",153,"5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool","eng","German",2.742222222,"y","bilabial",1
"1234",154,"5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel","eng","German",2.742222222,"i","fricative",1
"1235",155,"5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun","eng","German",3,"schwa","bilabial",1
"1236",156,"5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun","eng","German",3,"schwa","fricative",1
"1237",157,"5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel","eng","German",3,"i","bilabial",1
"1238",158,"5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool","eng","German",3,"y","bilabial",1
"1239",159,"5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool","eng","German",3,"o","fricative",1
"1240",160,"5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun","eng","German",3,"schwa","fricative",1
"1241",161,"5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun","eng","German",3,"schwa","bilabial",1
"1242",162,"5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel","eng","German",3.311111111,"i","fricative",1
"1243",163,"5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool","eng","German",3.008888889,"y","fricative",1
"1244",164,"5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool","eng","German",3.022222222,"o","bilabial",1
"1245",165,"5bcc60b95c2b810001dc68e2","stim/peuf_g.wav","fool","eng","German",3.022222222,"y","bilabial",1
"1246",166,"5bcc60b95c2b810001dc68e2","stim/pof_g.wav","fool","eng","German",3.022222222,"o","bilabial",1
"1247",167,"5bcc60b95c2b810001dc68e2","stim/pief_g.wav","feel","eng","German",3.022222222,"i","bilabial",1
"1248",168,"5bcc60b95c2b810001dc68e2","stim/feuf_g.wav","fool","eng","German",3.186666667,"y","fricative",1
"1249",169,"5bcc60b95c2b810001dc68e2","stim/p_schwa_g.wav","fun","eng","German",2.666666667,"schwa","bilabial",1
"1250",170,"5bcc60b95c2b810001dc68e2","stim/fief_g.wav","feel","eng","German",3.017777778,"i","fricative",1
"1251",171,"5bcc60b95c2b810001dc68e2","stim/f_schwa_g.wav","fun","eng","German",3.017777778,"schwa","fricative",1
"1252",172,"5bcc60b95c2b810001dc68e2","stim/fof_g.wav","fool","eng","German",3.017777778,"o","fricative",1
"1253",173,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought","eng","German",4,"schwa","fricative",1
"1254",174,"5bebd4111296920001d55c5a","stim/pof_g.wav","fool","eng","German",4,"o","bilabial",1
"1255",175,"5bebd4111296920001d55c5a","stim/feuf_g.wav","su","span","German",3.995,"y","fricative",0
"1256",176,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fun","eng","German",3.995,"schwa","bilabial",1
"1257",177,"5bebd4111296920001d55c5a","stim/fief_g.wav","feel","eng","German",3.4,"i","fricative",1
"1258",178,"5bebd4111296920001d55c5a","stim/fof_g.wav","fool","eng","German",3.44,"o","fricative",1
"1259",179,"5bebd4111296920001d55c5a","stim/pief_g.wav","fin","span","German",3.975,"i","bilabial",0
"1260",180,"5bebd4111296920001d55c5a","stim/peuf_g.wav","su","span","German",2.975,"y","bilabial",0
"1261",181,"5bebd4111296920001d55c5a","stim/pief_g.wav","fin","span","German",2.975,"i","bilabial",0
"1262",182,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought","eng","German",3.03,"schwa","fricative",1
"1263",183,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fun","eng","German",3.965,"schwa","bilabial",1
"1264",184,"5bebd4111296920001d55c5a","stim/peuf_g.wav","fool","eng","German",3.965,"y","bilabial",1
"1265",185,"5bebd4111296920001d55c5a","stim/feuf_g.wav","su","span","German",3.965,"y","fricative",0
"1266",186,"5bebd4111296920001d55c5a","stim/pof_g.wav","fought","eng","German",3.965,"o","bilabial",1
"1267",187,"5bebd4111296920001d55c5a","stim/fof_g.wav","fought","eng","German",3.05,"o","fricative",1
"1268",188,"5bebd4111296920001d55c5a","stim/fief_g.wav","fin","span","German",4.08,"i","fricative",0
"1269",189,"5bebd4111296920001d55c5a","stim/pief_g.wav","feel","eng","German",3.95,"i","bilabial",1
"1270",190,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought","eng","German",3.965,"schwa","bilabial",1
"1271",191,"5bebd4111296920001d55c5a","stim/feuf_g.wav","fool","eng","German",2.99,"y","fricative",1
"1272",192,"5bebd4111296920001d55c5a","stim/fof_g.wav","fought","eng","German",3.99,"o","fricative",1
"1273",193,"5bebd4111296920001d55c5a","stim/peuf_g.wav","su","span","German",3.99,"y","bilabial",0
"1274",194,"5bebd4111296920001d55c5a","stim/pof_g.wav","fought","eng","German",3.015,"o","bilabial",1
"1275",195,"5bebd4111296920001d55c5a","stim/fief_g.wav","fin","span","German",4.03,"i","fricative",0
"1276",196,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought","eng","German",4.03,"schwa","fricative",1
"1277",197,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fool","eng","German",1.96,"schwa","bilabial",1
"1278",198,"5bebd4111296920001d55c5a","stim/feuf_g.wav","fool","eng","German",3,"y","fricative",1
"1279",199,"5bebd4111296920001d55c5a","stim/pof_g.wav","fought","eng","German",2.07,"o","bilabial",1
"1280",200,"5bebd4111296920001d55c5a","stim/fief_g.wav","fin","span","German",4.065,"i","fricative",0
"1281",201,"5bebd4111296920001d55c5a","stim/pief_g.wav","fin","span","German",3.005,"i","bilabial",0
"1282",202,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fool","eng","German",3.005,"schwa","fricative",1
"1283",203,"5bebd4111296920001d55c5a","stim/fof_g.wav","fought","eng","German",2.99,"o","fricative",1
"1284",204,"5bebd4111296920001d55c5a","stim/peuf_g.wav","su","span","German",3.985,"y","bilabial",0
"1285",205,"5bebd4111296920001d55c5a","stim/feuf_g.wav","fought","eng","German",3.015,"y","fricative",1
"1286",206,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought","eng","German",4.04,"schwa","bilabial",1
"1287",207,"5bebd4111296920001d55c5a","stim/fief_g.wav","feel","eng","German",3.005,"i","fricative",1
"1288",208,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su","span","German",2.975,"schwa","fricative",0
"1289",209,"5bebd4111296920001d55c5a","stim/pof_g.wav","fought","eng","German",2.975,"o","bilabial",1
"1290",210,"5bebd4111296920001d55c5a","stim/pief_g.wav","fin","span","German",4.04,"i","bilabial",0
"1291",211,"5bebd4111296920001d55c5a","stim/peuf_g.wav","su","span","German",3.99,"y","bilabial",0
"1292",212,"5bebd4111296920001d55c5a","stim/fof_g.wav","fool","eng","German",3.99,"o","fricative",1
"1293",213,"5bebd4111296920001d55c5a","stim/fof_g.wav","su","span","German",2.99,"o","fricative",0
"1294",214,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su","span","German",4.005,"schwa","fricative",0
"1295",215,"5bebd4111296920001d55c5a","stim/pof_g.wav","fun","eng","German",4.025,"o","bilabial",1
"1296",216,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fool","eng","German",3.985,"schwa","bilabial",1
"1297",217,"5bebd4111296920001d55c5a","stim/fof_g.wav","fought","eng","German",3,"o","fricative",1
"1298",218,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","fought","eng","German",2.985,"schwa","fricative",1
"1299",219,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","su","span","German",2.99,"schwa","bilabial",0
"1300",220,"5bebd4111296920001d55c5a","stim/pof_g.wav","fun","eng","German",2.015,"o","bilabial",1
"1301",221,"5bebd4111296920001d55c5a","stim/p_schwa_g.wav","fought","eng","German",1.98,"schwa","bilabial",1
"1302",222,"5bebd4111296920001d55c5a","stim/fof_g.wav","fun","eng","German",4.015,"o","fricative",1
"1303",223,"5bebd4111296920001d55c5a","stim/pof_g.wav","fought","eng","German",4,"o","bilabial",1
"1304",224,"5bebd4111296920001d55c5a","stim/f_schwa_g.wav","su","span","German",2.935,"schwa","fricative",0
"1305",225,"5c2fae74d76cde0001c11590","stim/fief_g.wav","feel","eng","German",3.706135785,"i","fricative",1
"1306",226,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fought","eng","German",3.909478082,"o","bilabial",1
"1307",227,"5c2fae74d76cde0001c11590","stim/pief_g.wav","feel","eng","German",3.8914826,"i","bilabial",1
"1308",228,"5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool","eng","German",4.049546984,"y","fricative",1
"1309",229,"5c2fae74d76cde0001c11590","stim/peuf_g.wav","su","span","German",3.974383319,"y","bilabial",0
"1310",230,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fool","eng","German",4.399425365,"o","fricative",1
"1311",231,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun","eng","German",4.448323003,"schwa","bilabial",1
"1312",232,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",4.401693273,"schwa","fricative",1
"1313",233,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",4.428628992,"schwa","fricative",1
"1314",234,"5c2fae74d76cde0001c11590","stim/pof_g.wav","su","span","German",4.356887817,"o","bilabial",0
"1315",235,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun","eng","German",4.289330942,"schwa","bilabial",1
"1316",236,"5c2fae74d76cde0001c11590","stim/fief_g.wav","feel","eng","German",4.324921785,"i","fricative",1
"1317",237,"5c2fae74d76cde0001c11590","stim/peuf_g.wav","su","span","German",3.682534112,"y","bilabial",0
"1318",238,"5c2fae74d76cde0001c11590","stim/pief_g.wav","feel","eng","German",4.074226379,"i","bilabial",1
"1319",239,"5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool","eng","German",4.158836082,"y","fricative",1
"1320",240,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fool","eng","German",4.50775316,"o","fricative",1
"1321",241,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun","eng","German",2.611014472,"schwa","bilabial",1
"1322",242,"5c2fae74d76cde0001c11590","stim/feuf_g.wav","fool","eng","German",3.148812471,"y","fricative",1
"1323",243,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fool","eng","German",4.127034223,"o","fricative",1
"1324",244,"5c2fae74d76cde0001c11590","stim/fief_g.wav","fin","span","German",3.306884766,"i","fricative",0
"1325",245,"5c2fae74d76cde0001c11590","stim/pief_g.wav","feel","eng","German",3.798926177,"i","bilabial",1
"1326",246,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",3.674723025,"schwa","fricative",1
"1327",247,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fool","eng","German",3.791572571,"o","bilabial",1
"1328",248,"5c2fae74d76cde0001c11590","stim/peuf_g.wav","su","span","German",3.809105485,"y","bilabial",0
"1329",249,"5c2fae74d76cde0001c11590","stim/pief_g.wav","feel","eng","German",4.058657611,"i","bilabial",1
"1330",250,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun","eng","German",3.993744744,"schwa","bilabial",1
"1331",251,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",3.978333085,"schwa","fricative",1
"1332",252,"5c2fae74d76cde0001c11590","stim/feuf_g.wav","su","span","German",3.656542178,"y","fricative",0
"1333",253,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fought","eng","German",2.877008226,"o","bilabial",1
"1334",254,"5c2fae74d76cde0001c11590","stim/fief_g.wav","feel","eng","German",3.971404747,"i","fricative",1
"1335",255,"5c2fae74d76cde0001c11590","stim/peuf_g.wav","su","span","German",4.000350952,"y","bilabial",0
"1336",256,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fool","eng","German",4.597811098,"o","fricative",1
"1337",257,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fool","eng","German",3.813638475,"o","bilabial",1
"1338",258,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",4.39982718,"schwa","fricative",1
"1339",259,"5c2fae74d76cde0001c11590","stim/peuf_g.wav","su","span","German",3.068116647,"y","bilabial",0
"1340",260,"5c2fae74d76cde0001c11590","stim/pief_g.wav","feel","eng","German",3.385183546,"i","bilabial",1
"1341",261,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fun","eng","German",3.917378743,"schwa","bilabial",1
"1342",262,"5c2fae74d76cde0001c11590","stim/fief_g.wav","feel","eng","German",3.905226531,"i","fricative",1
"1343",263,"5c2fae74d76cde0001c11590","stim/feuf_g.wav","su","span","German",2.659739459,"y","fricative",0
"1344",264,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fool","eng","German",3.444308528,"o","fricative",1
"1345",265,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fun","eng","German",3.231111111,"o","bilabial",1
"1346",266,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fun","eng","German",4.004444444,"o","fricative",1
"1347",267,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fool","eng","German",2.991111111,"schwa","bilabial",1
"1348",268,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fool","eng","German",4,"schwa","fricative",1
"1349",269,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fun","eng","German",4,"o","bilabial",1
"1350",270,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","fool","eng","German",3.693333333,"schwa","bilabial",1
"1351",271,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fool","eng","German",3.693333333,"schwa","fricative",1
"1352",272,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fun","eng","German",3.848888889,"o","fricative",1
"1353",273,"5c2fae74d76cde0001c11590","stim/f_schwa_g.wav","fun","eng","German",4.128888889,"schwa","fricative",1
"1354",274,"5c2fae74d76cde0001c11590","stim/p_schwa_g.wav","su","span","German",3.191111111,"schwa","bilabial",0
"1355",275,"5c2fae74d76cde0001c11590","stim/fof_g.wav","fun","eng","German",4.2,"o","fricative",1
"1356",276,"5c2fae74d76cde0001c11590","stim/pof_g.wav","fun","eng","German",4.084444444,"o","bilabial",1
"1357",277,"5dc483cf74939e34e55c3619","stim/pof_g.wav","fool","eng","German",3.309513889,"o","bilabial",1
"1358",278,"5dc483cf74939e34e55c3619","stim/fof_g.wav","fool","eng","German",3.331788194,"o","fricative",1
