"","estimate","hdi_hi","hdi_lo","language","phoneme","frame"
"1",0.480385401454751,0.589774526514421,0.368032128991535,"french","i","b"
"2",0.934960423095281,0.957182217392127,0.900548918281188,"french","o","b"
"3",0.921008055901452,0.947730390886981,0.880160747227852,"french","schwa","b"
"4",0.5584232706321,0.662911830102893,0.443392680801334,"french","y","b"
"5",0.611866073407795,0.710269853519944,0.498248341374721,"german","i","b"
"6",0.235123001036707,0.323425404666992,0.162223562426658,"german","o","b"
"7",0.398530897582723,0.507484916721628,0.294472574276801,"german","schwa","b"
"8",0.392052700706273,0.500710027563054,0.288873477928851,"german","y","b"
