"","stim","resp","language","response","rating","rating_sd","phoneme","frame"
"1","stim/f_schwa_f.wav","feel","eng",29,2.01782006924138,0.756398526972923,"schwa","fricative"
"2","stim/f_schwa_f.wav","fin","span",13,1.41471774292308,0.65530654331116,"schwa","fricative"
"3","stim/f_schwa_f.wav","fool","eng",13,3.11308542061538,1.24188775284433,"schwa","fricative"
"4","stim/f_schwa_f.wav","fought","eng",41,2.20361164080488,0.840119970396806,"schwa","fricative"
"5","stim/f_schwa_f.wav","fun","eng",129,3.01255183753919,1.19416644669797,"schwa","fricative"
"6","stim/f_schwa_f.wav","son","span",9,2.65558703155556,1.06029649964998,"schwa","fricative"
"7","stim/f_schwa_f.wav","su","span",11,2.56823653036364,1.0202325044677,"schwa","fricative"
"8","stim/feuf_f.wav","feel","eng",8,2.0316832835,0.808011533684601,"y","fricative"
"9","stim/feuf_f.wav","fool","eng",122,3.34547160597541,0.794781838901258,"y","fricative"
"10","stim/feuf_f.wav","fought","eng",14,2.08251584164286,0.767547335405956,"y","fricative"
"11","stim/feuf_f.wav","fun","eng",14,2.55639323968254,0.978288077695908,"y","fricative"
"12","stim/feuf_f.wav","son","span",1,3.993186817,NA,"y","fricative"
"13","stim/feuf_f.wav","su","span",86,3.48135103147674,0.803709727609969,"y","fricative"
"14","stim/fif_f.wav","feel","eng",114,3.48879871008772,0.923511406539327,"i","fricative"
"15","stim/fif_f.wav","fin","span",109,3.78021351415596,0.821695646368364,"i","fricative"
"16","stim/fif_f.wav","fool","eng",15,3.53086623666667,1.37177495091204,"i","fricative"
"17","stim/fif_f.wav","fun","eng",5,2.95111111111111,0,"i","fricative"
"18","stim/fif_f.wav","su","span",2,2.4611112525,0.641633891190622,"i","fricative"
"19","stim/fof_f.wav","feel","eng",5,2.2046289568,0.976706531792369,"o","fricative"
"20","stim/fof_f.wav","fool","eng",22,3.01385161359091,1.10603656036236,"o","fricative"
"21","stim/fof_f.wav","fought","eng",49,2.74952705797959,0.860263420028204,"o","fricative"
"22","stim/fof_f.wav","fun","eng",148,3.48070931567267,1.05229331079429,"o","fricative"
"23","stim/fof_f.wav","son","span",12,3.38366353741667,0.941292933787494,"o","fricative"
"24","stim/fof_f.wav","su","span",9,1.96011964577778,0.897162608113139,"o","fricative"
"25","stim/p_schwa_f.wav","feel","eng",26,NA,NA,"schwa","bilabial"
"26","stim/p_schwa_f.wav","fin","span",9,1.70688769388889,0.917586224868391,"schwa","bilabial"
"27","stim/p_schwa_f.wav","fool","eng",17,2.93917986505882,1.1329835848363,"schwa","bilabial"
"28","stim/p_schwa_f.wav","fought","eng",41,2.20547844551219,0.841453110503427,"schwa","bilabial"
"29","stim/p_schwa_f.wav","fun","eng",135,2.87796875283374,1.20726454676618,"schwa","bilabial"
"30","stim/p_schwa_f.wav","son","span",11,2.18149054018182,1.08514575511738,"schwa","bilabial"
"31","stim/p_schwa_f.wav","su","span",7,2.58924041642857,1.26925275084971,"schwa","bilabial"
"32","stim/peuf_f.wav","feel","eng",10,2.5758308926,1.21534073083285,"y","bilabial"
"33","stim/peuf_f.wav","fin","span",3,2.63666666666667,0.383118599420887,"y","bilabial"
"34","stim/peuf_f.wav","fool","eng",108,3.19120289758333,0.871581937732473,"y","bilabial"
"35","stim/peuf_f.wav","fought","eng",8,2.03734136875,0.776078208002543,"y","bilabial"
"36","stim/peuf_f.wav","fun","eng",13,2.72252605104274,0.567332782594299,"y","bilabial"
"37","stim/peuf_f.wav","son","span",4,3.28803864225,0.901983077725931,"y","bilabial"
"38","stim/peuf_f.wav","su","span",99,3.41077020045455,0.826854346364326,"y","bilabial"
"39","stim/pif_f.wav","feel","eng",109,3.20056646362385,1.03794070948317,"i","bilabial"
"40","stim/pif_f.wav","fin","span",115,3.70845213586957,0.881575535039138,"i","bilabial"
"41","stim/pif_f.wav","fool","eng",13,3.73168054746154,1.14856632086918,"i","bilabial"
"42","stim/pif_f.wav","fought","eng",2,1.6703795415,0.757417880509203,"i","bilabial"
"43","stim/pif_f.wav","fun","eng",5,2.95111111111111,0,"i","bilabial"
"44","stim/pif_f.wav","su","span",1,1.106481481,NA,"i","bilabial"
"45","stim/pof_f.wav","feel","eng",3,1.926772468,0.948704476483962,"o","bilabial"
"46","stim/pof_f.wav","fool","eng",23,3.04134121426087,0.907899444000805,"o","bilabial"
"47","stim/pof_f.wav","fought","eng",52,NA,NA,"o","bilabial"
"48","stim/pof_f.wav","fun","eng",144,3.4411041850733,1.01832392614866,"o","bilabial"
"49","stim/pof_f.wav","son","span",10,3.3312493121,0.907762594779223,"o","bilabial"
"50","stim/pof_f.wav","su","span",14,2.596149545,0.722915452740221,"o","bilabial"
