"","participant","stim","resp","stim_language","slider.response","phoneme","frame"
"1","558a9729fdf99b6567d005ab","stim/pof_g.wav","fool_eng","German",4.025926039,"o","bilabial"
"2","558a9729fdf99b6567d005ab","stim/p_schwa_g.wav","fun_eng","German",3.981481595,"schwa","bilabial"
"3","558a9729fdf99b6567d005ab","stim/pief_g.wav","fin_span","German",2.992592706,"i","bilabial"
"4","558a9729fdf99b6567d005ab","stim/peuf_g.wav","su_span","German",4.029629856,"y","bilabial"
"5","558a9729fdf99b6567d005ab","stim/feuf_g.wav","su_span","German",4,"y","fricative"
"6","558a9729fdf99b6567d005ab","stim/fof_g.wav","son_span","German",1.992592706,"o","fricative"
"7","558a9729fdf99b6567d005ab","stim/fief_g.wav","fin_span","German",4.977777778,"i","fricative"
"8","558a9729fdf99b6567d005ab","stim/f_schwa_g.wav","fun_eng","German",4.977777778,"schwa","fricative"
"9","558a9729fdf99b6567d005ab","stim/p_schwa_g.wav","fun_eng","German",3.948148261,"schwa","bilabial"
"10","558a9729fdf99b6567d005ab","stim/f_schwa_g.wav","fun_eng","German",4.003703817,"schwa","fricative"
"11","558a9729fdf99b6567d005ab","stim/pof_g.wav","fool_eng","German",2.981481595,"o","bilabial"
"12","558a9729fdf99b6567d005ab","stim/fief_g.wav","feel_eng","German",3.970370483,"i","fricative"
"13","558a9729fdf99b6567d005ab","stim/peuf_g.wav","su_span","German",2.985185411,"y","bilabial"
"14","558a9729fdf99b6567d005ab","stim/fof_g.wav","fun_eng","German",3.011111111,"o","fricative"
"15","558a9729fdf99b6567d005ab","stim/pief_g.wav","fin_span","German",3.996296522,"i","bilabial"
"16","558a9729fdf99b6567d005ab","stim/feuf_g.wav","fun_eng","German",2.992592706,"y","fricative"
"17","558a9729fdf99b6567d005ab","stim/pof_g.wav","son_span","German",3,"o","bilabial"
"18","558a9729fdf99b6567d005ab","stim/fof_g.wav","fought_eng","German",2.996296522,"o","fricative"
"19","558a9729fdf99b6567d005ab","stim/pief_g.wav","fin_span","German",4.033333333,"i","bilabial"
