trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,2,1.7708737500070129,7.337343791994499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1104,task,2021.2.3,60.1057411480492,
,,,,,,,,,7.337343791994499,None,7.337343791994499,None,7.337343791994499,None,9.125004750007065,None,space,4.649896832997911,9.125004750007065,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1104,task,2021.2.3,60.1057411480492,
,,,,,,,,,,,,,,,,,,,,,14.041810083988821,None,14.041810083988821,None,14.041810083988821,None,14.041810083988821,None,14.041810083988821,None,14.041810083988821,None,14.041810083988821,None,13.802932291990146,None,1,1.7679321659961715,13.802932291990146,None,14.091431054100394,None,13.802932291990146,14.007981792005012,,,,,,,
