key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect,key_resp_trial.rt
space,8.9723,3,9.467,2.213333333,5.6295,0,0,0,2,1,stim/fif_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,5.6697,2.435555556,2.9996,0,1,1,1,1,stim/faf_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,5.0681,3.231111111,1.7319,0,2,2,7,1,stim/pof_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,3,4.6009,4.004444444,1.0675,0,3,3,6,1,stim/piep_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,2.8756,4.004444444,0.9711,0,4,4,3,1,stim/fof_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,4,7.3852,2.991111111,1.6213,0,5,5,4,1,stim/p_schwa_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,7.3511,3.293333333,1.2197,0,6,6,5,1,stim/paf_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,4,2.8839,4,1.2427,0,7,7,0,1,stim/f_schwa_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,2.5275,4,0.6223,1,0,8,5,1,stim/paf_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
,,1,4.3202,4,0.8875,1,1,9,7,1,stim/pof_g.wav,5c2fae74d76cde0001c11590,001,2022-03-09_15h41.11.761,vct_new,2021.2.3,Win32,60.11783095,,,,,,,,,,,,
