key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,16.7974,2,7.4457,2.722222222,4.4206,0,0,0,3,1,stim/fof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,7,6.1856,1.996296353,1.4626,0,1,1,6,1,stim/piep_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,8.8472,2.803703817,1.3698,0,2,2,5,1,stim/paf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,3.7535,2.074074131,1.1462,0,3,3,7,1,stim/pof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,3.4682,3.985185411,1.397,0,4,4,4,1,stim/p_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,3,4.3732,1.992592706,1.746,0,5,5,2,1,stim/fif_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,3.0168,1.951851908,26.9881,0,6,6,1,1,stim/faf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,2.9026,2.755555556,1.1511,0,7,7,0,1,stim/f_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,7,4.8648,3.962963189,1.3247,1,0,8,2,1,stim/fif_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,2.6784,3.407407633,1.2315,1,1,9,1,1,stim/faf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,4.9504,3.407407633,0.7654,1,2,10,7,1,stim/pof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,7,6.1012,3.407407633,1.027,1,3,11,6,1,stim/piep_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,2.4219,3.729629856,3.3595,1,4,12,0,1,stim/f_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,2.5509,3.729629856,0.7881,1,5,13,4,1,stim/p_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,2,2.0169,3.729629856,0.8553,1,6,14,3,1,stim/fof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,2.8719,3.729629856,0.8196,1,7,15,5,1,stim/paf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,7,2.4365,3.729629856,0.7468,2,0,16,2,1,stim/fif_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,3,4.1569,3.677777778,1.3783,2,1,17,6,1,stim/piep_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,2.3178,3.677777778,0.6845,2,2,18,0,1,stim/f_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,4,2.7002,3.677777778,0.625,2,3,19,4,1,stim/p_schwa_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,2,4.5765,3.677777778,0.6464,2,4,20,3,1,stim/fof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,4.0286,3.677777778,1.104,2,5,21,5,1,stim/paf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,1.7443,3.677777778,0.5217,2,6,22,1,1,stim/faf_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,1,1.5722,3.677777778,0.535,2,7,23,7,1,stim/pof_g.wav,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,,,,,,,,,,,,
,,,,,,,,,,,,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,0,0,1.4381,0,0,0,6,1,stim/Step_1.wav,stim/Step_7.wav,-6,1
,,,,,,,,,,,,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,1,1,1.1815,0,1,1,2,1,stim/Step_1.wav,stim/Step_3.wav,-2,1
,,,,,,,,,,,,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,0,0,0.979,0,2,2,43,1,stim/Step_7.wav,stim/Step_2.wav,5,1
,,,,,,,,,,,,,001,2022-03-09_15h07.52.761,vct_new,2021.2.3,Win32,59.99160118,1,1,0.8085,0,3,3,37,1,stim/Step_6.wav,stim/Step_3.wav,3,1
