trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,1,1.4236730410193559,10.512816833012039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_13_1105,task,2021.2.3,60.73878109994181,
,,,,,,,,,10.512816833012039,None,10.512816833012039,None,10.512816833012039,None,11.955762875004439,None,space,1.0134505830064882,11.955762875004439,None,,,,,,,,,,,,,,,,,,,,,,,,, ,001,2022_Mar_13_1105,task,2021.2.3,60.73878109994181,
,,,,,,,,,,,,,,,,,,,,,13.239928750001127,None,13.239928750001127,None,13.239928750001127,None,13.239928750001127,None,13.239928750001127,None,13.239928750001127,None,13.239928750001127,None,12.99812662502518,None,4,1.942026957985945,12.99812662502518,None,13.289261912502116,None,12.99812662502518,13.206806583009893,,,,,,,
