Timestamp,Nombre,Apellidos,Edad,Género,Lugar de residencia actual: ciudad,País,Nivel más alto de formación académica completada,¿A qué edad empezó a aprender ESPAÑOL?,¿A qué edad empezó a aprender INGLÉS?,¿A qué edad empezó a sentirse cómodo usando ESPAÑOL?    ,¿A qué edad empezó a sentirse cómodo usando INGLÉS?    ,"¿Cuántos años de clases (gramática, historia, matemáticas, etc.) ha tenido en ESPAÑOL?","¿Cuántos años de clases (gramática, historia, matemáticas, etc.) ha tenido en INGLÉS?",¿Cuántos años ha pasado en un país/región donde se habla ESPAÑOL? ,¿Cuántos años ha pasado en un país/región donde se habla INGLÉS? ,¿Cuántos años ha pasado en familia hablando ESPAÑOL?     ,¿Cuántos años ha pasado en familia hablando INGLÉS?   ,¿Cuántos años ha pasado en un ambiente de trabajo donde se habla ESPAÑOL?     ,¿Cuántos años ha pasado en un ambiente de trabajo donde se habla INGLÉS?         ,"En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL en la escuela/el trabajo? ","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS en la escuela/el trabajo? ","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS en la escuela/el trabajo? ","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en ESPAÑOL?","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en INGLÉS?","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en OTRAS LENGUAS?","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en ESPAÑOL? ","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en INGLÉS?","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en OTRAS LENGUAS?",¿Cómo habla  en ESPAÑOL? ,¿Cómo habla  en INGLÉS? ,¿Cómo entiende  en ESPAÑOL?       ,¿Cómo entiende en INGLÉS?       ,¿Cómo lee en ESPAÑOL? ,¿Cómo lee en INGLÉS? ,¿Cómo escribe en  ESPAÑOL?,¿Cómo escribe en  INGLÉS?,Me siento “yo mismo” cuando hablo en ESPAÑOL.   ,Me siento “yo mismo” cuando hablo en INGLÉS.,Me identifico con una cultura HISPANOHABLANTE,Me identifico con una cultura ANGLOHABLANTE,Es importante para mi usar (o llegar a usar) ESPAÑOL como un hablante nativo.,Es importante para mi usar (o llegar a usar) INGLÉS como un hablante nativo.,Quiero que los demás piensen que soy un hablante nativo de ESPAÑOL,Quiero que los demás piensen que soy un hablante nativo de INGLÉS.,"¿Aparte del inglés y el español, hablas una tercera lengua?",Prolific ID
3/17/2022 15:58:30,,,23,M,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,5,5,6,4,,,,,,,,,no,613a3838d8479f4bc5723974
3/17/2022 15:58:36,,,19,M,Zapopan,Mexico,Un poco de universidad,Desde el nacimiento,6,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,4,6,3,,,,,,,,,no,6170cb1baa56fafbeb3543fc
3/17/2022 15:58:42,,,26,M,Torreon,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,5,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,5,,,,,,,,,no,5f46aa41d1c4910597680a40
3/17/2022 15:58:42,,,21,M,Torreon,Mexico,Un poco de universidad,Desde el nacimiento,Desde el nacimiento,3,3,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,4,,,,,,,,,no,612f0b6e7e79ca1b544a064d
3/17/2022 15:58:44,,,23,M,Celaya,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,60943427c11ddfd172f619e3
3/17/2022 15:58:47,,,36,M,Puebla,Mexico,Máster,Desde el nacimiento,10,5,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,5fc86c1b2df6ff1ff7a51ea5
3/17/2022 15:58:50,,,20,F,Culiacan,Mexico,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,,,,,,,,no,613a8edf1dccc076d9b59330
3/17/2022 15:58:51,,,24,M,Coacalco,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,18,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,6,,,,,,,,,no,5f68f02c41716709ee9be42d
3/17/2022 15:59:02,,,21,F,San Luis Potosí, México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,4,,,,,,,,,sí,613a9193ed68e49209b471b7
3/17/2022 15:59:20,,,25,M,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,5,4,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,5,,,,,,,,,no,5f66457793e8240d22e60ea3
3/17/2022 15:59:21,,,27,F,"empalme, sonora",mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,613a445cfc64be0745ccd2ed
3/17/2022 15:59:22,,,27,M,Culiacán,México,Máster,Desde el nacimiento,8,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,613a9a32098c4cfe776b69de
3/17/2022 15:59:26,,,27,M,Fresnillo,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,5,6,6,6,6,,,,,,,,,sí,60dec770e794837d68214ae1
3/17/2022 15:59:26,,,25,M,"Mazatlán, Sinaloa",México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,613a49ba0eae835719765d0d
3/17/2022 15:59:46,,,25,M,Estado de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,19,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,6,6,4,,,,,,,,,no,5e9fdd5effe6a51855448d1b
3/17/2022 15:59:50,,,27,F,MEXICO,MEXICO,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,sí,613b785e294ab26dccb24f39
3/17/2022 16:00:16,,,22,F,Hermosillo ,México ,Un poco de universidad,Desde el nacimiento,14,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,61108a6b695212b842e7cfb1
3/17/2022 16:00:28,,,23,F,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,8,14,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,614d05f9b577ed47c8b6db75
3/17/2022 16:00:31,,,26,M,Puebla,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,14,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,5,6,4,6,4,,,,,,,,,no,5f740f60b8a1e41acc020269
3/17/2022 16:00:40,,,23,M,Mexico,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,10,Tan pronto como recuerdo.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,,,,,,,,no,6062d6036cdaef33b66e7f62
3/17/2022 16:00:50,,,37,M,Cananea,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,4,6,4,,,,,,,,,no,613add879e40150ca89fd051
3/17/2022 16:01:07,,,24,F,México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,9,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,5ee4273dba332e11f6e28676
3/17/2022 16:01:25,,,25,M,Chapultenango,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,14,6,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,5,6,2,,,,,,,,,no,5f15db42d62e996fdc5429d8
3/17/2022 16:02:03,,,51,F,chihuahua,mexico,Máster,3,12,5,18,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,5,6,4,,,,,,,,,no,5e792d23c826500d4c0ccec0
3/17/2022 16:02:15,,,29,M,manzanillo,mexico,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,4,4,,,,,,,,,no,5e3f7b673ba9991dc9cabcfa
3/17/2022 16:02:18,,,23,M,Gómez Palacio,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,1,Tan pronto como recuerdo.,6,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,,,,,,,,no,6036e5c365451fffd2c800b2
3/17/2022 16:02:31,,,26,M,Puebla,Mexico,Un poco de universidad,Desde el nacimiento,12,4,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,6,,,,,,,,,no,60a4cadc8c4109eeeb9fda14
3/17/2022 16:02:48,,,22,F,San Miguel de Allende,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,14,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,6,6,,,,,,,,,no,5f30c06d1cdf4953b62ae475
3/17/2022 16:02:48,,,22,F,Lerdo,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,4,,,,,,,,,sí,6151d44b37b6d4d1f414a2c6
3/17/2022 16:03:35,,,25,M,Chapultenango,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,14,5,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,5,6,2,,,,,,,,,no,5f15db42d62e996fdc5429d8
3/17/2022 16:09:40,,,24,F,Culiacan,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,4,6,3,,,,,,,,,no,613a4182d75ec66fcd3292e9
3/17/2022 16:09:53,,,25,M,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,13,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,6176c86c754429f29f4e83ea
3/17/2022 16:11:19,,,32,F,ciudad de mexico,mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,5,5,,,,,,,,,sí,5a874306f49c9a0001f39714
3/17/2022 16:12:33,,,33,M,Merida,Mexico,Máster,Desde el nacimiento,9,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,603fdc2aa858e013dee57879
3/17/2022 16:28:10,,,24,M,Tepic,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,7,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,5,,,,,,,,,no,5f38c9aa0c68ee3f7c72f7b4
6/26/2022 18:50:10,,,23,F,Chihuahua,Mexico,Máster,Desde el nacimiento,3,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,5f2f8d1f71440737f85aeed8
6/26/2022 18:50:42,,,25,M,Monterrey,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,,,,,,,,,sí,613e5f8850eae60e0e24d723
6/26/2022 18:51:39,,,21,M,"Apodaca, Nuevo Leon",Mexico,Un poco de universidad,Desde el nacimiento,3,Tan pronto como recuerdo.,13,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,,,,,,,,no,613fde254759385b5d464ee5
6/26/2022 18:52:45,,,29,F,Puebla,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,10,9,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,no,613e9b08d2ffa0e074c21eb4
6/26/2022 19:28:38,,,23,F,Ciudad de México ,Mexico ,Un poco de universidad,Desde el nacimiento,Desde el nacimiento,2,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,6,,,,,,,,,sí,613ad069b7f1de6a11fbf6b5
6/26/2022 19:43:58,,,25,M,Torreon,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,4,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,5,,,,,,,,,no,5d9a74f72aae4c031a29af9b
6/26/2022 19:44:25,,,21,M,Boca del Rio,México,Escuela secundaria,Desde el nacimiento,6,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,4,,,,,,,,,no,613a7d067a00c792ee41f36d
6/26/2022 20:07:32,,,25,M,Tepic,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,4,,,,,,,,,no,5f38c9aa0c68ee3f7c72f7b4
6/26/2022 20:10:55,,,26,F,CDMX,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,6,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,6143b2fcec68812bfc17fca6
6/26/2022 20:14:39,,,29,M,Guanajuato,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,5,6,6,6,4,,,,,,,,,no,60c0fe89173c2b1f4fe2c578
6/26/2022 20:24:58,,,19,M,Cuernavaca,México,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,4,6,4,,,,,,,,,sí,613e18e92e4ed15176362aa2
6/26/2022 20:49:32,,,22,M,Mérida,México,Un poco de universidad,Desde el nacimiento,12,Tan pronto como recuerdo.,13,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,4,,,,,,,,,no,5eb0cb5afb9e2418da928edb
6/26/2022 20:53:39,,,24,M,Puebla,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,17,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,no,5f6c343552bdce1aedca6ae1
6/26/2022 21:06:02,,,21,F,Puebla ,México ,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,6,4,6,4,,,,,,,,,no,5f4c1b5626199983e1285d83
6/26/2022 21:07:38,,,20,F,Ciudad de México,México,Universidad (diplomatura/licenciatura),1,7,5,11,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,,,,,,,,no,6091c8c45595f158e17f0a0e
6/26/2022 21:52:05,,,21,F,Hermosillo,México,Un poco de universidad,Desde el nacimiento,8,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,5,6,5,,,,,,,,,no,613a3f32a52f4d656d45bff7
6/26/2022 21:54:06,,,22,M,Xalapa,México ,Un poco de universidad,Desde el nacimiento,12,3,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,,,,,,,,sí,613923bfba966877e7764cd8
6/26/2022 22:03:16,,,22,F,Xalapa ,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,9,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,,,,,,,,sí,613908791cbd2f097b2f7707
6/26/2022 22:04:00,,,24,M,Puebla,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,7,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,2,,,,,,,,,no,613a5a785f9cc6cb102fcc00
6/26/2022 22:18:06,,,24,F,Mérida,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,3,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,4,,,,,,,,,no,5eccb086d314a0887ac5c3b5
6/26/2022 22:24:39,,,22,F,Puebla ,México ,Un poco de universidad,Desde el nacimiento,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,sí,6148baf1d5974f3958c332d2
6/26/2022 23:14:49,,,30,M,Monterrey,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,no,614a2f8df39b9ec154e1f640
6/26/2022 23:31:58,,,23,F,Aguascalientes,México,Un poco de universidad,Desde el nacimiento,6,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,6115d9fa61078b29b8db91ff
6/27/2022 0:28:28,,,20,F,Monterrey,México,Un poco de universidad,Desde el nacimiento,4,Tan pronto como recuerdo.,6,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,5,5,,,,,,,,,sí,5ffcda06813bad1d87f925d0
6/27/2022 7:26:36,,,24,F,Cortazar,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,,,,,,,,no,614a1e625dc267ba7fb33e91
6/27/2022 8:10:37,,,26,M,Austin,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,3,6,12,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,614f2c8f26989c9393e41457
6/27/2022 8:32:58,,,22,F,CDMX,México,Un poco de universidad,Desde el nacimiento,2,8,5,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,5ee6ad67f110e14399a888ee
6/27/2022 9:12:54,,,22,M,Querétaro,México,Un poco de universidad,Desde el nacimiento,6,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,6,,,,,,,,,sí,614a65127dcd9777f0707cf4
6/27/2022 9:26:26,,,25,F,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,2,Tan pronto como recuerdo.,4,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,5,6,3,,,,,,,,,sí,613abcc8a654d0ca925f9434
6/27/2022 10:27:38,,,24,F,Ciudad de México,México,Máster,Desde el nacimiento,4,3,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,4,6,4,6,2,,,,,,,,,no,613a841903fdfa91319d424e
6/27/2022 11:44:38,,,24,M,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,613f8d6600a918d57f57908b
6/27/2022 12:54:01,,,33,M,Guadalajara,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,11,4,14,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,5,4,,,,,,,,,sí,5d4ba0be2fe36d00163e73db
6/27/2022 13:09:37,,,21,F,Xalapa,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,10,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,6,5,,,,,,,,,no,61453be84f4fdcbe12189aea
6/27/2022 17:52:37,,,23,M,CDMX,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,18,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,sí,5f9371409b8ab214fb35c7e5
6/27/2022 19:14:31,,,21,M,"Cuernavaca, Morelos",México,Un poco de universidad,Desde el nacimiento,11,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,4,,,,,,,,,sí,6092dee68abf98f0b677315d
6/27/2022 20:09:54,,,28,M,Guadalajara,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,11,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,3,6,3,,,,,,,,,no,60612657188e55012dfbe71f
6/27/2022 21:50:36,,,31,F,Matamoros tamaulipas ,México ,Máster,Desde el nacimiento,Desde el nacimiento,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,sí,5e18cc8f30626119a3998c31
6/27/2022 21:58:12,,,24,F,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,11,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,5,,,,,,,,,no,613a82769f5da68de915153c
6/28/2022 9:37:18,,,39,M,CDMX,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,17,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,,,,,,,,,sí,60fef403b3b6d8b4cbfa281a
6/30/2022 20:49:19,,,25,F,Culiacan,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,,,,,,,,,sí,613b7bdaa7318ef4e18e41f4
7/1/2022 0:25:55,,,21,M,Puebla,México,Un poco de universidad,Desde el nacimiento,7,3,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,3,,,,,,,,,no,613a99cc4a787a8d30ddd7e8
7/4/2022 13:24:01,,,22,F,Puebla,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,3,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,615b4d67bd21e66571f5581b
