key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_6.keys,key_resp_6.rt
1,1.9695,space,15.0029,2,6.8608,3.969444444,4.3059,0,0,0,7,1,stim/f_schwa_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,2,4.7366,3.802777778,1.6555,0,1,1,3,1,stim/p_schwa_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,4,8.1946,4.294444444,1.164,0,2,2,6,1,stim/feuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,7,4.5852,3.927777778,1.4958,0,3,3,5,1,stim/fief_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,1,7.5886,4.419444444,1.0693,0,4,4,0,1,stim/pof_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,7,4.3935,4.319444444,1.1745,0,5,5,1,1,stim/pief_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,6,5.1934,3.730555556,1.0691,0,6,6,4,1,stim/fof_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,6,7.5448,4.358333333,0.9422,0,7,7,2,1,stim/peuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,7,2.159,4.902777778,0.9442,1,0,8,5,1,stim/fief_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,7,3.0945,4.838888889,0.8196,1,1,9,1,1,stim/pief_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,4,2.97,4.530555556,0.7779,1,2,10,4,1,stim/fof_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,6,4.8853,4.844444444,0.7117,1,3,11,2,1,stim/peuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,4,3.8468,4.508333333,0.9898,1,4,12,0,1,stim/pof_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,5,4.3383,4.175,1.2373,1,5,13,7,1,stim/f_schwa_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,4,3.7325,4.786111111,0.7235,1,6,14,6,1,stim/feuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,2,4.9796,4.302777778,0.668,1,7,15,3,1,stim/p_schwa_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,6,6.1818,4.505555556,0.6118,2,0,16,2,1,stim/peuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,7,4.8712,2.936111111,0.7744,2,1,17,1,1,stim/pief_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
,,,,6,3.188,3.838888889,0.8857,2,2,18,6,1,stim/feuf_g.wav,60801193150c8f60aa4884f0,001,2022-03-18_16h18.56.725,task,2021.2.3,Win32,119.6315349,,,,,,,,,,,,,
