key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect,key_resp_trial.rt
space,9.341,1,16.386,2.770833333,3.916,0,0,0,5,1,stim/paf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,107.916,3.145833333,4.155,0,1,1,4,1,stim/p_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,4,26.089,2.625,4.307,0,2,2,6,1,stim/piep_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,5.762,3.135416667,2.081,0,3,3,3,1,stim/fof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,20.57,3.791666667,2.366,0,4,4,7,1,stim/pof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,9.849,3.817708333,1.766,0,5,5,1,1,stim/faf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,6,5.758,3.96875,2.301,0,6,6,0,1,stim/f_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,3,4.961,3.791666667,1.773,0,7,7,2,1,stim/fif_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,13.123,3.90625,1.817,1,0,8,7,1,stim/pof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,5.204,3.213541667,2.515,1,1,9,6,1,stim/piep_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,7,6.557,3.130208333,2.202,1,2,10,2,1,stim/fif_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,4,6.758,3.8125,1.757,1,3,11,0,1,stim/f_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,2,9.207,3.671875,1.842,1,4,12,5,1,stim/paf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,6,8.336,2.130208333,12.386,1,5,13,1,1,stim/faf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,16.971,2.114583333,2.069,1,6,14,3,1,stim/fof_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,4,15.874,2.682291667,3.977,1,7,15,4,1,stim/p_schwa_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,3,5.268,3.75,2.005,2,0,16,2,1,stim/fif_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,1,11.786,1.989583333,1.712,2,1,17,5,1,stim/paf_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
,,3,6.438,3.333333333,1.854,2,2,18,6,1,stim/piep_g.wav,6124d122d91be3f612508804,001,2022-03-09_14h18.01.532,vct_new,2021.2.3,Win32,32,,,,,,,,,,,,
