stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,fun.started,fun.stopped,fought.started,fought.stopped,feel.started,feel.stopped,fool.started,fool.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,1,3.5145862080098595,19.316333208989818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1057,task,2021.2.3,60.160116265583625,
,,,,,,,,,19.316333208989818,None,19.316333208989818,None,19.316333208989818,None,22.86689624999417,None,space,1.244114623987116,22.86689624999417,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_13_1057,task,2021.2.3,60.160116265583625,
stim/peuf_g.wav,0,0,0,2,,,,,,,,,,,,,,,,,24.377855667000404,None,24.377855667000404,None,24.377855667000404,None,24.377855667000404,None,24.377855667000404,None,24.377855667000404,None,24.377855667000404,None,24.144122541998513,None,1,3.391749999980675,24.144122541998513,None,24.42802319577895,None,24.144122541998513,24.34542704198975,,001,2022_Mar_13_1057,task,2021.2.3,60.160116265583625,
