key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
1,3.459,space,6.755,4,8.351,4,6.544,0,0,0,0,1,stim/pof_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,1,4.587,4.985,4.056,0,1,1,3,1,stim/p_schwa_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,4,8.712,3.99,1.903,0,2,2,4,1,stim/fof_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,3,12.007,4.015,1.924,0,3,3,5,1,stim/fief_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,6,5.557,3.03,1.575,0,4,4,6,1,stim/feuf_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,3,4.184,4.975,3.493,0,5,5,1,1,stim/pief_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,1,3.516,4.015,1.265,0,6,6,7,1,stim/f_schwa_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,6,4.392,2.02,2.486,0,7,7,2,1,stim/peuf_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,3,2.393,5,1.655,1,0,8,5,1,stim/fief_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,3,3.195,4.995,1.884,1,1,9,1,1,stim/pief_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,6,2.761,2.97,0.9,1,2,10,6,1,stim/feuf_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,1,2.674,4.99,1.721,1,3,11,3,1,stim/p_schwa_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,1,2.429,5,1.368,1,4,12,7,1,stim/f_schwa_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,4,3.062,4.985,0.783,1,5,13,4,1,stim/fof_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
,,,,6,4.871,2.03,1.257,1,6,14,2,1,stim/peuf_g.wav,5ff5f7ad932d56101bf7c90d,001,2022-03-13_11h44.45.645,task,2021.2.3,MacIntel,29.76190476,,,,,,,,,,,
