key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
1,2.383,space,12.554,1,10.728,1.922222222,2.82,0,0,0,3,1,stim/p_schwa_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,7,4.257,3.82962963,1.558,0,1,1,1,1,stim/pief_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,6,4.678,3.703703704,1.576,0,2,2,6,1,stim/feuf_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,4,4.23,3.788888889,1.066,0,3,3,4,1,stim/fof_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,7,6.378,3.585185185,0.969,0,4,4,5,1,stim/fief_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,6,4.31,3.144444444,1.303,0,5,5,2,1,stim/peuf_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,1,4.245,3.422222222,1.801,0,6,6,7,1,stim/f_schwa_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,5,5.534,2.692592593,1.668,0,7,7,0,1,stim/pof_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,3,2.731,3.407407407,1.528,1,0,8,5,1,stim/fief_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
,,,,6,9.962,3.314814815,1.194,1,1,9,2,1,stim/peuf_g.wav,60b7f09a4462d1d1aa6bbcf6,001,2022-03-20_17h33.07.879,task,2021.2.3,Linux x86_64,59.95203837,,,,,,,,,,,
