key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.2163,7,25.4339,3.944848574,3.5785,0,0,0,2,1,stim/fif_g.wav,gh,001,2022-03-09_15h15.45.390,vct_new,2021.2.3,Win32,59.93048064
