key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
,,,,,,,,,,,,,stim/pif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,24.1727,2.250280584,0.6768,0,6,6,1,1
,,,,,,,,,,,,,stim/p_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,12.0283,1.011223345,2.0046,0,7,7,3,1
,,,,,,,,,,,,,stim/fif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,3.0328,2.245791246,0.6324,1,0,8,5,1
,,,,,,,,,,,,,stim/f_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.2454,1.002244669,0.9868,1,1,9,7,1
,,,,,,,,,,,,,stim/peuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,3.6323,2.416386083,0.7574,1,2,10,2,1
,,,,,,,,,,,,,stim/pof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.8852,3.139169473,0.5318,1,3,11,0,1
,,,,,,,,,,,,,stim/p_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,3.6656,1.127946128,0.7209,1,4,12,3,1
,,,,,,,,,,,,,stim/fof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.3537,2.973063973,1.3721,1,5,13,4,1
,,,,,,,,,,,,,stim/feuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,4.5467,2.887766554,0.6372,1,6,14,6,1
,,,,,,,,,,,,,stim/pif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,7,4.8151,2.923681257,0.6383,1,7,15,1,1
,,,,,,,,,,,,,stim/fif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,7,2.2179,2.928170595,0.4433,2,0,16,5,1
,,,,,,,,,,,,,stim/f_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.8492,1.451178451,0.7528,2,1,17,7,1
,,,,,,,,,,,,,stim/fof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.2763,2.964085297,1.8474,2,2,18,4,1
,,,,,,,,,,,,,stim/pif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,3.3657,2.968574635,0.4571,2,3,19,1,1
,,,,,,,,,,,,,stim/p_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.5643,2.012345679,1.0764,2,4,20,3,1
,,,,,,,,,,,,,stim/feuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,2.7438,3.202020202,1.1099,2,5,21,6,1
,,,,,,,,,,,,,stim/pof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.6494,3.053872054,0.5814,2,6,22,0,1
,,,,,,,,,,,,,stim/peuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,3.5658,3.053872054,0.3987,2,7,23,2,1
,,,,,,,,,,,,,stim/feuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,1.9995,3.053872054,0.4322,3,0,24,6,1
,,,,,,,,,,,,,stim/pof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,3.2992,1.945005612,0.788,3,1,25,0,1
,,,,,,,,,,,,,stim/p_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,5.4648,2.977553311,0.8879,3,2,26,3,1
,,,,,,,,,,,,,stim/f_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,6.6507,2.003367003,1.1836,3,3,27,7,1
,,,,,,,,,,,,,stim/fif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,2.4165,3.094276094,0.6988,3,4,28,5,1
,,,,,,,,,,,,,stim/pif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,2.8493,3.094276094,0.4822,3,5,29,1,1
,,,,,,,,,,,,,stim/fof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.1496,3.794612795,0.709,3,6,30,4,1
,,,,,,,,,,,,,stim/peuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,3.5139,3.41301908,1.166,3,7,31,2,1
,,,,,,,,,,,,,stim/fif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,2.3217,3.116722783,0.6163,4,0,32,5,1
,,,,,,,,,,,,,stim/f_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.1826,1.002244669,0.9199,4,1,33,7,1
,,,,,,,,,,,,,stim/pif_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,3,2.9158,3.184062851,0.6372,4,2,34,1,1
,,,,,,,,,,,,,stim/p_schwa_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,2.9659,3.668911336,0.981,4,3,35,3,1
,,,,,,,,,,,,,stim/pof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,3.3357,3.305274972,0.6166,4,4,36,0,1
,,,,,,,,,,,,,stim/fof_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,1,1.8521,2.69023569,0.8596,4,5,37,4,1
,,,,,,,,,,,,,stim/feuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,2.2936,3.017957351,0.576,4,6,38,6,1
,,,,,,,,,,,,,stim/peuf_f.wav,5d3a11cec4066e00151de801,001,2022-03-24_09h32.23.635,task,2021.2.3,Win32,59.9880024,,,6,2.716,3.017957351,0.3834,4,7,39,2,1
