key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,5.9056,7,8.7878,3.991359075,9.2613,0,0,0,6,1,stim/piep_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,7.0609,4.045804024,2.0555,0,1,1,7,1,stim/pof_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,7,12.1116,4.162967364,1.7557,0,2,2,2,1,stim/fif_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,5.5058,4.048366865,2.2412,0,3,3,4,1,stim/p_schwa_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,3.4062,4.440526326,1.977,0,4,4,0,1,stim/f_schwa_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,8.8361,2.99661541,2.9473,0,5,5,3,1,stim/fof_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,6.6628,3.426970482,2.2125,0,6,6,1,1,stim/faf_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,7.6208,3.988574346,2.3074,0,7,7,5,1,stim/paf_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,3,6.0336,4.024142265,2.2789,1,0,8,6,1,stim/piep_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,5.6181,2.997907956,2.0223,1,1,9,4,1,stim/p_schwa_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,6.8574,3.626811981,2.1762,1,2,10,0,1,stim/f_schwa_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,5.5241,3.845367432,1.354,1,3,11,1,1,stim/faf_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,4.157,3.136925062,1.6895,1,4,12,3,1,stim/fof_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,2,3.2832,3.778970083,1.7385,1,5,13,7,1,stim/pof_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,7,4.335,3.889654795,2.2467,1,6,14,2,1,stim/fif_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,3.5281,2.653448423,1.4402,1,7,15,5,1,stim/paf_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,2.7418,1.701327006,1.5354,2,0,16,0,1,stim/f_schwa_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,3,3.0925,4.140595436,1.5598,2,1,17,2,1,stim/fif_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
,,1,10.8598,3.533301671,2.0215,2,2,18,5,1,stim/paf_g.wav,60f83b167c76803d88b92d53,001,2022-03-09_13h31.45.617,vct_new,2021.2.3,Linux x86_64,59.99160118,,,,,,,,,,,,
