"","check.keys","choice","language_chosen","rating","stim","participant","frame","stim_language","phoneme","L1","language_choice_num","choice_num"
"1",NA,"fool","eng","3.895833333","stim/peuf_f.wav","5588d358fdf99b304ee5674f","bilabial","french","y","English_mono",1,2
"2",NA,"fool","eng","4.40625","stim/feuf_f.wav","5588d358fdf99b304ee5674f","fricative","french","y","English_mono",1,2
"3",NA,"fought","eng","2.786458333","stim/fof_f.wav","5588d358fdf99b304ee5674f","fricative","french","o","English_mono",1,4
"4",NA,"fun","eng","3.645833333","stim/pof_f.wav","5588d358fdf99b304ee5674f","bilabial","french","o","English_mono",1,3
"5",NA,"feel","eng","4.072916667","stim/fif_f.wav","5588d358fdf99b304ee5674f","fricative","french","i","English_mono",1,7
"6",NA,"fought","eng","2.505208333","stim/p_schwa_f.wav","5588d358fdf99b304ee5674f","bilabial","french","schwa","English_mono",1,4
"7",NA,"fought","eng","2.791666667","stim/f_schwa_f.wav","5588d358fdf99b304ee5674f","fricative","french","schwa","English_mono",1,4
"8",NA,"feel","eng","4.453125","stim/pif_f.wav","5588d358fdf99b304ee5674f","bilabial","french","i","English_mono",1,7
"9",NA,"feel","eng","2.524414063","stim/pif_f.wav","558aab19fdf99b65685f0142","bilabial","french","i","English_mono",1,7
"10",NA,"fun","eng","1.94724617","stim/p_schwa_f.wav","558aab19fdf99b65685f0142","bilabial","french","schwa","English_mono",1,3
"11",NA,"feel","eng","3.762402344","stim/fif_f.wav","558aab19fdf99b65685f0142","fricative","french","i","English_mono",1,7
"12",NA,"fool","eng","2.058749962","stim/fof_f.wav","558aab19fdf99b65685f0142","fricative","french","o","English_mono",1,2
"13",NA,"fool","eng","2.2578125","stim/feuf_f.wav","558aab19fdf99b65685f0142","fricative","french","y","English_mono",1,2
"14",NA,"fought","eng","1.596992302","stim/pof_f.wav","558aab19fdf99b65685f0142","bilabial","french","o","English_mono",1,4
"15",NA,"fool","eng","2.132343864","stim/peuf_f.wav","558aab19fdf99b65685f0142","bilabial","french","y","English_mono",1,2
"16",NA,"fun","eng","2.001640701","stim/f_schwa_f.wav","558aab19fdf99b65685f0142","fricative","french","schwa","English_mono",1,3
"17",NA,"fought","eng","4.979166667","stim/peuf_f.wav","559e6830fdf99b4f0b98514a","bilabial","french","y","English_mono",1,4
"18",NA,"feel","eng","4.994791667","stim/pif_f.wav","559e6830fdf99b4f0b98514a","bilabial","french","i","English_mono",1,7
"19",NA,"fun","eng","4.984375","stim/feuf_f.wav","559e6830fdf99b4f0b98514a","fricative","french","y","English_mono",1,3
"20",NA,"fun","eng","4.9375","stim/pof_f.wav","559e6830fdf99b4f0b98514a","bilabial","french","o","English_mono",1,3
"21",NA,"feel","eng","4.984375","stim/fif_f.wav","559e6830fdf99b4f0b98514a","fricative","french","i","English_mono",1,7
"22",NA,"fun","eng","4.96875","stim/fof_f.wav","559e6830fdf99b4f0b98514a","fricative","french","o","English_mono",1,3
"23",NA,"fun","eng","4.9375","stim/f_schwa_f.wav","559e6830fdf99b4f0b98514a","fricative","french","schwa","English_mono",1,3
"24",NA,"fun","eng","4.9375","stim/p_schwa_f.wav","559e6830fdf99b4f0b98514a","bilabial","french","schwa","English_mono",1,3
"25",NA,"feel","eng","1.004444444","stim/feuf_f.wav","5a39c40228a4040001e2bc3d","fricative","french","y","English_mono",1,7
"26",NA,"fought","eng","1.004444444","stim/f_schwa_f.wav","5a39c40228a4040001e2bc3d","fricative","french","schwa","English_mono",1,4
"27",NA,"feel","eng","1.022222222","stim/fif_f.wav","5a39c40228a4040001e2bc3d","fricative","french","i","English_mono",1,7
"28",NA,"feel","eng","1.017777778","stim/pif_f.wav","5a39c40228a4040001e2bc3d","bilabial","french","i","English_mono",1,7
"29",NA,"fought","eng","1.013333333","stim/fof_f.wav","5a39c40228a4040001e2bc3d","fricative","french","o","English_mono",1,4
"30",NA,"fun","eng","1.013333333","stim/p_schwa_f.wav","5a39c40228a4040001e2bc3d","bilabial","french","schwa","English_mono",1,3
"31",NA,"fool","eng","1.013333333","stim/peuf_f.wav","5a39c40228a4040001e2bc3d","bilabial","french","y","English_mono",1,2
"32",NA,"fun","eng","1.017777778","stim/pof_f.wav","5a39c40228a4040001e2bc3d","bilabial","french","o","English_mono",1,3
"33",NA,"fool","eng","1.963541667","stim/pif_f.wav","5ac5374da3ba7a0001b4a75f","bilabial","french","i","English_mono",1,2
"34",NA,"fool","eng","2.03125","stim/fif_f.wav","5ac5374da3ba7a0001b4a75f","fricative","french","i","English_mono",1,2
"35",NA,"fun","eng","2.979166667","stim/p_schwa_f.wav","5ac5374da3ba7a0001b4a75f","bilabial","french","schwa","English_mono",1,3
"36",NA,"fun","eng","1.989583333","stim/fof_f.wav","5ac5374da3ba7a0001b4a75f","fricative","french","o","English_mono",1,3
"37",NA,"fun","eng","2.005208333","stim/f_schwa_f.wav","5ac5374da3ba7a0001b4a75f","fricative","french","schwa","English_mono",1,3
"38",NA,"fun","eng","2.010416667","stim/pof_f.wav","5ac5374da3ba7a0001b4a75f","bilabial","french","o","English_mono",1,3
"39",NA,"fool","eng","2.984375","stim/peuf_f.wav","5ac5374da3ba7a0001b4a75f","bilabial","french","y","English_mono",1,2
"40",NA,"fool","eng","3.015625","stim/feuf_f.wav","5ac5374da3ba7a0001b4a75f","fricative","french","y","English_mono",1,2
"41",NA,"fun","eng","4.081481651","stim/fof_f.wav","5aeab6e39e185a0001b9e272","fricative","french","o","English_mono",1,3
"42",NA,"feel","eng","4.051851908","stim/pif_f.wav","5aeab6e39e185a0001b9e272","bilabial","french","i","English_mono",1,7
"43",NA,"fun","eng","4.007407577","stim/pof_f.wav","5aeab6e39e185a0001b9e272","bilabial","french","o","English_mono",1,3
"44",NA,"fought","eng","4.025926095","stim/p_schwa_f.wav","5aeab6e39e185a0001b9e272","bilabial","french","schwa","English_mono",1,4
"45",NA,"fought","eng","4.018518519","stim/f_schwa_f.wav","5aeab6e39e185a0001b9e272","fricative","french","schwa","English_mono",1,4
"46",NA,"feel","eng","4.818518745","stim/fif_f.wav","5aeab6e39e185a0001b9e272","fricative","french","i","English_mono",1,7
"47",NA,"fool","eng","2.962962963","stim/peuf_f.wav","5aeab6e39e185a0001b9e272","bilabial","french","y","English_mono",1,2
"48",NA,"fool","eng","2.951852021","stim/feuf_f.wav","5aeab6e39e185a0001b9e272","fricative","french","y","English_mono",1,2
"49",NA,"fun","eng","2.972222222","stim/pof_f.wav","5b2eae5577b17f0001c037af","bilabial","french","o","English_mono",1,3
"50",NA,"feel","eng","1.988888889","stim/f_schwa_f.wav","5b2eae5577b17f0001c037af","fricative","french","schwa","English_mono",1,7
"51",NA,"feel","eng","3.983333333","stim/pif_f.wav","5b2eae5577b17f0001c037af","bilabial","french","i","English_mono",1,7
"52",NA,"fool","eng","3","stim/feuf_f.wav","5b2eae5577b17f0001c037af","fricative","french","y","English_mono",1,2
"53",NA,"fun","eng","1.016666667","stim/p_schwa_f.wav","5b2eae5577b17f0001c037af","bilabial","french","schwa","English_mono",1,3
"54",NA,"fool","eng","1.994444444","stim/fof_f.wav","5b2eae5577b17f0001c037af","fricative","french","o","English_mono",1,2
"55",NA,"fool","eng","1.994444444","stim/peuf_f.wav","5b2eae5577b17f0001c037af","bilabial","french","y","English_mono",1,2
"56",NA,"feel","eng","3.988888889","stim/fif_f.wav","5b2eae5577b17f0001c037af","fricative","french","i","English_mono",1,7
"57",NA,"fought","eng","4.203107639","stim/fof_f.wav","5b53bf0802660200017909e1","fricative","french","o","English_mono",1,4
"58",NA,"feel","eng","3.918836806","stim/fif_f.wav","5b53bf0802660200017909e1","fricative","french","i","English_mono",1,7
"59",NA,"fun","eng","3.239704861","stim/p_schwa_f.wav","5b53bf0802660200017909e1","bilabial","french","schwa","English_mono",1,3
"60",NA,"feel","eng","4.226024306","stim/pif_f.wav","5b53bf0802660200017909e1","bilabial","french","i","English_mono",1,7
"61",NA,"fool","eng","4.19375","stim/feuf_f.wav","5b53bf0802660200017909e1","fricative","french","y","English_mono",1,2
"62",NA,"fun","eng","4.146840278","stim/f_schwa_f.wav","5b53bf0802660200017909e1","fricative","french","schwa","English_mono",1,3
"63",NA,"fought","eng","4.206354167","stim/pof_f.wav","5b53bf0802660200017909e1","bilabial","french","o","English_mono",1,4
"64",NA,"fool","eng","4.207760417","stim/peuf_f.wav","5b53bf0802660200017909e1","bilabial","french","y","English_mono",1,2
"65",NA,"feel","eng","2","stim/fif_f.wav","5b89da88bca3400001fa8809","fricative","french","i","English_mono",1,7
"66",NA,"fun","eng","4.003703704","stim/fof_f.wav","5b89da88bca3400001fa8809","fricative","french","o","English_mono",1,3
"67",NA,"fun","eng","3.003703704","stim/pof_f.wav","5b89da88bca3400001fa8809","bilabial","french","o","English_mono",1,3
"68",NA,"fun","eng","1.840740741","stim/p_schwa_f.wav","5b89da88bca3400001fa8809","bilabial","french","schwa","English_mono",1,3
"69",NA,"fool","eng","1.940740741","stim/peuf_f.wav","5b89da88bca3400001fa8809","bilabial","french","y","English_mono",1,2
"70",NA,"fun","eng","2.003703704","stim/f_schwa_f.wav","5b89da88bca3400001fa8809","fricative","french","schwa","English_mono",1,3
"71",NA,"feel","eng","3","stim/pif_f.wav","5b89da88bca3400001fa8809","bilabial","french","i","English_mono",1,7
"72",NA,"fool","eng","3.003703704","stim/feuf_f.wav","5b89da88bca3400001fa8809","fricative","french","y","English_mono",1,2
"73",NA,"feel","eng","3.040740741","stim/pif_f.wav","5c0727ff1d461400012b61ee","bilabial","french","i","English_mono",1,7
"74",NA,"fought","eng","1.025925926","stim/pof_f.wav","5c0727ff1d461400012b61ee","bilabial","french","o","English_mono",1,4
"75",NA,"fool","eng","2.037037037","stim/feuf_f.wav","5c0727ff1d461400012b61ee","fricative","french","y","English_mono",1,2
"76",NA,"fought","eng","1.011111111","stim/fof_f.wav","5c0727ff1d461400012b61ee","fricative","french","o","English_mono",1,4
"77",NA,"fool","eng","2.011111111","stim/peuf_f.wav","5c0727ff1d461400012b61ee","bilabial","french","y","English_mono",1,2
"78",NA,"fun","eng","1.044444444","stim/p_schwa_f.wav","5c0727ff1d461400012b61ee","bilabial","french","schwa","English_mono",1,3
"79",NA,"feel","eng","3.025925926","stim/fif_f.wav","5c0727ff1d461400012b61ee","fricative","french","i","English_mono",1,7
"80",NA,"fought","eng","1.025925926","stim/f_schwa_f.wav","5c0727ff1d461400012b61ee","fricative","french","schwa","English_mono",1,4
"81",NA,"fool","eng","5","stim/peuf_f.wav","5d84e353a954540015f51437","bilabial","french","y","English_mono",1,2
"82",NA,"feel","eng","5","stim/fif_f.wav","5d84e353a954540015f51437","fricative","french","i","English_mono",1,7
"83",NA,"fun","eng","5","stim/f_schwa_f.wav","5d84e353a954540015f51437","fricative","french","schwa","English_mono",1,3
"84",NA,"fun","eng","5","stim/pof_f.wav","5d84e353a954540015f51437","bilabial","french","o","English_mono",1,3
"85",NA,"fun","eng","4.970000076","stim/fof_f.wav","5d84e353a954540015f51437","fricative","french","o","English_mono",1,3
"86",NA,"feel","eng","5","stim/pif_f.wav","5d84e353a954540015f51437","bilabial","french","i","English_mono",1,7
"87",NA,"fun","eng","5","stim/p_schwa_f.wav","5d84e353a954540015f51437","bilabial","french","schwa","English_mono",1,3
"88",NA,"fool","eng","5","stim/feuf_f.wav","5d84e353a954540015f51437","fricative","french","y","English_mono",1,2
"89",NA,"fun","eng","4.988888889","stim/f_schwa_f.wav","5d979a7705d4d60017b154c6","fricative","french","schwa","English_mono",1,3
"90",NA,"feel","eng","2","stim/p_schwa_f.wav","5d979a7705d4d60017b154c6","bilabial","french","schwa","English_mono",1,7
"91",NA,"feel","eng","4.985185185","stim/pif_f.wav","5d979a7705d4d60017b154c6","bilabial","french","i","English_mono",1,7
"92",NA,"fought","eng","4.985185185","stim/fof_f.wav","5d979a7705d4d60017b154c6","fricative","french","o","English_mono",1,4
"93",NA,"feel","eng","4.981481481","stim/fif_f.wav","5d979a7705d4d60017b154c6","fricative","french","i","English_mono",1,7
"94",NA,"fool","eng","4.988888889","stim/feuf_f.wav","5d979a7705d4d60017b154c6","fricative","french","y","English_mono",1,2
"95",NA,"fun","eng","4.014814815","stim/pof_f.wav","5d979a7705d4d60017b154c6","bilabial","french","o","English_mono",1,3
"96",NA,"fool","eng","1.011111111","stim/peuf_f.wav","5d979a7705d4d60017b154c6","bilabial","french","y","English_mono",1,2
"97",NA,"fool","eng","2.987427843","stim/fof_f.wav","5db37bb9da032c000f9e04fa","fricative","french","o","English_mono",1,2
"98",NA,"feel","eng","4.001620822","stim/pif_f.wav","5db37bb9da032c000f9e04fa","bilabial","french","i","English_mono",1,7
"99",NA,"fool","eng","2.986083713","stim/peuf_f.wav","5db37bb9da032c000f9e04fa","bilabial","french","y","English_mono",1,2
"100",NA,"fought","eng","1.994510905","stim/fif_f.wav","5db37bb9da032c000f9e04fa","fricative","french","i","English_mono",1,4
"101",NA,"fun","eng","2.994157444","stim/p_schwa_f.wav","5db37bb9da032c000f9e04fa","bilabial","french","schwa","English_mono",1,3
"102",NA,"fun","eng","2.011002604","stim/f_schwa_f.wav","5db37bb9da032c000f9e04fa","fricative","french","schwa","English_mono",1,3
"103",NA,"fool","eng","3.010899523","stim/pof_f.wav","5db37bb9da032c000f9e04fa","bilabial","french","o","English_mono",1,2
"104",NA,"fought","eng","2.013941786","stim/feuf_f.wav","5db37bb9da032c000f9e04fa","fricative","french","y","English_mono",1,4
"105",NA,"fun","eng","2.365523228","stim/p_schwa_f.wav","5dda9b9a9d9e30a06d320ffb","bilabial","french","schwa","English_mono",1,3
"106",NA,"fun","eng","2.620775837","stim/pof_f.wav","5dda9b9a9d9e30a06d320ffb","bilabial","french","o","English_mono",1,3
"107",NA,"fool","eng","3.506345735","stim/feuf_f.wav","5dda9b9a9d9e30a06d320ffb","fricative","french","y","English_mono",1,2
"108",NA,"fun","eng","3.079188541","stim/f_schwa_f.wav","5dda9b9a9d9e30a06d320ffb","fricative","french","schwa","English_mono",1,3
"109",NA,"fought","eng","2.386360234","stim/peuf_f.wav","5dda9b9a9d9e30a06d320ffb","bilabial","french","y","English_mono",1,4
"110",NA,"feel","eng","3.673041497","stim/fif_f.wav","5dda9b9a9d9e30a06d320ffb","fricative","french","i","English_mono",1,7
"111",NA,"feel","eng","3.912666209","stim/pif_f.wav","5dda9b9a9d9e30a06d320ffb","bilabial","french","i","English_mono",1,7
"112",NA,"fun","eng","3.396951882","stim/fof_f.wav","5dda9b9a9d9e30a06d320ffb","fricative","french","o","English_mono",1,3
"113",NA,"feel","eng","3.007407407","stim/f_schwa_f.wav","5de2b1568f5cd52ecc1b14b8","fricative","french","schwa","English_mono",1,7
"114",NA,"fun","eng","2.003703704","stim/pof_f.wav","5de2b1568f5cd52ecc1b14b8","bilabial","french","o","English_mono",1,3
"115",NA,"fun","eng","2.007407407","stim/fof_f.wav","5de2b1568f5cd52ecc1b14b8","fricative","french","o","English_mono",1,3
"116",NA,"feel","eng","3.988888889","stim/pif_f.wav","5de2b1568f5cd52ecc1b14b8","bilabial","french","i","English_mono",1,7
"117",NA,"feel","eng","3.996296296","stim/fif_f.wav","5de2b1568f5cd52ecc1b14b8","fricative","french","i","English_mono",1,7
"118",NA,"fought","eng","3","stim/peuf_f.wav","5de2b1568f5cd52ecc1b14b8","bilabial","french","y","English_mono",1,4
"119",NA,"fought","eng","3.018518519","stim/feuf_f.wav","5de2b1568f5cd52ecc1b14b8","fricative","french","y","English_mono",1,4
"120",NA,"feel","eng","2.996296296","stim/p_schwa_f.wav","5de2b1568f5cd52ecc1b14b8","bilabial","french","schwa","English_mono",1,7
"121",NA,"feel","eng","3.036458333","stim/fif_f.wav","5e0512cac12a36f6696f9998","fricative","french","i","English_mono",1,7
"122",NA,"fought","eng","2.229166667","stim/feuf_f.wav","5e0512cac12a36f6696f9998","fricative","french","y","English_mono",1,4
"123",NA,"fun","eng","2.973958333","stim/f_schwa_f.wav","5e0512cac12a36f6696f9998","fricative","french","schwa","English_mono",1,3
"124",NA,"fought","eng","2.994791667","stim/fof_f.wav","5e0512cac12a36f6696f9998","fricative","french","o","English_mono",1,4
"125",NA,"fun","eng","2.067708333","stim/p_schwa_f.wav","5e0512cac12a36f6696f9998","bilabial","french","schwa","English_mono",1,3
"126",NA,"feel","eng","3","stim/pif_f.wav","5e0512cac12a36f6696f9998","bilabial","french","i","English_mono",1,7
"127",NA,"fun","eng","3.161458333","stim/pof_f.wav","5e0512cac12a36f6696f9998","bilabial","french","o","English_mono",1,3
"128",NA,"fool","eng","3.010416667","stim/peuf_f.wav","5e0512cac12a36f6696f9998","bilabial","french","y","English_mono",1,2
"129",NA,"fought","eng","1.95690285","stim/peuf_f.wav","5e6c0b0fede0271d08d1a3cd","bilabial","french","y","English_mono",1,4
"130",NA,"fought","eng","1.937180392","stim/p_schwa_f.wav","5e6c0b0fede0271d08d1a3cd","bilabial","french","schwa","English_mono",1,4
"131",NA,"feel","eng","1.069393666","stim/fif_f.wav","5e6c0b0fede0271d08d1a3cd","fricative","french","i","English_mono",1,7
"132",NA,"fought","eng","2.927684477","stim/fof_f.wav","5e6c0b0fede0271d08d1a3cd","fricative","french","o","English_mono",1,4
"133",NA,"fought","eng","2.789627439","stim/feuf_f.wav","5e6c0b0fede0271d08d1a3cd","fricative","french","y","English_mono",1,4
"134",NA,"feel","eng","2.01387871","stim/pif_f.wav","5e6c0b0fede0271d08d1a3cd","bilabial","french","i","English_mono",1,7
"135",NA,"fought","eng","2.018261404","stim/pof_f.wav","5e6c0b0fede0271d08d1a3cd","bilabial","french","o","English_mono",1,4
"136",NA,"fought","eng","4.014609003","stim/f_schwa_f.wav","5e6c0b0fede0271d08d1a3cd","fricative","french","schwa","English_mono",1,4
"137",NA,"fool","eng","4.227954407","stim/feuf_f.wav","5e7c021e2b00612482e357fc","fricative","french","y","English_mono",1,2
"138",NA,"fun","eng","4.663343506","stim/f_schwa_f.wav","5e7c021e2b00612482e357fc","fricative","french","schwa","English_mono",1,3
"139",NA,"fun","eng","4.3813797","stim/p_schwa_f.wav","5e7c021e2b00612482e357fc","bilabial","french","schwa","English_mono",1,3
"140",NA,"feel","eng","4.329255981","stim/pif_f.wav","5e7c021e2b00612482e357fc","bilabial","french","i","English_mono",1,7
"141",NA,"fought","eng","4.013963318","stim/fof_f.wav","5e7c021e2b00612482e357fc","fricative","french","o","English_mono",1,4
"142",NA,"feel","eng","4.205389099","stim/fif_f.wav","5e7c021e2b00612482e357fc","fricative","french","i","English_mono",1,7
"143",NA,"fun","eng","2.78117218","stim/pof_f.wav","5e7c021e2b00612482e357fc","bilabial","french","o","English_mono",1,3
"144",NA,"fool","eng","2.911641235","stim/peuf_f.wav","5e7c021e2b00612482e357fc","bilabial","french","y","English_mono",1,2
"145",NA,"fun","eng","1.991769547","stim/f_schwa_f.wav","5e8eab0540aaf41584d9b1b9","fricative","french","schwa","English_mono",1,3
"146",NA,"fought","eng","1.004115226","stim/fof_f.wav","5e8eab0540aaf41584d9b1b9","fricative","french","o","English_mono",1,4
"147",NA,"fun","eng","1.004115226","stim/feuf_f.wav","5e8eab0540aaf41584d9b1b9","fricative","french","y","English_mono",1,3
"148",NA,"fun","eng","1.020576132","stim/peuf_f.wav","5e8eab0540aaf41584d9b1b9","bilabial","french","y","English_mono",1,3
"149",NA,"feel","eng","2.987654321","stim/pif_f.wav","5e8eab0540aaf41584d9b1b9","bilabial","french","i","English_mono",1,7
"150",NA,"fun","eng","1.008230453","stim/p_schwa_f.wav","5e8eab0540aaf41584d9b1b9","bilabial","french","schwa","English_mono",1,3
"151",NA,"fun","eng","4.024691358","stim/pof_f.wav","5e8eab0540aaf41584d9b1b9","bilabial","french","o","English_mono",1,3
"152",NA,"feel","eng","4.008230453","stim/fif_f.wav","5e8eab0540aaf41584d9b1b9","fricative","french","i","English_mono",1,7
"153",NA,"fun","eng","4.03125","stim/fof_f.wav","5ea3a20ac30a773368592f9e","fricative","french","o","English_mono",1,3
"154",NA,"fun","eng","4.0625","stim/pof_f.wav","5ea3a20ac30a773368592f9e","bilabial","french","o","English_mono",1,3
"155",NA,"feel","eng","2.333333333","stim/f_schwa_f.wav","5ea3a20ac30a773368592f9e","fricative","french","schwa","English_mono",1,7
"156",NA,"fool","eng","3.536458333","stim/feuf_f.wav","5ea3a20ac30a773368592f9e","fricative","french","y","English_mono",1,2
"157",NA,"feel","eng","4.0625","stim/fif_f.wav","5ea3a20ac30a773368592f9e","fricative","french","i","English_mono",1,7
"158",NA,"feel","eng","3.96875","stim/pif_f.wav","5ea3a20ac30a773368592f9e","bilabial","french","i","English_mono",1,7
"159",NA,"fought","eng","2.541666667","stim/p_schwa_f.wav","5ea3a20ac30a773368592f9e","bilabial","french","schwa","English_mono",1,4
"160",NA,"fool","eng","3.713541667","stim/peuf_f.wav","5ea3a20ac30a773368592f9e","bilabial","french","y","English_mono",1,2
"161",NA,"feel","eng","4.003703704","stim/fif_f.wav","5ea8154dcfd4dd20473ed88e","fricative","french","i","English_mono",1,7
"162",NA,"feel","eng","3.996296296","stim/pif_f.wav","5ea8154dcfd4dd20473ed88e","bilabial","french","i","English_mono",1,7
"163",NA,"fought","eng","3.274074074","stim/feuf_f.wav","5ea8154dcfd4dd20473ed88e","fricative","french","y","English_mono",1,4
"164",NA,"fought","eng","2.922222222","stim/pof_f.wav","5ea8154dcfd4dd20473ed88e","bilabial","french","o","English_mono",1,4
"165",NA,"fool","eng","4.27037037","stim/peuf_f.wav","5ea8154dcfd4dd20473ed88e","bilabial","french","y","English_mono",1,2
"166",NA,"fought","eng","3.162962963","stim/fof_f.wav","5ea8154dcfd4dd20473ed88e","fricative","french","o","English_mono",1,4
"167",NA,"fun","eng","2.048148148","stim/f_schwa_f.wav","5ea8154dcfd4dd20473ed88e","fricative","french","schwa","English_mono",1,3
"168",NA,"fun","eng","2.162962963","stim/p_schwa_f.wav","5ea8154dcfd4dd20473ed88e","bilabial","french","schwa","English_mono",1,3
"169",NA,"feel","eng","1.96875","stim/fif_f.wav","5f14b46fefc95253caca20b4","fricative","french","i","English_mono",1,7
"170",NA,"fun","eng","3.036458333","stim/fof_f.wav","5f14b46fefc95253caca20b4","fricative","french","o","English_mono",1,3
"171",NA,"feel","eng","2.026041667","stim/p_schwa_f.wav","5f14b46fefc95253caca20b4","bilabial","french","schwa","English_mono",1,7
"172",NA,"feel","eng","2.020833333","stim/pif_f.wav","5f14b46fefc95253caca20b4","bilabial","french","i","English_mono",1,7
"173",NA,"fought","eng","1.994791667","stim/pof_f.wav","5f14b46fefc95253caca20b4","bilabial","french","o","English_mono",1,4
"174",NA,"fought","eng","2.015625","stim/f_schwa_f.wav","5f14b46fefc95253caca20b4","fricative","french","schwa","English_mono",1,4
"175",NA,"fought","eng","1.958333333","stim/feuf_f.wav","5f14b46fefc95253caca20b4","fricative","french","y","English_mono",1,4
"176",NA,"fought","eng","2.03125","stim/peuf_f.wav","5f14b46fefc95253caca20b4","bilabial","french","y","English_mono",1,4
"177",NA,"feel","eng","3.740740741","stim/fif_f.wav","5f4a187b40b01f589fe766eb","fricative","french","i","English_mono",1,7
"178",NA,"fool","eng","4.122222335","stim/peuf_f.wav","5f4a187b40b01f589fe766eb","bilabial","french","y","English_mono",1,2
"179",NA,"fought","eng","3.351851852","stim/pof_f.wav","5f4a187b40b01f589fe766eb","bilabial","french","o","English_mono",1,4
"180",NA,"fun","eng","2.862963076","stim/p_schwa_f.wav","5f4a187b40b01f589fe766eb","bilabial","french","schwa","English_mono",1,3
"181",NA,"feel","eng","3.907407407","stim/pif_f.wav","5f4a187b40b01f589fe766eb","bilabial","french","i","English_mono",1,7
"182",NA,"fought","eng","4.029629743","stim/fof_f.wav","5f4a187b40b01f589fe766eb","fricative","french","o","English_mono",1,4
"183",NA,"fool","eng","4.237037376","stim/feuf_f.wav","5f4a187b40b01f589fe766eb","fricative","french","y","English_mono",1,2
"184",NA,"fun","eng","2.80740752","stim/f_schwa_f.wav","5f4a187b40b01f589fe766eb","fricative","french","schwa","English_mono",1,3
"185",NA,"feel","eng","1.348148148","stim/pif_f.wav","5f5588eb6fb28c959e202247","bilabial","french","i","English_mono",1,7
"186",NA,"feel","eng","3.959259259","stim/fif_f.wav","5f5588eb6fb28c959e202247","fricative","french","i","English_mono",1,7
"187",NA,"fought","eng","3.955555556","stim/p_schwa_f.wav","5f5588eb6fb28c959e202247","bilabial","french","schwa","English_mono",1,4
"188",NA,"fought","eng","4.12962963","stim/fof_f.wav","5f5588eb6fb28c959e202247","fricative","french","o","English_mono",1,4
"189",NA,"fool","eng","2.437037037","stim/feuf_f.wav","5f5588eb6fb28c959e202247","fricative","french","y","English_mono",1,2
"190",NA,"fool","eng","3.781481481","stim/peuf_f.wav","5f5588eb6fb28c959e202247","bilabial","french","y","English_mono",1,2
"191",NA,"fun","eng","2.418518519","stim/f_schwa_f.wav","5f5588eb6fb28c959e202247","fricative","french","schwa","English_mono",1,3
"192",NA,"fool","eng","1.877777778","stim/pof_f.wav","5f5588eb6fb28c959e202247","bilabial","french","o","English_mono",1,2
"193",NA,"fought","eng","1.998408553","stim/p_schwa_f.wav","5f5ce7f940a2614f6cb6e747","bilabial","french","schwa","English_mono",1,4
"194",NA,"fun","eng","2.524668565","stim/peuf_f.wav","5f5ce7f940a2614f6cb6e747","bilabial","french","y","English_mono",1,3
"195",NA,"fool","eng","1.697082358","stim/pof_f.wav","5f5ce7f940a2614f6cb6e747","bilabial","french","o","English_mono",1,2
"196",NA,"feel","eng","2.91936333","stim/pif_f.wav","5f5ce7f940a2614f6cb6e747","bilabial","french","i","English_mono",1,7
"197",NA,"fought","eng","2.91936333","stim/fof_f.wav","5f5ce7f940a2614f6cb6e747","fricative","french","o","English_mono",1,4
"198",NA,"fool","eng","3.012732225","stim/feuf_f.wav","5f5ce7f940a2614f6cb6e747","fricative","french","y","English_mono",1,2
"199",NA,"fought","eng","3.012732225","stim/f_schwa_f.wav","5f5ce7f940a2614f6cb6e747","fricative","french","schwa","English_mono",1,4
"200",NA,"feel","eng","3.012732225","stim/fif_f.wav","5f5ce7f940a2614f6cb6e747","fricative","french","i","English_mono",1,7
"201",NA,"fought","eng","1.985185185","stim/pof_f.wav","5f929fc48b8c2f1d0179fed7","bilabial","french","o","English_mono",1,4
"202",NA,"feel","eng","3.97037037","stim/fif_f.wav","5f929fc48b8c2f1d0179fed7","fricative","french","i","English_mono",1,7
"203",NA,"fought","eng","4.011111111","stim/fof_f.wav","5f929fc48b8c2f1d0179fed7","fricative","french","o","English_mono",1,4
"204",NA,"feel","eng","3.044444444","stim/pif_f.wav","5f929fc48b8c2f1d0179fed7","bilabial","french","i","English_mono",1,7
"205",NA,"fool","eng","1.959259259","stim/peuf_f.wav","5f929fc48b8c2f1d0179fed7","bilabial","french","y","English_mono",1,2
"206",NA,"fought","eng","4.003703704","stim/p_schwa_f.wav","5f929fc48b8c2f1d0179fed7","bilabial","french","schwa","English_mono",1,4
"207",NA,"fought","eng","3.996296296","stim/f_schwa_f.wav","5f929fc48b8c2f1d0179fed7","fricative","french","schwa","English_mono",1,4
"208",NA,"feel","eng","2.048148148","stim/feuf_f.wav","5f929fc48b8c2f1d0179fed7","fricative","french","y","English_mono",1,7
"209",NA,"fought","eng","2.989829282","stim/fof_f.wav","5f989fa02b5a611b2df1a305","fricative","french","o","English_mono",1,4
"210",NA,"feel","eng","3.005135995","stim/fif_f.wav","5f989fa02b5a611b2df1a305","fricative","french","i","English_mono",1,7
"211",NA,"fought","eng","2.995543981","stim/f_schwa_f.wav","5f989fa02b5a611b2df1a305","fricative","french","schwa","English_mono",1,4
"212",NA,"fool","eng","2.993995949","stim/peuf_f.wav","5f989fa02b5a611b2df1a305","bilabial","french","y","English_mono",1,2
