"","check.keys","choice","language_chosen","rating","stim","participant","frame","stim_language","phoneme","L1","language_choice_num","choice_num"
"461",NA,"feel","eng","1.46328125","stim/pief_g.wav","558aab19fdf99b65685f0142","bilabial","German","i","English_mono",1,7
"462",NA,"feel","eng","3.328144455","stim/fief_g.wav","558aab19fdf99b65685f0142","fricative","German","i","English_mono",1,7
"463",NA,"fool","eng","2.693828201","stim/peuf_g.wav","558aab19fdf99b65685f0142","bilabial","German","y","English_mono",1,2
"464",NA,"fought","eng","2.155371094","stim/pof_g.wav","558aab19fdf99b65685f0142","bilabial","German","o","English_mono",1,4
"465","2","feel","eng","3.005208333","stim/fief_g.wav","5ac5374da3ba7a0001b4a75f","fricative","German","i","English_mono",1,7
"466",NA,"fool","eng","3.979166667","stim/peuf_g.wav","5ac5374da3ba7a0001b4a75f","bilabial","German","y","English_mono",1,2
"467",NA,"fun","eng","3.979166667","stim/p_schwa_g.wav","5ac5374da3ba7a0001b4a75f","bilabial","German","schwa","English_mono",1,3
"468",NA,"fool","eng","3","stim/pof_g.wav","5ac5374da3ba7a0001b4a75f","bilabial","German","o","English_mono",1,2
"469",NA,"fool","eng","3.020833333","stim/fof_g.wav","5ac5374da3ba7a0001b4a75f","fricative","German","o","English_mono",1,2
"470",NA,"feel","eng","1.994791667","stim/pief_g.wav","5ac5374da3ba7a0001b4a75f","bilabial","German","i","English_mono",1,7
"471",NA,"fool","eng","2","stim/feuf_g.wav","5ac5374da3ba7a0001b4a75f","fricative","German","y","English_mono",1,2
"472",NA,"fun","eng","2.973958333","stim/f_schwa_g.wav","5ac5374da3ba7a0001b4a75f","fricative","German","schwa","English_mono",1,3
"473","2","fun","eng","4.951851739","stim/p_schwa_g.wav","5aeab6e39e185a0001b9e272","bilabial","German","schwa","English_mono",1,3
"474",NA,"fool","eng","4.014814871","stim/feuf_g.wav","5aeab6e39e185a0001b9e272","fricative","German","y","English_mono",1,2
"475",NA,"fought","eng","2.977777834","stim/pof_g.wav","5aeab6e39e185a0001b9e272","bilabial","German","o","English_mono",1,4
"476",NA,"fool","eng","3.988889058","stim/peuf_g.wav","5aeab6e39e185a0001b9e272","bilabial","German","y","English_mono",1,2
"477",NA,"feel","eng","4.03333339","stim/pief_g.wav","5aeab6e39e185a0001b9e272","bilabial","German","i","English_mono",1,7
"478",NA,"fool","eng","3.981481481","stim/fof_g.wav","5aeab6e39e185a0001b9e272","fricative","German","o","English_mono",1,2
"479",NA,"feel","eng","3.962962963","stim/fief_g.wav","5aeab6e39e185a0001b9e272","fricative","German","i","English_mono",1,7
"480",NA,"fought","eng","4.959259598","stim/f_schwa_g.wav","5aeab6e39e185a0001b9e272","fricative","German","schwa","English_mono",1,4
"481","2","fun","eng","4.288888889","stim/p_schwa_g.wav","5b2eae5577b17f0001c037af","bilabial","German","schwa","English_mono",1,3
"482",NA,"fool","eng","2.983333333","stim/pof_g.wav","5b2eae5577b17f0001c037af","bilabial","German","o","English_mono",1,2
"483",NA,"feel","eng","4.944444444","stim/pief_g.wav","5b2eae5577b17f0001c037af","bilabial","German","i","English_mono",1,7
"484",NA,"fun","eng","4.572222222","stim/f_schwa_g.wav","5b2eae5577b17f0001c037af","fricative","German","schwa","English_mono",1,3
"485",NA,"feel","eng","4.944444444","stim/fief_g.wav","5b2eae5577b17f0001c037af","fricative","German","i","English_mono",1,7
"486",NA,"fool","eng","1.955555556","stim/feuf_g.wav","5b2eae5577b17f0001c037af","fricative","German","y","English_mono",1,2
"487",NA,"fool","eng","2.983333333","stim/peuf_g.wav","5b2eae5577b17f0001c037af","bilabial","German","y","English_mono",1,2
"488",NA,"fool","eng","3.505555556","stim/fof_g.wav","5b2eae5577b17f0001c037af","fricative","German","o","English_mono",1,2
"489","2","fought","eng","3.246684028","stim/pief_g.wav","5b53bf0802660200017909e1","bilabial","German","i","English_mono",1,4
"490",NA,"fool","eng","3.947777778","stim/pof_g.wav","5b53bf0802660200017909e1","bilabial","German","o","English_mono",1,2
"491",NA,"fought","eng","4.056979167","stim/fof_g.wav","5b53bf0802660200017909e1","fricative","German","o","English_mono",1,4
"492",NA,"fun","eng","3.298385417","stim/f_schwa_g.wav","5b53bf0802660200017909e1","fricative","German","schwa","English_mono",1,3
"493",NA,"feel","eng","3.770625","stim/peuf_g.wav","5b53bf0802660200017909e1","bilabial","German","y","English_mono",1,7
"494",NA,"feel","eng","4.227708333","stim/fief_g.wav","5b53bf0802660200017909e1","fricative","German","i","English_mono",1,7
"495",NA,"fought","eng","4.226440972","stim/p_schwa_g.wav","5b53bf0802660200017909e1","bilabial","German","schwa","English_mono",1,4
"496",NA,"fought","eng","2.821684028","stim/feuf_g.wav","5b53bf0802660200017909e1","fricative","German","y","English_mono",1,4
"497","2","feel","eng","4.007407407","stim/pief_g.wav","5b89da88bca3400001fa8809","bilabial","German","i","English_mono",1,7
"498",NA,"fought","eng","2.992592593","stim/f_schwa_g.wav","5b89da88bca3400001fa8809","fricative","German","schwa","English_mono",1,4
"499",NA,"fool","eng","1.985185185","stim/peuf_g.wav","5b89da88bca3400001fa8809","bilabial","German","y","English_mono",1,2
"500",NA,"feel","eng","3.988888889","stim/fief_g.wav","5b89da88bca3400001fa8809","fricative","German","i","English_mono",1,7
"501",NA,"fool","eng","3.033333333","stim/fof_g.wav","5b89da88bca3400001fa8809","fricative","German","o","English_mono",1,2
"502",NA,"fought","eng","1.92962963","stim/p_schwa_g.wav","5b89da88bca3400001fa8809","bilabial","German","schwa","English_mono",1,4
"503",NA,"fought","eng","3.007407407","stim/pof_g.wav","5b89da88bca3400001fa8809","bilabial","German","o","English_mono",1,4
"504",NA,"fool","eng","2.922222222","stim/feuf_g.wav","5b89da88bca3400001fa8809","fricative","German","y","English_mono",1,2
"505","2","fought","eng","2.018518519","stim/f_schwa_g.wav","5c0727ff1d461400012b61ee","fricative","German","schwa","English_mono",1,4
"506",NA,"feel","eng","3.040740741","stim/fief_g.wav","5c0727ff1d461400012b61ee","fricative","German","i","English_mono",1,7
"507",NA,"fought","eng","3.040740741","stim/p_schwa_g.wav","5c0727ff1d461400012b61ee","bilabial","German","schwa","English_mono",1,4
"508",NA,"feel","eng","3.874074074","stim/pief_g.wav","5c0727ff1d461400012b61ee","bilabial","German","i","English_mono",1,7
"509",NA,"fool","eng","2.981481481","stim/feuf_g.wav","5c0727ff1d461400012b61ee","fricative","German","y","English_mono",1,2
"510",NA,"fought","eng","1.259259259","stim/fof_g.wav","5c0727ff1d461400012b61ee","fricative","German","o","English_mono",1,4
"511",NA,"fool","eng","1.981481481","stim/peuf_g.wav","5c0727ff1d461400012b61ee","bilabial","German","y","English_mono",1,2
"512",NA,"fool","eng","1.096296296","stim/pof_g.wav","5c0727ff1d461400012b61ee","bilabial","German","o","English_mono",1,2
"513","2","fun","eng","3.954999924","stim/f_schwa_g.wav","5d84e353a954540015f51437","fricative","German","schwa","English_mono",1,3
"514",NA,"fool","eng","5","stim/fof_g.wav","5d84e353a954540015f51437","fricative","German","o","English_mono",1,2
"515",NA,"fool","eng","2.960000038","stim/feuf_g.wav","5d84e353a954540015f51437","fricative","German","y","English_mono",1,2
"516",NA,"feel","eng","4.979999924","stim/pief_g.wav","5d84e353a954540015f51437","bilabial","German","i","English_mono",1,7
"517",NA,"fool","eng","5","stim/peuf_g.wav","5d84e353a954540015f51437","bilabial","German","y","English_mono",1,2
"518",NA,"feel","eng","5","stim/fief_g.wav","5d84e353a954540015f51437","fricative","German","i","English_mono",1,7
"519",NA,"fool","eng","4.960000229","stim/pof_g.wav","5d84e353a954540015f51437","bilabial","German","o","English_mono",1,2
"520",NA,"fun","eng","5","stim/p_schwa_g.wav","5d84e353a954540015f51437","bilabial","German","schwa","English_mono",1,3
"521","2","fool","eng","4.981481481","stim/peuf_g.wav","5d979a7705d4d60017b154c6","bilabial","German","y","English_mono",1,2
"522",NA,"feel","eng","4.966666667","stim/fief_g.wav","5d979a7705d4d60017b154c6","fricative","German","i","English_mono",1,7
"523",NA,"fun","eng","4.996296296","stim/p_schwa_g.wav","5d979a7705d4d60017b154c6","bilabial","German","schwa","English_mono",1,3
"524",NA,"feel","eng","4.974074074","stim/pief_g.wav","5d979a7705d4d60017b154c6","bilabial","German","i","English_mono",1,7
"525",NA,"fool","eng","4.011111111","stim/feuf_g.wav","5d979a7705d4d60017b154c6","fricative","German","y","English_mono",1,2
"526",NA,"fought","eng","4.988888889","stim/f_schwa_g.wav","5d979a7705d4d60017b154c6","fricative","German","schwa","English_mono",1,4
"527",NA,"fun","eng","2.940740741","stim/fof_g.wav","5d979a7705d4d60017b154c6","fricative","German","o","English_mono",1,3
"528",NA,"fool","eng","1.981481481","stim/pof_g.wav","5d979a7705d4d60017b154c6","bilabial","German","o","English_mono",1,2
"529","2","fought","eng","3.018719889","stim/f_schwa_g.wav","5db37bb9da032c000f9e04fa","fricative","German","schwa","English_mono",1,4
"530",NA,"fun","eng","4.011156684","stim/p_schwa_g.wav","5db37bb9da032c000f9e04fa","bilabial","German","schwa","English_mono",1,3
"531",NA,"feel","eng","4.007469076","stim/fief_g.wav","5db37bb9da032c000f9e04fa","fricative","German","i","English_mono",1,7
"532",NA,"fool","eng","2.025992025","stim/peuf_g.wav","5db37bb9da032c000f9e04fa","bilabial","German","y","English_mono",1,2
"533",NA,"fool","eng","3.008349881","stim/pof_g.wav","5db37bb9da032c000f9e04fa","bilabial","German","o","English_mono",1,2
"534",NA,"feel","eng","4.033896484","stim/pief_g.wav","5db37bb9da032c000f9e04fa","bilabial","German","i","English_mono",1,7
"535",NA,"fool","eng","4.029448785","stim/feuf_g.wav","5db37bb9da032c000f9e04fa","fricative","German","y","English_mono",1,2
"536",NA,"fool","eng","5","stim/fof_g.wav","5db37bb9da032c000f9e04fa","fricative","German","o","English_mono",1,2
"537","2","fun","eng","1.990458263","stim/p_schwa_g.wav","5dda9b9a9d9e30a06d320ffb","bilabial","German","schwa","English_mono",1,3
"538",NA,"feel","eng","4.412752638","stim/fief_g.wav","5dda9b9a9d9e30a06d320ffb","fricative","German","i","English_mono",1,7
"539",NA,"fought","eng","2.95416679","stim/fof_g.wav","5dda9b9a9d9e30a06d320ffb","fricative","German","o","English_mono",1,4
"540",NA,"fought","eng","1.578928538","stim/pof_g.wav","5dda9b9a9d9e30a06d320ffb","bilabial","German","o","English_mono",1,4
"541",NA,"feel","eng","3.964758724","stim/pief_g.wav","5dda9b9a9d9e30a06d320ffb","bilabial","German","i","English_mono",1,7
"542",NA,"fun","eng","3.964758724","stim/f_schwa_g.wav","5dda9b9a9d9e30a06d320ffb","fricative","German","schwa","English_mono",1,3
"543",NA,"fool","eng","3.964758724","stim/feuf_g.wav","5dda9b9a9d9e30a06d320ffb","fricative","German","y","English_mono",1,2
"544",NA,"fool","eng","3.209419399","stim/peuf_g.wav","5dda9b9a9d9e30a06d320ffb","bilabial","German","y","English_mono",1,2
"545","2","fool","eng","4.011111111","stim/peuf_g.wav","5de2b1568f5cd52ecc1b14b8","bilabial","German","y","English_mono",1,2
"546",NA,"fought","eng","3.007407407","stim/f_schwa_g.wav","5de2b1568f5cd52ecc1b14b8","fricative","German","schwa","English_mono",1,4
"547",NA,"fool","eng","4.003703704","stim/pof_g.wav","5de2b1568f5cd52ecc1b14b8","bilabial","German","o","English_mono",1,2
"548",NA,"feel","eng","4.02962963","stim/fief_g.wav","5de2b1568f5cd52ecc1b14b8","fricative","German","i","English_mono",1,7
"549",NA,"fought","eng","1.977777778","stim/pief_g.wav","5de2b1568f5cd52ecc1b14b8","bilabial","German","i","English_mono",1,4
"550",NA,"feel","eng","2.014814815","stim/feuf_g.wav","5de2b1568f5cd52ecc1b14b8","fricative","German","y","English_mono",1,7
"551",NA,"fought","eng","3.014814815","stim/p_schwa_g.wav","5de2b1568f5cd52ecc1b14b8","bilabial","German","schwa","English_mono",1,4
"552",NA,"fool","eng","4.992592593","stim/fof_g.wav","5de2b1568f5cd52ecc1b14b8","fricative","German","o","English_mono",1,2
"553","2","fool","eng","1.994791667","stim/feuf_g.wav","5e0512cac12a36f6696f9998","fricative","German","y","English_mono",1,2
"554",NA,"fool","eng","3.010416667","stim/fof_g.wav","5e0512cac12a36f6696f9998","fricative","German","o","English_mono",1,2
"555",NA,"fought","eng","2.078125","stim/pof_g.wav","5e0512cac12a36f6696f9998","bilabial","German","o","English_mono",1,4
"556",NA,"feel","eng","4.020833333","stim/fief_g.wav","5e0512cac12a36f6696f9998","fricative","German","i","English_mono",1,7
"557",NA,"fought","eng","3.03125","stim/p_schwa_g.wav","5e0512cac12a36f6696f9998","bilabial","German","schwa","English_mono",1,4
"558",NA,"fool","eng","2.020833333","stim/peuf_g.wav","5e0512cac12a36f6696f9998","bilabial","German","y","English_mono",1,2
"559",NA,"feel","eng","1.989583333","stim/pief_g.wav","5e0512cac12a36f6696f9998","bilabial","German","i","English_mono",1,7
"560",NA,"fought","eng","3.098958333","stim/f_schwa_g.wav","5e0512cac12a36f6696f9998","fricative","German","schwa","English_mono",1,4
"561","2","fought","eng","2.971512087","stim/feuf_g.wav","5e6c0b0fede0271d08d1a3cd","fricative","German","y","English_mono",1,4
"562",NA,"fought","eng","1.928414837","stim/f_schwa_g.wav","5e6c0b0fede0271d08d1a3cd","fricative","German","schwa","English_mono",1,4
"563",NA,"fool","eng","2.826880841","stim/fof_g.wav","5e6c0b0fede0271d08d1a3cd","fricative","German","o","English_mono",1,2
"564",NA,"fought","eng","1.146091983","stim/p_schwa_g.wav","5e6c0b0fede0271d08d1a3cd","bilabial","German","schwa","English_mono",1,4
"565",NA,"fool","eng","2.929875657","stim/pof_g.wav","5e6c0b0fede0271d08d1a3cd","bilabial","German","o","English_mono",1,2
"566",NA,"fought","eng","1.910883893","stim/peuf_g.wav","5e6c0b0fede0271d08d1a3cd","bilabial","German","y","English_mono",1,4
"567",NA,"feel","eng","1.954711503","stim/fief_g.wav","5e6c0b0fede0271d08d1a3cd","fricative","German","i","English_mono",1,7
"568",NA,"feel","eng","1.080350568","stim/pief_g.wav","5e6c0b0fede0271d08d1a3cd","bilabial","German","i","English_mono",1,7
"569","2","fool","eng","4.29234436","stim/fof_g.wav","5e7c021e2b00612482e357fc","fricative","German","o","English_mono",1,2
"570",NA,"feel","eng","2.956743469","stim/fief_g.wav","5e7c021e2b00612482e357fc","fricative","German","i","English_mono",1,7
"571",NA,"fought","eng","4.409906616","stim/f_schwa_g.wav","5e7c021e2b00612482e357fc","fricative","German","schwa","English_mono",1,4
"572",NA,"fun","eng","4.298801575","stim/peuf_g.wav","5e7c021e2b00612482e357fc","bilabial","German","y","English_mono",1,3
"573",NA,"fun","eng","3.543088074","stim/p_schwa_g.wav","5e7c021e2b00612482e357fc","bilabial","German","schwa","English_mono",1,3
"574",NA,"fool","eng","4.200480042","stim/pof_g.wav","5e7c021e2b00612482e357fc","bilabial","German","o","English_mono",1,2
"575",NA,"feel","eng","4.698955688","stim/pief_g.wav","5e7c021e2b00612482e357fc","bilabial","German","i","English_mono",1,7
"576",NA,"fool","eng","4.438294373","stim/feuf_g.wav","5e7c021e2b00612482e357fc","fricative","German","y","English_mono",1,2
"577","2","fool","eng","3.057613169","stim/fof_g.wav","5e8eab0540aaf41584d9b1b9","fricative","German","o","English_mono",1,2
"578",NA,"feel","eng","3.008230453","stim/pof_g.wav","5e8eab0540aaf41584d9b1b9","bilabial","German","o","English_mono",1,7
"579",NA,"feel","eng","3.962962963","stim/pief_g.wav","5e8eab0540aaf41584d9b1b9","bilabial","German","i","English_mono",1,7
"580",NA,"fought","eng","1.995884774","stim/f_schwa_g.wav","5e8eab0540aaf41584d9b1b9","fricative","German","schwa","English_mono",1,4
"581",NA,"feel","eng","4.024691358","stim/fief_g.wav","5e8eab0540aaf41584d9b1b9","fricative","German","i","English_mono",1,7
"582",NA,"fought","eng","1.020576132","stim/p_schwa_g.wav","5e8eab0540aaf41584d9b1b9","bilabial","German","schwa","English_mono",1,4
"583",NA,"fool","eng","1.004115226","stim/peuf_g.wav","5e8eab0540aaf41584d9b1b9","bilabial","German","y","English_mono",1,2
"584",NA,"fool","eng","1.008230453","stim/feuf_g.wav","5e8eab0540aaf41584d9b1b9","fricative","German","y","English_mono",1,2
"585","2","fool","eng","4.9375","stim/peuf_g.wav","5ea3a20ac30a773368592f9e","bilabial","German","y","English_mono",1,2
"586",NA,"fought","eng","3.010416667","stim/pof_g.wav","5ea3a20ac30a773368592f9e","bilabial","German","o","English_mono",1,4
"587",NA,"feel","eng","4.0625","stim/pief_g.wav","5ea3a20ac30a773368592f9e","bilabial","German","i","English_mono",1,7
"588",NA,"fought","eng","3.692708333","stim/fof_g.wav","5ea3a20ac30a773368592f9e","fricative","German","o","English_mono",1,4
"589",NA,"fool","eng","3.692708333","stim/feuf_g.wav","5ea3a20ac30a773368592f9e","fricative","German","y","English_mono",1,2
"590",NA,"fought","eng","2.166666667","stim/f_schwa_g.wav","5ea3a20ac30a773368592f9e","fricative","German","schwa","English_mono",1,4
"591",NA,"feel","eng","4.005208333","stim/fief_g.wav","5ea3a20ac30a773368592f9e","fricative","German","i","English_mono",1,7
"592",NA,"fun","eng","3.338541667","stim/p_schwa_g.wav","5ea3a20ac30a773368592f9e","bilabial","German","schwa","English_mono",1,3
"593","2","feel","eng","4.040740741","stim/pief_g.wav","5ea8154dcfd4dd20473ed88e","bilabial","German","i","English_mono",1,7
"594",NA,"feel","eng","4.040740741","stim/fief_g.wav","5ea8154dcfd4dd20473ed88e","fricative","German","i","English_mono",1,7
"595",NA,"fool","eng","2.514814815","stim/feuf_g.wav","5ea8154dcfd4dd20473ed88e","fricative","German","y","English_mono",1,2
"596",NA,"fought","eng","1.933333333","stim/p_schwa_g.wav","5ea8154dcfd4dd20473ed88e","bilabial","German","schwa","English_mono",1,4
"597",NA,"fought","eng","3.977777778","stim/f_schwa_g.wav","5ea8154dcfd4dd20473ed88e","fricative","German","schwa","English_mono",1,4
"598",NA,"fool","eng","3.296296296","stim/peuf_g.wav","5ea8154dcfd4dd20473ed88e","bilabial","German","y","English_mono",1,2
"599",NA,"fought","eng","4.851851852","stim/fof_g.wav","5ea8154dcfd4dd20473ed88e","fricative","German","o","English_mono",1,4
"600",NA,"fought","eng","3.962962963","stim/pof_g.wav","5ea8154dcfd4dd20473ed88e","bilabial","German","o","English_mono",1,4
"601","2","fought","eng","3.973958333","stim/f_schwa_g.wav","5f14b46fefc95253caca20b4","fricative","German","schwa","English_mono",1,4
"602",NA,"fought","eng","3.005208333","stim/p_schwa_g.wav","5f14b46fefc95253caca20b4","bilabial","German","schwa","English_mono",1,4
"603",NA,"feel","eng","4","stim/fief_g.wav","5f14b46fefc95253caca20b4","fricative","German","i","English_mono",1,7
"604",NA,"fool","eng","2.036458333","stim/peuf_g.wav","5f14b46fefc95253caca20b4","bilabial","German","y","English_mono",1,2
"605",NA,"fought","eng","1.942708333","stim/pof_g.wav","5f14b46fefc95253caca20b4","bilabial","German","o","English_mono",1,4
"606",NA,"feel","eng","2.958333333","stim/pief_g.wav","5f14b46fefc95253caca20b4","bilabial","German","i","English_mono",1,7
"607",NA,"fought","eng","2.979166667","stim/fof_g.wav","5f14b46fefc95253caca20b4","fricative","German","o","English_mono",1,4
"608",NA,"fool","eng","2.953125","stim/feuf_g.wav","5f14b46fefc95253caca20b4","fricative","German","y","English_mono",1,2
"609","2","feel","eng","4.955555669","stim/fief_g.wav","5f4a187b40b01f589fe766eb","fricative","German","i","English_mono",1,7
"610",NA,"fool","eng","4.070370427","stim/pof_g.wav","5f4a187b40b01f589fe766eb","bilabial","German","o","English_mono",1,2
"611",NA,"fought","eng","4.074074074","stim/f_schwa_g.wav","5f4a187b40b01f589fe766eb","fricative","German","schwa","English_mono",1,4
"612",NA,"fought","eng","3.159259372","stim/p_schwa_g.wav","5f4a187b40b01f589fe766eb","bilabial","German","schwa","English_mono",1,4
"613",NA,"feel","eng","4.733333446","stim/pief_g.wav","5f4a187b40b01f589fe766eb","bilabial","German","i","English_mono",1,7
"614",NA,"fool","eng","4.733333446","stim/feuf_g.wav","5f4a187b40b01f589fe766eb","fricative","German","y","English_mono",1,2
"615",NA,"fought","eng","4.733333446","stim/fof_g.wav","5f4a187b40b01f589fe766eb","fricative","German","o","English_mono",1,4
"616",NA,"fool","eng","4.733333446","stim/peuf_g.wav","5f4a187b40b01f589fe766eb","bilabial","German","y","English_mono",1,2
"617","2","feel","eng","2.903703704","stim/fief_g.wav","5f5588eb6fb28c959e202247","fricative","German","i","English_mono",1,7
"618",NA,"feel","eng","2.181481481","stim/pief_g.wav","5f5588eb6fb28c959e202247","bilabial","German","i","English_mono",1,7
"619",NA,"fool","eng","1.948148148","stim/pof_g.wav","5f5588eb6fb28c959e202247","bilabial","German","o","English_mono",1,2
"620",NA,"fool","eng","3.718518519","stim/fof_g.wav","5f5588eb6fb28c959e202247","fricative","German","o","English_mono",1,2
"621",NA,"fought","eng","4.425925926","stim/feuf_g.wav","5f5588eb6fb28c959e202247","fricative","German","y","English_mono",1,4
"622",NA,"fought","eng","1.433333333","stim/peuf_g.wav","5f5588eb6fb28c959e202247","bilabial","German","y","English_mono",1,4
"623",NA,"fun","eng","2.940740741","stim/p_schwa_g.wav","5f5588eb6fb28c959e202247","bilabial","German","schwa","English_mono",1,3
"624",NA,"fun","eng","1.418518519","stim/f_schwa_g.wav","5f5588eb6fb28c959e202247","fricative","German","schwa","English_mono",1,3
"625","2","fun","eng","1.977188394","stim/fof_g.wav","5f5ce7f940a2614f6cb6e747","fricative","German","o","English_mono",1,3
"626",NA,"feel","eng","2.605305234","stim/pief_g.wav","5f5ce7f940a2614f6cb6e747","bilabial","German","i","English_mono",1,7
"627",NA,"fought","eng","3.352254771","stim/peuf_g.wav","5f5ce7f940a2614f6cb6e747","bilabial","German","y","English_mono",1,4
"628",NA,"fool","eng","2.974535874","stim/feuf_g.wav","5f5ce7f940a2614f6cb6e747","fricative","German","y","English_mono",1,2
"629",NA,"fun","eng","4.035543831","stim/f_schwa_g.wav","5f5ce7f940a2614f6cb6e747","fricative","German","schwa","English_mono",1,3
"630",NA,"fought","eng","1.989920619","stim/pof_g.wav","5f5ce7f940a2614f6cb6e747","bilabial","German","o","English_mono",1,4
"631",NA,"feel","eng","3.004243967","stim/fief_g.wav","5f5ce7f940a2614f6cb6e747","fricative","German","i","English_mono",1,7
"632",NA,"fought","eng","3.016976192","stim/p_schwa_g.wav","5f5ce7f940a2614f6cb6e747","bilabial","German","schwa","English_mono",1,4
"633","2","fool","eng","3.988888889","stim/fief_g.wav","5f929fc48b8c2f1d0179fed7","fricative","German","i","English_mono",1,2
"634",NA,"fought","eng","1.992592593","stim/pof_g.wav","5f929fc48b8c2f1d0179fed7","bilabial","German","o","English_mono",1,4
"635",NA,"fought","eng","4.996296296","stim/f_schwa_g.wav","5f929fc48b8c2f1d0179fed7","fricative","German","schwa","English_mono",1,4
"636",NA,"feel","eng","4.007407407","stim/pief_g.wav","5f929fc48b8c2f1d0179fed7","bilabial","German","i","English_mono",1,7
"637",NA,"fought","eng","3.040740741","stim/p_schwa_g.wav","5f929fc48b8c2f1d0179fed7","bilabial","German","schwa","English_mono",1,4
"638",NA,"fool","eng","4.055555556","stim/fof_g.wav","5f929fc48b8c2f1d0179fed7","fricative","German","o","English_mono",1,2
"639",NA,"feel","eng","1.985185185","stim/feuf_g.wav","5f929fc48b8c2f1d0179fed7","fricative","German","y","English_mono",1,7
"640",NA,"feel","eng","1.988888889","stim/peuf_g.wav","5f929fc48b8c2f1d0179fed7","bilabial","German","y","English_mono",1,7
"641","2","fun","eng","3.009447338","stim/f_schwa_g.wav","5f989fa02b5a611b2df1a305","fricative","German","schwa","English_mono",1,3
"642",NA,"feel","eng","2.996961806","stim/feuf_g.wav","5f989fa02b5a611b2df1a305","fricative","German","y","English_mono",1,7
"643",NA,"fought","eng","1.9890625","stim/fof_g.wav","5f989fa02b5a611b2df1a305","fricative","German","o","English_mono",1,4
"644",NA,"fool","eng","1","stim/peuf_g.wav","5f989fa02b5a611b2df1a305","bilabial","German","y","English_mono",1,2
"645",NA,"fought","eng","1","stim/pof_g.wav","5f989fa02b5a611b2df1a305","bilabial","German","o","English_mono",1,4
"646",NA,"feel","eng","3.00973669","stim/fief_g.wav","5f989fa02b5a611b2df1a305","fricative","German","i","English_mono",1,7
"647",NA,"feel","eng","1","stim/pief_g.wav","5f989fa02b5a611b2df1a305","bilabial","German","i","English_mono",1,7
"648",NA,"fun","eng","1.988454861","stim/p_schwa_g.wav","5f989fa02b5a611b2df1a305","bilabial","German","schwa","English_mono",1,3
"649","2","fool","eng","2.003703704","stim/feuf_g.wav","5fe18e1c8929f0c2a41e43d8","fricative","German","y","English_mono",1,2
"650",NA,"fool","eng","1.025925926","stim/peuf_g.wav","5fe18e1c8929f0c2a41e43d8","bilabial","German","y","English_mono",1,2
"651",NA,"fought","eng","3.985185185","stim/fof_g.wav","5fe18e1c8929f0c2a41e43d8","fricative","German","o","English_mono",1,4
"652",NA,"fun","eng","2.048148148","stim/p_schwa_g.wav","5fe18e1c8929f0c2a41e43d8","bilabial","German","schwa","English_mono",1,3
"653",NA,"fun","eng","3.966666667","stim/f_schwa_g.wav","5fe18e1c8929f0c2a41e43d8","fricative","German","schwa","English_mono",1,3
"654",NA,"feel","eng","4.014814815","stim/pief_g.wav","5fe18e1c8929f0c2a41e43d8","bilabial","German","i","English_mono",1,7
"655",NA,"feel","eng","4.014814815","stim/fief_g.wav","5fe18e1c8929f0c2a41e43d8","fricative","German","i","English_mono",1,7
"656",NA,"fool","eng","4.014814815","stim/pof_g.wav","5fe18e1c8929f0c2a41e43d8","bilabial","German","o","English_mono",1,2
"657","2","fun","eng","3.03125","stim/p_schwa_g.wav","5ff40482197628a732bdf46a","bilabial","German","schwa","English_mono",1,3
"658",NA,"fool","eng","4.015625","stim/pof_g.wav","5ff40482197628a732bdf46a","bilabial","German","o","English_mono",1,2
"659",NA,"fun","eng","4.958333333","stim/f_schwa_g.wav","5ff40482197628a732bdf46a","fricative","German","schwa","English_mono",1,3
"660",NA,"feel","eng","4.890625","stim/pief_g.wav","5ff40482197628a732bdf46a","bilabial","German","i","English_mono",1,7
"661",NA,"feel","eng","4.9375","stim/fief_g.wav","5ff40482197628a732bdf46a","fricative","German","i","English_mono",1,7
"662",NA,"fool","eng","2.932291667","stim/peuf_g.wav","5ff40482197628a732bdf46a","bilabial","German","y","English_mono",1,2
"663",NA,"fool","eng","2.932291667","stim/feuf_g.wav","5ff40482197628a732bdf46a","fricative","German","y","English_mono",1,2
"664",NA,"fought","eng","4.078125","stim/fof_g.wav","5ff40482197628a732bdf46a","fricative","German","o","English_mono",1,4
"665","2","fool","eng","1.285185213","stim/peuf_g.wav","603032b2b88b07e8aceb10c4","bilabial","German","y","English_mono",1,2
"666",NA,"fool","eng","3.940740797","stim/feuf_g.wav","603032b2b88b07e8aceb10c4","fricative","German","y","English_mono",1,2
"667",NA,"fun","eng","3.09629624","stim/p_schwa_g.wav","603032b2b88b07e8aceb10c4","bilabial","German","schwa","English_mono",1,3
"668",NA,"fought","eng","3.055555556","stim/f_schwa_g.wav","603032b2b88b07e8aceb10c4","fricative","German","schwa","English_mono",1,4
"669",NA,"fought","eng","1.922222279","stim/fof_g.wav","603032b2b88b07e8aceb10c4","fricative","German","o","English_mono",1,4
"670",NA,"feel","eng","4.048148261","stim/pief_g.wav","603032b2b88b07e8aceb10c4","bilabial","German","i","English_mono",1,7
"671",NA,"feel","eng","4.944444444","stim/fief_g.wav","603032b2b88b07e8aceb10c4","fricative","German","i","English_mono",1,7
"672",NA,"fought","eng","3.040740684","stim/pof_g.wav","603032b2b88b07e8aceb10c4","bilabial","German","o","English_mono",1,4
