"","level","Estimate","Est.Error","Q2.5","Q97.5","language"
"1","feel",0.146069226377451,0.0258296731267681,0.0990309633088553,0.202886994534802,"English"
"2","fin",0.097304077476468,0.0318689743660102,0.0457037097778599,0.171445235253349,"Spanish"
"3","fool",0.0958439168323746,0.0280919258313064,0.0492112467428661,0.157092366789335,"English"
"4","fought",0.194109269997512,0.0364629184953117,0.128668811037024,0.272895947937398,"English"
"5","fun",0.114497876983338,0.0308817022077762,0.0612183072882954,0.183541812031043,"English"
"6","son",0.246406856853631,0.0451360711736196,0.163163989829278,0.339248437450674,"Spanish"
"7","su",0.105768775479226,0.0328790329883166,0.0508924243352902,0.17919692602414,"Spanish"
