"","choice","language_chosen","slider.response","stim","participant","frame","stim_language","phoneme","L1","language_choice_num","choice_num"
"4176","feel","eng","1.014814871","stim/p_schwa_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","schwa","Spanish",1,7
"4177","su","span","1.988889058","stim/feuf_f.wav","613abdfce6575a7bc72a6b85","fricative","french","y","Spanish",0,6
"4178","fin","span","4.985185411","stim/fif_f.wav","613abdfce6575a7bc72a6b85","fricative","french","i","Spanish",0,1
"4179","su","span","2","stim/fof_f.wav","613abdfce6575a7bc72a6b85","fricative","french","o","Spanish",0,6
"4180","feel","eng","1","stim/p_schwa_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","schwa","Spanish",1,7
"4181","su","span","1.996296353","stim/peuf_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","y","Spanish",0,6
"4182","fin","span","4.992592706","stim/pif_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","i","Spanish",0,1
"4183","feel","eng","1.003703788","stim/f_schwa_f.wav","613abdfce6575a7bc72a6b85","fricative","french","schwa","Spanish",1,7
"4184","su","span","2","stim/pof_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","o","Spanish",0,6
"4185","su","span","1.992592706","stim/fof_f.wav","613abdfce6575a7bc72a6b85","fricative","french","o","Spanish",0,6
"4186","su","span","2.988889058","stim/feuf_f.wav","613abdfce6575a7bc72a6b85","fricative","french","y","Spanish",0,6
"4187","fin","span","4.974074187","stim/fif_f.wav","613abdfce6575a7bc72a6b85","fricative","french","i","Spanish",0,1
"4188","feel","eng","1.014814871","stim/p_schwa_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","schwa","Spanish",1,7
"4189","su","span","1.981481481","stim/pof_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","o","Spanish",0,6
"4190","feel","eng","1.011111083","stim/f_schwa_f.wav","613abdfce6575a7bc72a6b85","fricative","french","schwa","Spanish",1,7
"4191","fin","span","4.974074187","stim/pif_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","i","Spanish",0,1
"4192","fool","eng","2.992592706","stim/peuf_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","y","Spanish",1,2
"4193","fin","span","4.981481481","stim/fif_f.wav","613abdfce6575a7bc72a6b85","fricative","french","i","Spanish",0,1
"4194","su","span","3.011111224","stim/feuf_f.wav","613abdfce6575a7bc72a6b85","fricative","french","y","Spanish",0,6
"4195","fool","eng","2.007407577","stim/pof_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","o","Spanish",1,2
"4196","fool","eng","2.018518519","stim/fof_f.wav","613abdfce6575a7bc72a6b85","fricative","french","o","Spanish",1,2
"4197","su","span","3","stim/peuf_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","y","Spanish",0,6
"4198","fin","span","4.996296635","stim/pif_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","i","Spanish",0,1
"4199","feel","eng","1.022222307","stim/f_schwa_f.wav","613abdfce6575a7bc72a6b85","fricative","french","schwa","Spanish",1,7
"4200","feel","eng","1.018518519","stim/p_schwa_f.wav","613abdfce6575a7bc72a6b85","bilabial","french","schwa","Spanish",1,7
"4201","fought","eng","1.988888889","stim/p_schwa_f.wav","613add879e40150ca89fd051","bilabial","french","schwa","Spanish",1,4
"4202","fin","span","2.996296296","stim/pif_f.wav","613add879e40150ca89fd051","bilabial","french","i","Spanish",0,1
"4203","fought","eng","2.996296296","stim/f_schwa_f.wav","613add879e40150ca89fd051","fricative","french","schwa","Spanish",1,4
"4204","fin","span","2.996296296","stim/fif_f.wav","613add879e40150ca89fd051","fricative","french","i","Spanish",0,1
"4205","su","span","2","stim/feuf_f.wav","613add879e40150ca89fd051","fricative","french","y","Spanish",0,6
"4206","fool","eng","2.02962963","stim/peuf_f.wav","613add879e40150ca89fd051","bilabial","french","y","Spanish",1,2
"4207","fun","eng","2","stim/pof_f.wav","613add879e40150ca89fd051","bilabial","french","o","Spanish",1,3
"4208","fought","eng","3","stim/fof_f.wav","613add879e40150ca89fd051","fricative","french","o","Spanish",1,4
"4209","feel","eng","3","stim/pif_f.wav","613add879e40150ca89fd051","bilabial","french","i","Spanish",1,7
"4210","fin","span","4.014814815","stim/fif_f.wav","613add879e40150ca89fd051","fricative","french","i","Spanish",0,1
"4211","fought","eng","2.988888889","stim/f_schwa_f.wav","613add879e40150ca89fd051","fricative","french","schwa","Spanish",1,4
"4212","fought","eng","4.996296296","stim/fof_f.wav","613add879e40150ca89fd051","fricative","french","o","Spanish",1,4
"4213","fun","eng","2.003703704","stim/p_schwa_f.wav","613add879e40150ca89fd051","bilabial","french","schwa","Spanish",1,3
"4214","fought","eng","1.988888889","stim/peuf_f.wav","613add879e40150ca89fd051","bilabial","french","y","Spanish",1,4
"4215","son","span","2","stim/pof_f.wav","613add879e40150ca89fd051","bilabial","french","o","Spanish",0,5
"4216","su","span","2.018518519","stim/feuf_f.wav","613add879e40150ca89fd051","fricative","french","y","Spanish",0,6
"4217","son","span","2.003703704","stim/f_schwa_f.wav","613add879e40150ca89fd051","fricative","french","schwa","Spanish",0,5
"4218","son","span","2.996296296","stim/peuf_f.wav","613add879e40150ca89fd051","bilabial","french","y","Spanish",0,5
"4219","son","span","2.996296296","stim/fof_f.wav","613add879e40150ca89fd051","fricative","french","o","Spanish",0,5
"4220","su","span","2.996296296","stim/feuf_f.wav","613add879e40150ca89fd051","fricative","french","y","Spanish",0,6
"4221","fought","eng","2.003703704","stim/pof_f.wav","613add879e40150ca89fd051","bilabial","french","o","Spanish",1,4
"4222","fought","eng","1.011111111","stim/p_schwa_f.wav","613add879e40150ca89fd051","bilabial","french","schwa","Spanish",1,4
"4223","fin","span","3.992592593","stim/pif_f.wav","613add879e40150ca89fd051","bilabial","french","i","Spanish",0,1
"4224","fin","span","4","stim/fif_f.wav","613add879e40150ca89fd051","fricative","french","i","Spanish",0,1
"4225","son","span","3.018518519","stim/p_schwa_f.wav","613add879e40150ca89fd051","bilabial","french","schwa","Spanish",0,5
"4226","fun","eng","2.007407407","stim/fof_f.wav","613add879e40150ca89fd051","fricative","french","o","Spanish",1,3
"4227","fin","span","4.007407407","stim/pif_f.wav","613add879e40150ca89fd051","bilabial","french","i","Spanish",0,1
"4228","fin","span","4.007407407","stim/fif_f.wav","613add879e40150ca89fd051","fricative","french","i","Spanish",0,1
"4229","su","span","3","stim/peuf_f.wav","613add879e40150ca89fd051","bilabial","french","y","Spanish",0,6
"4230","fought","eng","2","stim/f_schwa_f.wav","613add879e40150ca89fd051","fricative","french","schwa","Spanish",1,4
"4231","son","span","1.992592593","stim/pof_f.wav","613add879e40150ca89fd051","bilabial","french","o","Spanish",0,5
"4232","su","span","3.996296296","stim/feuf_f.wav","613add879e40150ca89fd051","fricative","french","y","Spanish",0,6
"4233","fool","eng","3.007407407","stim/feuf_f.wav","613add879e40150ca89fd051","fricative","french","y","Spanish",1,2
"4234","su","span","4.011111111","stim/peuf_f.wav","613add879e40150ca89fd051","bilabial","french","y","Spanish",0,6
"4235","son","span","2.985185185","stim/pof_f.wav","613add879e40150ca89fd051","bilabial","french","o","Spanish",0,5
"4236","feel","eng","4.014814815","stim/pif_f.wav","613add879e40150ca89fd051","bilabial","french","i","Spanish",1,7
"4237","fun","eng","4.007407407","stim/fof_f.wav","613add879e40150ca89fd051","fricative","french","o","Spanish",1,3
"4238","fought","eng","1.988888889","stim/p_schwa_f.wav","613add879e40150ca89fd051","bilabial","french","schwa","Spanish",1,4
"4239","fin","span","3.988888889","stim/fif_f.wav","613add879e40150ca89fd051","fricative","french","i","Spanish",0,1
"4240","son","span","3.981481481","stim/f_schwa_f.wav","613add879e40150ca89fd051","fricative","french","schwa","Spanish",0,5
"4241","feel","eng","3.578125","stim/fif_f.wav","613af18151be953036664b9a","fricative","french","i","Spanish",1,7
"4242","fun","eng","3.578125","stim/f_schwa_f.wav","613af18151be953036664b9a","fricative","french","schwa","Spanish",1,3
"4243","fought","eng","3.578125","stim/peuf_f.wav","613af18151be953036664b9a","bilabial","french","y","Spanish",1,4
"4244","fool","eng","3.578125","stim/fof_f.wav","613af18151be953036664b9a","fricative","french","o","Spanish",1,2
"4245","fin","span","3.578125","stim/pif_f.wav","613af18151be953036664b9a","bilabial","french","i","Spanish",0,1
"4246","fought","eng","3.578125","stim/pof_f.wav","613af18151be953036664b9a","bilabial","french","o","Spanish",1,4
"4247","fin","span","3.578125","stim/feuf_f.wav","613af18151be953036664b9a","fricative","french","y","Spanish",0,1
"4248","fought","eng","3.578125","stim/p_schwa_f.wav","613af18151be953036664b9a","bilabial","french","schwa","Spanish",1,4
"4249","fought","eng","3.578125","stim/f_schwa_f.wav","613af18151be953036664b9a","fricative","french","schwa","Spanish",1,4
"4250","feel","eng","3.578125","stim/fif_f.wav","613af18151be953036664b9a","fricative","french","i","Spanish",1,7
"4251","fought","eng","3.578125","stim/p_schwa_f.wav","613af18151be953036664b9a","bilabial","french","schwa","Spanish",1,4
"4252","fool","eng","3.578125","stim/peuf_f.wav","613af18151be953036664b9a","bilabial","french","y","Spanish",1,2
"4253","su","span","3.578125","stim/feuf_f.wav","613af18151be953036664b9a","fricative","french","y","Spanish",0,6
"4254","fool","eng","3.578125","stim/pof_f.wav","613af18151be953036664b9a","bilabial","french","o","Spanish",1,2
"4255","fin","span","3.578125","stim/pif_f.wav","613af18151be953036664b9a","bilabial","french","i","Spanish",0,1
"4256","fought","eng","3.578125","stim/fof_f.wav","613af18151be953036664b9a","fricative","french","o","Spanish",1,4
"4257","fought","eng","3.578125","stim/f_schwa_f.wav","613af18151be953036664b9a","fricative","french","schwa","Spanish",1,4
"4258","fought","eng","3.578125","stim/fof_f.wav","613af18151be953036664b9a","fricative","french","o","Spanish",1,4
"4259","fin","span","3.578125","stim/fif_f.wav","613af18151be953036664b9a","fricative","french","i","Spanish",0,1
"4260","fool","eng","3.578125","stim/feuf_f.wav","613af18151be953036664b9a","fricative","french","y","Spanish",1,2
"4261","fought","eng","3.578125","stim/peuf_f.wav","613af18151be953036664b9a","bilabial","french","y","Spanish",1,4
"4262","fought","eng","3.578125","stim/p_schwa_f.wav","613af18151be953036664b9a","bilabial","french","schwa","Spanish",1,4
"4263","fun","eng","3.578125","stim/pof_f.wav","613af18151be953036664b9a","bilabial","french","o","Spanish",1,3
"4264","fin","span","3.578125","stim/pif_f.wav","613af18151be953036664b9a","bilabial","french","i","Spanish",0,1
"4265","feel","eng","3.578125","stim/feuf_f.wav","613af18151be953036664b9a","fricative","french","y","Spanish",1,7
"4266","fought","eng","3.578125","stim/pof_f.wav","613af18151be953036664b9a","bilabial","french","o","Spanish",1,4
"4267","fin","span","3.578125","stim/pif_f.wav","613af18151be953036664b9a","bilabial","french","i","Spanish",0,1
"4268","son","span","3.578125","stim/f_schwa_f.wav","613af18151be953036664b9a","fricative","french","schwa","Spanish",0,5
"4269","fought","eng","3.578125","stim/peuf_f.wav","613af18151be953036664b9a","bilabial","french","y","Spanish",1,4
"4270","fin","span","3.578125","stim/fif_f.wav","613af18151be953036664b9a","fricative","french","i","Spanish",0,1
"4271","fought","eng","3.578125","stim/p_schwa_f.wav","613af18151be953036664b9a","bilabial","french","schwa","Spanish",1,4
"4272","fought","eng","3.578125","stim/fof_f.wav","613af18151be953036664b9a","fricative","french","o","Spanish",1,4
"4273","fun","eng","3.578125","stim/feuf_f.wav","613af18151be953036664b9a","fricative","french","y","Spanish",1,3
"4274","fin","span","3.578125","stim/fif_f.wav","613af18151be953036664b9a","fricative","french","i","Spanish",0,1
"4275","feel","eng","3.578125","stim/pif_f.wav","613af18151be953036664b9a","bilabial","french","i","Spanish",1,7
"4276","fought","eng","3.578125","stim/peuf_f.wav","613af18151be953036664b9a","bilabial","french","y","Spanish",1,4
"4277","fought","eng","3.578125","stim/f_schwa_f.wav","613af18151be953036664b9a","fricative","french","schwa","Spanish",1,4
"4278","fought","eng","3.578125","stim/p_schwa_f.wav","613af18151be953036664b9a","bilabial","french","schwa","Spanish",1,4
"4279","fought","eng","3.578125","stim/pof_f.wav","613af18151be953036664b9a","bilabial","french","o","Spanish",1,4
"4280","fought","eng","3.578125","stim/fof_f.wav","613af18151be953036664b9a","fricative","french","o","Spanish",1,4
"4281","fought","eng","4.014596897","stim/peuf_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","y","Spanish",1,4
"4282","fool","eng","3.998560113","stim/feuf_f.wav","613b8c9719c838f7c5e7297c","fricative","french","y","Spanish",1,2
"4283","fin","span","3.994529622","stim/pif_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","i","Spanish",0,1
"4284","fun","eng","3.994529622","stim/pof_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","o","Spanish",1,3
"4285","feel","eng","3.994529622","stim/fif_f.wav","613b8c9719c838f7c5e7297c","fricative","french","i","Spanish",1,7
"4286","fought","eng","3.994529622","stim/fof_f.wav","613b8c9719c838f7c5e7297c","fricative","french","o","Spanish",1,4
"4287","fin","span","3.003532444","stim/f_schwa_f.wav","613b8c9719c838f7c5e7297c","fricative","french","schwa","Spanish",0,1
"4288","fun","eng","2.986259494","stim/p_schwa_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","schwa","Spanish",1,3
"4289","fought","eng","4.004252116","stim/fof_f.wav","613b8c9719c838f7c5e7297c","fricative","french","o","Spanish",1,4
"4290","son","span","4.004252116","stim/f_schwa_f.wav","613b8c9719c838f7c5e7297c","fricative","french","schwa","Spanish",0,5
"4291","son","span","3.023504774","stim/p_schwa_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","schwa","Spanish",0,5
"4292","fool","eng","3.971817491","stim/peuf_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","y","Spanish",1,2
"4293","fun","eng","3.971817491","stim/pof_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","o","Spanish",1,3
"4294","fin","span","3.001077474","stim/pif_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","i","Spanish",0,1
"4295","feel","eng","3.922241211","stim/fif_f.wav","613b8c9719c838f7c5e7297c","fricative","french","i","Spanish",1,7
"4296","fool","eng","3.922241211","stim/feuf_f.wav","613b8c9719c838f7c5e7297c","fricative","french","y","Spanish",1,2
"4297","fool","eng","3.922241211","stim/feuf_f.wav","613b8c9719c838f7c5e7297c","fricative","french","y","Spanish",1,2
"4298","fin","span","3.016129829","stim/pif_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","i","Spanish",0,1
"4299","fun","eng","2.927622342","stim/p_schwa_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","schwa","Spanish",1,3
"4300","son","span","2.983495822","stim/fof_f.wav","613b8c9719c838f7c5e7297c","fricative","french","o","Spanish",0,5
"4301","fool","eng","4.011882595","stim/peuf_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","y","Spanish",1,2
"4302","feel","eng","4.011882595","stim/fif_f.wav","613b8c9719c838f7c5e7297c","fricative","french","i","Spanish",1,7
"4303","su","span","4.011882595","stim/f_schwa_f.wav","613b8c9719c838f7c5e7297c","fricative","french","schwa","Spanish",0,6
"4304","fun","eng","4.011882595","stim/pof_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","o","Spanish",1,3
"4305","fun","eng","4.011882595","stim/p_schwa_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","schwa","Spanish",1,3
"4306","su","span","3.05258572","stim/pof_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","o","Spanish",0,6
"4307","fool","eng","3.95301161","stim/pif_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","i","Spanish",1,2
"4308","feel","eng","4.013838976","stim/fif_f.wav","613b8c9719c838f7c5e7297c","fricative","french","i","Spanish",1,7
"4309","fun","eng","4.013838976","stim/f_schwa_f.wav","613b8c9719c838f7c5e7297c","fricative","french","schwa","Spanish",1,3
"4310","son","span","3.943751628","stim/fof_f.wav","613b8c9719c838f7c5e7297c","fricative","french","o","Spanish",0,5
"4311","fool","eng","3.943751628","stim/peuf_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","y","Spanish",1,2
"4312","fool","eng","3.943751628","stim/feuf_f.wav","613b8c9719c838f7c5e7297c","fricative","french","y","Spanish",1,2
"4313","fool","eng","3.943751628","stim/peuf_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","y","Spanish",1,2
"4314","fin","span","3.943751628","stim/pif_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","i","Spanish",0,1
"4315","fun","eng","3.943751628","stim/f_schwa_f.wav","613b8c9719c838f7c5e7297c","fricative","french","schwa","Spanish",1,3
"4316","son","span","3.943751628","stim/pof_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","o","Spanish",0,5
"4317","feel","eng","3.943751628","stim/fif_f.wav","613b8c9719c838f7c5e7297c","fricative","french","i","Spanish",1,7
"4318","fought","eng","2.976056858","stim/p_schwa_f.wav","613b8c9719c838f7c5e7297c","bilabial","french","schwa","Spanish",1,4
"4319","fun","eng","3.010081109","stim/fof_f.wav","613b8c9719c838f7c5e7297c","fricative","french","o","Spanish",1,3
"4320","fool","eng","3.981611871","stim/feuf_f.wav","613b8c9719c838f7c5e7297c","fricative","french","y","Spanish",1,2
"4321","fought","eng","3.895833333","stim/f_schwa_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","schwa","Spanish",1,4
"4322","fought","eng","3.895833333","stim/fof_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","o","Spanish",1,4
"4323","fun","eng","3.734375","stim/feuf_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","y","Spanish",1,3
"4324","feel","eng","3.734375","stim/fif_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","i","Spanish",1,7
"4325","fought","eng","3.833333333","stim/peuf_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","y","Spanish",1,4
"4326","fun","eng","4.15625","stim/pif_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","i","Spanish",1,3
"4327","fool","eng","4.5625","stim/p_schwa_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","schwa","Spanish",1,2
"4328","feel","eng","3.052083333","stim/pof_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","o","Spanish",1,7
"4329","son","span","2.630208333","stim/fif_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","i","Spanish",0,5
"4330","fun","eng","2.630208333","stim/feuf_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","y","Spanish",1,3
"4331","fought","eng","2.630208333","stim/f_schwa_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","schwa","Spanish",1,4
"4332","feel","eng","2.697916667","stim/pif_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","i","Spanish",1,7
"4333","fought","eng","2.697916667","stim/pof_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","o","Spanish",1,4
"4334","fool","eng","3.755208333","stim/fof_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","o","Spanish",1,2
"4335","feel","eng","3.619791667","stim/p_schwa_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","schwa","Spanish",1,7
"4336","fought","eng","3.041666667","stim/peuf_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","y","Spanish",1,4
"4337","fun","eng","3.041666667","stim/fif_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","i","Spanish",1,3
"4338","fought","eng","3.614583333","stim/fof_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","o","Spanish",1,4
"4339","feel","eng","3.010416667","stim/peuf_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","y","Spanish",1,7
"4340","feel","eng","3.880208333","stim/f_schwa_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","schwa","Spanish",1,7
"4341","fool","eng","3.984375","stim/p_schwa_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","schwa","Spanish",1,2
"4342","fought","eng","2.807291667","stim/pif_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","i","Spanish",1,4
"4343","feel","eng","2.395833333","stim/pof_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","o","Spanish",1,7
"4344","fun","eng","3.640625","stim/feuf_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","y","Spanish",1,3
"4345","fought","eng","4.052083333","stim/fof_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","o","Spanish",1,4
"4346","feel","eng","2.59375","stim/p_schwa_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","schwa","Spanish",1,7
"4347","fool","eng","1.901041667","stim/pif_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","i","Spanish",1,2
"4348","fought","eng","3.421875","stim/peuf_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","y","Spanish",1,4
"4349","feel","eng","4.057291667","stim/f_schwa_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","schwa","Spanish",1,7
"4350","fool","eng","4.317708333","stim/feuf_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","y","Spanish",1,2
"4351","fought","eng","3.479166667","stim/fif_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","i","Spanish",1,4
"4352","fool","eng","2.479166667","stim/pof_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","o","Spanish",1,2
"4353","fool","eng","1.791666667","stim/p_schwa_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","schwa","Spanish",1,2
"4354","fought","eng","3.71875","stim/feuf_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","y","Spanish",1,4
"4355","fun","eng","4.359375","stim/pif_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","i","Spanish",1,3
"4356","fought","eng","3.1875","stim/fof_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","o","Spanish",1,4
"4357","feel","eng","3.1875","stim/f_schwa_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","schwa","Spanish",1,7
"4358","fool","eng","2.546875","stim/fif_f.wav","613bcc7803e6e071da0b7b3f","fricative","french","i","Spanish",1,2
"4359","fun","eng","4.036458333","stim/pof_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","o","Spanish",1,3
"4360","fought","eng","4.036458333","stim/peuf_f.wav","613bcc7803e6e071da0b7b3f","bilabial","french","y","Spanish",1,4
"4361","fin","span","3.010416667","stim/fif_f.wav","61400425790ab5dbef568393","fricative","french","i","Spanish",0,1
"4362","fool","eng","2.052083333","stim/peuf_f.wav","61400425790ab5dbef568393","bilabial","french","y","Spanish",1,2
"4363","fin","span","3.015625","stim/pif_f.wav","61400425790ab5dbef568393","bilabial","french","i","Spanish",0,1
"4364","fought","eng","4.072916667","stim/f_schwa_f.wav","61400425790ab5dbef568393","fricative","french","schwa","Spanish",1,4
"4365","fought","eng","3.984375","stim/fof_f.wav","61400425790ab5dbef568393","fricative","french","o","Spanish",1,4
"4366","fun","eng","3.036458333","stim/p_schwa_f.wav","61400425790ab5dbef568393","bilabial","french","schwa","Spanish",1,3
"4367","su","span","2.984375","stim/feuf_f.wav","61400425790ab5dbef568393","fricative","french","y","Spanish",0,6
"4368","fought","eng","3.036458333","stim/pof_f.wav","61400425790ab5dbef568393","bilabial","french","o","Spanish",1,4
"4369","su","span","3","stim/peuf_f.wav","61400425790ab5dbef568393","bilabial","french","y","Spanish",0,6
"4370","su","span","3.046875","stim/feuf_f.wav","61400425790ab5dbef568393","fricative","french","y","Spanish",0,6
"4371","son","span","3.046875","stim/pof_f.wav","61400425790ab5dbef568393","bilabial","french","o","Spanish",0,5
"4372","fin","span","3.067708333","stim/p_schwa_f.wav","61400425790ab5dbef568393","bilabial","french","schwa","Spanish",0,1
"4373","su","span","3.010416667","stim/fof_f.wav","61400425790ab5dbef568393","fricative","french","o","Spanish",0,6
"4374","fin","span","3.989583333","stim/fif_f.wav","61400425790ab5dbef568393","fricative","french","i","Spanish",0,1
"4375","fin","span","4.010416667","stim/pif_f.wav","61400425790ab5dbef568393","bilabial","french","i","Spanish",0,1
"4376","feel","eng","3.088541667","stim/f_schwa_f.wav","61400425790ab5dbef568393","fricative","french","schwa","Spanish",1,7
"4377","fun","eng","2.072916667","stim/f_schwa_f.wav","61400425790ab5dbef568393","fricative","french","schwa","Spanish",1,3
"4378","feel","eng","4.015625","stim/pif_f.wav","61400425790ab5dbef568393","bilabial","french","i","Spanish",1,7
"4379","su","span","3.994791667","stim/feuf_f.wav","61400425790ab5dbef568393","fricative","french","y","Spanish",0,6
"4380","fun","eng","3.036458333","stim/p_schwa_f.wav","61400425790ab5dbef568393","bilabial","french","schwa","Spanish",1,3
"4381","fun","eng","2.041666667","stim/pof_f.wav","61400425790ab5dbef568393","bilabial","french","o","Spanish",1,3
"4382","su","span","3.041666667","stim/fof_f.wav","61400425790ab5dbef568393","fricative","french","o","Spanish",0,6
"4383","feel","eng","4.098958333","stim/fif_f.wav","61400425790ab5dbef568393","fricative","french","i","Spanish",1,7
"4384","su","span","3.130208333","stim/peuf_f.wav","61400425790ab5dbef568393","bilabial","french","y","Spanish",0,6
"4385","fun","eng","3","stim/f_schwa_f.wav","61400425790ab5dbef568393","fricative","french","schwa","Spanish",1,3
"4386","fin","span","4.057291667","stim/pif_f.wav","61400425790ab5dbef568393","bilabial","french","i","Spanish",0,1
"4387","son","span","2.942708333","stim/fof_f.wav","61400425790ab5dbef568393","fricative","french","o","Spanish",0,5
"4388","su","span","4.020833333","stim/peuf_f.wav","61400425790ab5dbef568393","bilabial","french","y","Spanish",0,6
"4389","son","span","2.973958333","stim/pof_f.wav","61400425790ab5dbef568393","bilabial","french","o","Spanish",0,5
"4390","su","span","3.916666667","stim/feuf_f.wav","61400425790ab5dbef568393","fricative","french","y","Spanish",0,6
"4391","fun","eng","3.041666667","stim/p_schwa_f.wav","61400425790ab5dbef568393","bilabial","french","schwa","Spanish",1,3
"4392","fin","span","4.041666667","stim/fif_f.wav","61400425790ab5dbef568393","fricative","french","i","Spanish",0,1
"4393","fought","eng","4","stim/f_schwa_f.wav","61400425790ab5dbef568393","fricative","french","schwa","Spanish",1,4
"4394","su","span","2.984375","stim/pof_f.wav","61400425790ab5dbef568393","bilabial","french","o","Spanish",0,6
"4395","fin","span","2.979166667","stim/pif_f.wav","61400425790ab5dbef568393","bilabial","french","i","Spanish",0,1
"4396","fun","eng","3.104166667","stim/p_schwa_f.wav","61400425790ab5dbef568393","bilabial","french","schwa","Spanish",1,3
"4397","fun","eng","3.078125","stim/fof_f.wav","61400425790ab5dbef568393","fricative","french","o","Spanish",1,3
"4398","fin","span","3.177083333","stim/fif_f.wav","61400425790ab5dbef568393","fricative","french","i","Spanish",0,1
"4399","su","span","3.984375","stim/peuf_f.wav","61400425790ab5dbef568393","bilabial","french","y","Spanish",0,6
"4400","su","span","4.046875","stim/feuf_f.wav","61400425790ab5dbef568393","fricative","french","y","Spanish",0,6
"4401","feel","eng","2.8","stim/f_schwa_f.wav","6142102f6c590438c4704e3f","fricative","french","schwa","Spanish",1,7
"4402","feel","eng","2.107407407","stim/p_schwa_f.wav","6142102f6c590438c4704e3f","bilabial","french","schwa","Spanish",1,7
"4403","fought","eng","1.925925926","stim/peuf_f.wav","6142102f6c590438c4704e3f","bilabial","french","y","Spanish",1,4
"4404","feel","eng","1.955555556","stim/pof_f.wav","6142102f6c590438c4704e3f","bilabial","french","o","Spanish",1,7
"4405","feel","eng","1.144444444","stim/pif_f.wav","6142102f6c590438c4704e3f","bilabial","french","i","Spanish",1,7
"4406","feel","eng","1.048148148","stim/fif_f.wav","6142102f6c590438c4704e3f","fricative","french","i","Spanish",1,7
"4407","fought","eng","1","stim/fof_f.wav","6142102f6c590438c4704e3f","fricative","french","o","Spanish",1,4
"4408","fought","eng","1.007407407","stim/feuf_f.wav","6142102f6c590438c4704e3f","fricative","french","y","Spanish",1,4
