"","estimate__","phoneme","cats__","upper__","lower__","stim_language","group"
"1",0.923530838811097,"i","feel",0.962818554660591,0.86342343064386,"French","monolingual"
"2",5.76794255046004e-26,"o","feel",0.00018224832311439,5.13341894099806e-65,"French","monolingual"
"3",0.147152056613048,"schwa","feel",0.22618715969954,0.0885707969860166,"French","monolingual"
"4",0.0430568885135367,"y","feel",0.092650732900078,0.0145049254035106,"French","monolingual"
"5",0.923530838811097,"i","feel",0.962818554660591,0.86342343064386,"French","monolingual"
"6",5.76794255046004e-26,"o","feel",0.00018224832311439,5.13341894099806e-65,"French","monolingual"
"7",0.147152056613048,"schwa","feel",0.22618715969954,0.0885707969860166,"French","monolingual"
"8",0.0430568885135367,"y","feel",0.092650732900078,0.0145049254035106,"French","monolingual"
"9",0.923530838811097,"i","feel",0.962818554660591,0.86342343064386,"French","monolingual"
"10",5.76794255046004e-26,"o","feel",0.00018224832311439,5.13341894099806e-65,"French","monolingual"
"11",0.147152056613048,"schwa","feel",0.22618715969954,0.0885707969860166,"French","monolingual"
"12",0.0430568885135367,"y","feel",0.092650732900078,0.0145049254035106,"French","monolingual"
"13",0.923530838811097,"i","feel",0.962818554660591,0.86342343064386,"French","monolingual"
"14",5.76794255046004e-26,"o","feel",0.00018224832311439,5.13341894099806e-65,"French","monolingual"
"15",0.147152056613048,"schwa","feel",0.22618715969954,0.0885707969860166,"French","monolingual"
"16",0.0430568885135367,"y","feel",0.092650732900078,0.0145049254035106,"French","monolingual"
"17",0.955280554111495,"i","feel",0.983208874212978,0.905437668823221,"German","monolingual"
"18",0.00712111316319969,"o","feel",0.0347994504511313,0.000263924504355791,"German","monolingual"
"19",0.00691425819222294,"schwa","feel",0.0362171733506719,0.000311778116032159,"German","monolingual"
"20",0.0567383488953929,"y","feel",0.114910300040891,0.0221618603841739,"German","monolingual"
"21",0.955280554111495,"i","feel",0.983208874212978,0.905437668823221,"German","monolingual"
"22",0.00712111316319969,"o","feel",0.0347994504511313,0.000263924504355791,"German","monolingual"
"23",0.00691425819222294,"schwa","feel",0.0362171733506719,0.000311778116032159,"German","monolingual"
"24",0.0567383488953929,"y","feel",0.114910300040891,0.0221618603841739,"German","monolingual"
"25",0.955280554111495,"i","feel",0.983208874212978,0.905437668823221,"German","monolingual"
"26",0.00712111316319969,"o","feel",0.0347994504511313,0.000263924504355791,"German","monolingual"
"27",0.00691425819222294,"schwa","feel",0.0362171733506719,0.000311778116032159,"German","monolingual"
"28",0.0567383488953929,"y","feel",0.114910300040891,0.0221618603841739,"German","monolingual"
"29",0.955280554111495,"i","feel",0.983208874212978,0.905437668823221,"German","monolingual"
"30",0.00712111316319969,"o","feel",0.0347994504511313,0.000263924504355791,"German","monolingual"
"31",0.00691425819222294,"schwa","feel",0.0362171733506719,0.000311778116032159,"German","monolingual"
"32",0.0567383488953929,"y","feel",0.114910300040891,0.0221618603841739,"German","monolingual"
"33",0.0392980412395777,"i","fool",0.0874752751679066,0.0131738019197445,"French","monolingual"
"34",0.0658561743944033,"o","fool",0.125492946226911,0.0293079493215288,"French","monolingual"
"35",0.0227631217444202,"schwa","fool",0.0615351653345864,0.00494136835233324,"French","monolingual"
"36",0.732572389580617,"y","fool",0.819519948111534,0.629760140169826,"French","monolingual"
"37",0.0392980412395777,"i","fool",0.0874752751679066,0.0131738019197445,"French","monolingual"
"38",0.0658561743944033,"o","fool",0.125492946226911,0.0293079493215288,"French","monolingual"
"39",0.0227631217444202,"schwa","fool",0.0615351653345864,0.00494136835233324,"French","monolingual"
"40",0.732572389580617,"y","fool",0.819519948111534,0.629760140169826,"French","monolingual"
"41",0.0392980412395777,"i","fool",0.0874752751679066,0.0131738019197445,"French","monolingual"
"42",0.0658561743944033,"o","fool",0.125492946226911,0.0293079493215288,"French","monolingual"
"43",0.0227631217444202,"schwa","fool",0.0615351653345864,0.00494136835233324,"French","monolingual"
"44",0.732572389580617,"y","fool",0.819519948111534,0.629760140169826,"French","monolingual"
"45",0.0392980412395777,"i","fool",0.0874752751679066,0.0131738019197445,"French","monolingual"
"46",0.0658561743944033,"o","fool",0.125492946226911,0.0293079493215288,"French","monolingual"
"47",0.0227631217444202,"schwa","fool",0.0615351653345864,0.00494136835233324,"French","monolingual"
"48",0.732572389580617,"y","fool",0.819519948111534,0.629760140169826,"French","monolingual"
"49",0.0156513387896211,"i","fool",0.0510305331008491,0.00230830826479969,"German","monolingual"
"50",0.439648448694442,"o","fool",0.575354202809457,0.309927697672748,"German","monolingual"
"51",3.77057379749838e-39,"schwa","fool",2.75028112735339e-05,2.03252204489597e-104,"German","monolingual"
"52",0.820191851908207,"y","fool",0.890573144171982,0.731596599271708,"German","monolingual"
"53",0.0156513387896211,"i","fool",0.0510305331008491,0.00230830826479969,"German","monolingual"
"54",0.439648448694442,"o","fool",0.575354202809457,0.309927697672748,"German","monolingual"
"55",3.77057379749838e-39,"schwa","fool",2.75028112735339e-05,2.03252204489597e-104,"German","monolingual"
"56",0.820191851908207,"y","fool",0.890573144171982,0.731596599271708,"German","monolingual"
"57",0.0156513387896211,"i","fool",0.0510305331008491,0.00230830826479969,"German","monolingual"
"58",0.439648448694442,"o","fool",0.575354202809457,0.309927697672748,"German","monolingual"
"59",3.77057379749838e-39,"schwa","fool",2.75028112735339e-05,2.03252204489597e-104,"German","monolingual"
"60",0.820191851908207,"y","fool",0.890573144171982,0.731596599271708,"German","monolingual"
"61",0.0156513387896211,"i","fool",0.0510305331008491,0.00230830826479969,"German","monolingual"
"62",0.439648448694442,"o","fool",0.575354202809457,0.309927697672748,"German","monolingual"
"63",3.77057379749838e-39,"schwa","fool",2.75028112735339e-05,2.03252204489597e-104,"German","monolingual"
"64",0.820191851908207,"y","fool",0.890573144171982,0.731596599271708,"German","monolingual"
"65",0.0177827961755625,"i","fought",0.0499840627418124,0.00451647988461825,"French","monolingual"
"66",0.361197798632962,"o","fought",0.48874482940786,0.249148522842473,"French","monolingual"
"67",0.278183761503016,"schwa","fought",0.398453698193376,0.177717561901013,"French","monolingual"
"68",0.159012350517975,"y","fought",0.255676151372991,0.0911291885870911,"French","monolingual"
"69",0.0177827961755625,"i","fought",0.0499840627418124,0.00451647988461825,"French","monolingual"
"70",0.361197798632962,"o","fought",0.48874482940786,0.249148522842473,"French","monolingual"
"71",0.278183761503016,"schwa","fought",0.398453698193376,0.177717561901013,"French","monolingual"
"72",0.159012350517975,"y","fought",0.255676151372991,0.0911291885870911,"French","monolingual"
"73",0.0177827961755625,"i","fought",0.0499840627418124,0.00451647988461825,"French","monolingual"
"74",0.361197798632962,"o","fought",0.48874482940786,0.249148522842473,"French","monolingual"
"75",0.278183761503016,"schwa","fought",0.398453698193376,0.177717561901013,"French","monolingual"
"76",0.159012350517975,"y","fought",0.255676151372991,0.0911291885870911,"French","monolingual"
"77",0.0177827961755625,"i","fought",0.0499840627418124,0.00451647988461825,"French","monolingual"
"78",0.361197798632962,"o","fought",0.48874482940786,0.249148522842473,"French","monolingual"
"79",0.278183761503016,"schwa","fought",0.398453698193376,0.177717561901013,"French","monolingual"
"80",0.159012350517975,"y","fought",0.255676151372991,0.0911291885870911,"French","monolingual"
"81",0.0256743820370932,"i","fought",0.0662007245053609,0.00744679700164712,"German","monolingual"
"82",0.532266274248349,"o","fought",0.668323515789623,0.39446946496304,"German","monolingual"
"83",0.40042988683829,"schwa","fought",0.537544050315948,0.275533686527699,"German","monolingual"
"84",0.0702704033663353,"y","fought",0.138256351412945,0.0314725558580847,"German","monolingual"
"85",0.0256743820370932,"i","fought",0.0662007245053609,0.00744679700164712,"German","monolingual"
"86",0.532266274248349,"o","fought",0.668323515789623,0.39446946496304,"German","monolingual"
"87",0.40042988683829,"schwa","fought",0.537544050315948,0.275533686527699,"German","monolingual"
"88",0.0702704033663353,"y","fought",0.138256351412945,0.0314725558580847,"German","monolingual"
"89",0.0256743820370932,"i","fought",0.0662007245053609,0.00744679700164712,"German","monolingual"
"90",0.532266274248349,"o","fought",0.668323515789623,0.39446946496304,"German","monolingual"
"91",0.40042988683829,"schwa","fought",0.537544050315948,0.275533686527699,"German","monolingual"
"92",0.0702704033663353,"y","fought",0.138256351412945,0.0314725558580847,"German","monolingual"
"93",0.0256743820370932,"i","fought",0.0662007245053609,0.00744679700164712,"German","monolingual"
"94",0.532266274248349,"o","fought",0.668323515789623,0.39446946496304,"German","monolingual"
"95",0.40042988683829,"schwa","fought",0.537544050315948,0.275533686527699,"German","monolingual"
"96",0.0702704033663353,"y","fought",0.138256351412945,0.0314725558580847,"German","monolingual"
"97",0.0144550104678996,"i","fun",0.0478314293519989,0.00194070431910455,"French","monolingual"
"98",0.569402431189263,"o","fun",0.681859182847347,0.445709180815938,"French","monolingual"
"99",0.544750029845204,"schwa","fun",0.652613501177106,0.436184121549507,"French","monolingual"
"100",0.0578504344440766,"y","fun",0.116113391780986,0.0251395081864417,"French","monolingual"
"101",0.0144550104678996,"i","fun",0.0478314293519989,0.00194070431910455,"French","monolingual"
"102",0.569402431189263,"o","fun",0.681859182847347,0.445709180815938,"French","monolingual"
"103",0.544750029845204,"schwa","fun",0.652613501177106,0.436184121549507,"French","monolingual"
"104",0.0578504344440766,"y","fun",0.116113391780986,0.0251395081864417,"French","monolingual"
"105",0.0144550104678996,"i","fun",0.0478314293519989,0.00194070431910455,"French","monolingual"
"106",0.569402431189263,"o","fun",0.681859182847347,0.445709180815938,"French","monolingual"
"107",0.544750029845204,"schwa","fun",0.652613501177106,0.436184121549507,"French","monolingual"
"108",0.0578504344440766,"y","fun",0.116113391780986,0.0251395081864417,"French","monolingual"
"109",0.0144550104678996,"i","fun",0.0478314293519989,0.00194070431910455,"French","monolingual"
"110",0.569402431189263,"o","fun",0.681859182847347,0.445709180815938,"French","monolingual"
"111",0.544750029845204,"schwa","fun",0.652613501177106,0.436184121549507,"French","monolingual"
"112",0.0578504344440766,"y","fun",0.116113391780986,0.0251395081864417,"French","monolingual"
"113",2.73743723787237e-39,"i","fun",1.5515355687116e-05,7.71887819492038e-106,"German","monolingual"
"114",0.0158249483073371,"o","fun",0.0548958576139487,0.00231917817883715,"German","monolingual"
"115",0.589286989950601,"schwa","fun",0.715869201715669,0.451322176038339,"German","monolingual"
"116",0.045636548354532,"y","fun",0.0982708697111732,0.0156083458364972,"German","monolingual"
"117",2.73743723787237e-39,"i","fun",1.5515355687116e-05,7.71887819492038e-106,"German","monolingual"
"118",0.0158249483073371,"o","fun",0.0548958576139487,0.00231917817883715,"German","monolingual"
"119",0.589286989950601,"schwa","fun",0.715869201715669,0.451322176038339,"German","monolingual"
"120",0.045636548354532,"y","fun",0.0982708697111732,0.0156083458364972,"German","monolingual"
"121",2.73743723787237e-39,"i","fun",1.5515355687116e-05,7.71887819492038e-106,"German","monolingual"
"122",0.0158249483073371,"o","fun",0.0548958576139487,0.00231917817883715,"German","monolingual"
"123",0.589286989950601,"schwa","fun",0.715869201715669,0.451322176038339,"German","monolingual"
"124",0.045636548354532,"y","fun",0.0982708697111732,0.0156083458364972,"German","monolingual"
"125",2.73743723787237e-39,"i","fun",1.5515355687116e-05,7.71887819492038e-106,"German","monolingual"
"126",0.0158249483073371,"o","fun",0.0548958576139487,0.00231917817883715,"German","monolingual"
"127",0.589286989950601,"schwa","fun",0.715869201715669,0.451322176038339,"German","monolingual"
"128",0.045636548354532,"y","fun",0.0982708697111732,0.0156083458364972,"German","monolingual"
"129",0.979180041420882,"i","feel",0.956813588916906,0.991916894464391,"German","bilingual"
"130",0.0126543986336038,"i","fool",0.0233997804820523,0.00555438691384254,"German","bilingual"
"131",0.00588991230173749,"i","fought",0.0126689965739137,0.00214823758850098,"German","bilingual"
"132",0.00227564764377722,"i","fun",0.0071176340271284,0.000380481033265099,"German","bilingual"
"133",0.970794894830319,"i","feel",0.95221336854339,0.98319980770023,"French","bilingual"
"134",0.027408165859829,"i","fool",0.0413922322857966,0.0164536735244222,"French","bilingual"
"135",0.00179693930889987,"i","fought",0.00603263344709557,0.000346518775347778,"French","bilingual"
"136",9.52489099782497e-13,"i","fun",0.000361765723717686,3.20449910149386e-33,"French","bilingual"
"137",0.00760744174855997,"o","feel",0.0160829906613021,0.00208147697375699,"German","bilingual"
"138",0.725934134431609,"o","fool",0.665295257752048,0.785063236425686,"German","bilingual"
"139",0.241013362001994,"o","fought",0.278683768781209,0.19773854710271,"German","bilingual"
"140",0.0254450618178367,"o","fun",0.0399379828054407,0.0151167394978461,"German","bilingual"
"141",0.0120788442354536,"o","feel",0.0213178241882812,0.00606494163705848,"French","bilingual"
"142",0.0581326982346589,"o","fool",0.080341331826416,0.0411605984755331,"French","bilingual"
"143",0.104743347205681,"o","fought",0.151565265799518,0.0634288221280342,"French","bilingual"
"144",0.825045110324206,"o","fun",0.746775578185785,0.889345637759374,"French","bilingual"
"145",0.0390164782350828,"y","feel",0.0556113366999396,0.0245066799343882,"German","bilingual"
"146",0.923734720135466,"y","fool",0.883065341547031,0.955408058095682,"German","bilingual"
"147",0.0236934031023228,"y","fought",0.0369941887889865,0.0137864195394801,"German","bilingual"
"148",0.0135553985271287,"y","fun",0.0243291329640427,0.00629884243044936,"German","bilingual"
"149",0.0495218080861473,"y","feel",0.0643479055934252,0.0354294835342953,"French","bilingual"
"150",0.909308066678268,"y","fool",0.867901586386966,0.941614275324432,"French","bilingual"
"151",0.0211623361535745,"y","fought",0.0349402106132152,0.0116474496644876,"French","bilingual"
"152",0.0200077890820103,"y","fun",0.0328102974063937,0.0113087914767855,"French","bilingual"
"153",6.66158407356683e-10,"schwa","feel",0.00038505475558856,6.16925118183885e-20,"German","bilingual"
"154",0.00463702119447033,"schwa","fool",0.0102451140406791,0.00155651048325624,"German","bilingual"
"155",0.168157897734384,"schwa","fought",0.234087654197289,0.11887904615025,"German","bilingual"
"156",0.827205080404988,"schwa","fun",0.755282177006443,0.879564443366494,"German","bilingual"
"157",0.064771090870355,"schwa","feel",0.0839199523519612,0.0477869791461063,"French","bilingual"
"158",0.0273633818329,"schwa","fool",0.0420967643313393,0.0176593594758593,"French","bilingual"
"159",0.0927969215324308,"schwa","fought",0.133568585738578,0.0561334198535791,"French","bilingual"
"160",0.815068605764314,"schwa","fun",0.740414697578121,0.878420241524455,"French","bilingual"
