"","X","phoneme","choice","participant","cond__","cats__","effect1__","effect2__","estimate__","se__","lower__","upper__","language","stim_language","L1","total_prob","total_prob_upper","total_prob_lower","conditional_prob","conditional_prob_upper","conditional_prob_lower"
"11",42,"o","feel",NA,1,"fought","o","fought",0.5967425571669,0.0356182917097441,0.525832565757384,0.663218075972596,"English","German","Spanish",0.919802002835412,1.0848473671575,0.767237684517767,0.648772839510418,0.611346901002627,0.685358105275924
"12",46,"o","feel",NA,1,"fun","o","fun",0.0396118864978974,0.00933278492410141,0.0242187053644505,0.061306079499391,"English","German","Spanish",0.919802002835412,1.0848473671575,0.767237684517767,0.0430656667149979,0.0565112488220571,0.0315661050716933
"13",2,"o","feel",NA,1,"feel","o","feel",0.0328679901260385,0.00848578699566639,0.0192348251430529,0.0532780611590092,"English","French","Spanish",0.850075010507459,1.06485171889863,0.664618969078537,0.0386648115987055,0.0500333146986082,0.0289411317430814
"14",10,"o","feel",NA,1,"fool","o","fool",0.1207770660629,0.0217454850233271,0.0829902666893225,0.169571333748423,"English","French","Spanish",0.850075010507459,1.06485171889863,0.664618969078537,0.142078127894621,0.159244081348536,0.124868940777277
"15",14,"o","feel",NA,1,"fought","o","fought",0.55930004168248,0.045094515710241,0.470711717494641,0.647613400197711,"English","French","Spanish",0.850075010507459,1.06485171889863,0.664618969078537,0.657941987200166,0.608172376213593,0.7082429773969
"16",18,"o","feel",NA,1,"fun","o","fun",0.137129912636041,0.0257010452805362,0.0916821597515207,0.194388923793491,"English","French","Spanish",0.850075010507459,1.06485171889863,0.664618969078537,0.161315073306508,0.182550227739263,0.137946950082742
"17",32,"y","feel",NA,1,"feel","y","feel",0.0866936716267648,0.0137737300575737,0.0618608174269519,0.115433539600942,"English","German","Spanish",0.801107230147566,0.99929266956586,0.626798223644353,0.108217312694576,0.115515247050788,0.0986933515338932
"18",40,"y","feel",NA,1,"fool","y","fool",0.425413218042656,0.0390120051206313,0.352309864949918,0.504146103556763,"English","German","Spanish",0.801107230147566,0.99929266956586,0.626798223644353,0.531031554869744,0.504502953850135,0.562078595088393
"19",44,"y","feel",NA,1,"fought","y","fought",0.172323328588869,0.0236685269837052,0.130140801745799,0.220155986382196,"English","German","Spanish",0.801107230147566,0.99929266956586,0.626798223644353,0.215106445309608,0.220311819637226,0.207627904541799
"20",48,"y","feel",NA,1,"fun","y","fun",0.116677011889276,0.0195042388005266,0.0824867395216839,0.159557040025959,"English","German","Spanish",0.801107230147566,0.99929266956586,0.626798223644353,0.145644687126072,0.159669979461851,0.131600148835915
"21",4,"y","feel",NA,1,"feel","y","feel",0.0286111564190548,0.00798428837876645,0.0162014535566107,0.0480492199705999,"English","French","Spanish",0.624502653313578,0.848087595330582,0.443462222404971,0.0458143072207068,0.0566559636470929,0.0365340106508903
"22",12,"y","feel",NA,1,"fool","y","fool",0.271369103844689,0.0378372978837702,0.200509747815981,0.350783765728186,"English","French","Spanish",0.624502653313578,0.848087595330582,0.443462222404971,0.434536350493979,0.413617375916755,0.452146175447781
"23",16,"y","feel",NA,1,"fought","y","fought",0.210771944293504,0.033444783041214,0.151674033437281,0.284779497098541,"English","French","Spanish",0.624502653313578,0.848087595330582,0.443462222404971,0.337503681009455,0.335790192742455,0.342022444696026
"24",20,"y","feel",NA,1,"fun","y","fun",0.11375044875633,0.0230558086081774,0.0750769875950987,0.164475112533255,"English","French","Spanish",0.624502653313578,0.848087595330582,0.443462222404971,0.182145661275859,0.193936467693698,0.169297369205303
"25",31,"schwa","feel",NA,1,"feel","schwa","feel",0.0158412371579687,0.00539412279682775,0.00736687222329275,0.0284530028015747,"English","German","Spanish",0.962270619454719,1.11465074751957,0.819393550956692,0.0164623514816916,0.0255263838156401,0.00899063974166196
"26",39,"schwa","feel",NA,1,"fool","schwa","fool",0.0108548510103452,0.00406374323051313,0.00487450496714353,0.0216687121355702,"English","German","Spanish",0.962270619454719,1.11465074751957,0.819393550956692,0.011280455612888,0.0194399117246272,0.00594891790575145
"27",43,"schwa","feel",NA,1,"fought","schwa","fought",0.677821292167641,0.0330243728750357,0.609126491544807,0.741947869600978,"English","German","Spanish",0.962270619454719,1.11465074751957,0.819393550956692,0.704397784223876,0.665632595009722,0.743386973004138
"28",47,"schwa","feel",NA,1,"fun","schwa","fun",0.257753239118764,0.0304110515189277,0.198025682221449,0.322581162981448,"English","German","Spanish",0.962270619454719,1.11465074751957,0.819393550956692,0.267859408681544,0.289401109450011,0.241673469348449
"29",3,"schwa","feel",NA,1,"feel","schwa","feel",0.208239733862614,0.0237226558558209,0.163918411709626,0.256359067301726,"English","French","Spanish",0.902349334224762,1.10970750457754,0.716972843047327,0.2307750734271,0.231014989305061,0.228625691055366
"30",11,"schwa","feel",NA,1,"fool","schwa","fool",0.0435309965518566,0.0105268251313959,0.0263064145401974,0.068488505541824,"English","French","Spanish",0.902349334224762,1.10970750457754,0.716972843047327,0.0482418448164042,0.0617176195162322,0.0366909497274514
"31",15,"schwa","feel",NA,1,"fought","schwa","fought",0.520768086849854,0.0431702336159591,0.439729822208359,0.603038741381145,"English","French","Spanish",0.902349334224762,1.10970750457754,0.716972843047327,0.577124697828101,0.543421342014551,0.613314474142966
"32",19,"schwa","feel",NA,1,"fun","schwa","fun",0.129810516960437,0.024814666068901,0.087018194589145,0.181821190352844,"English","French","Spanish",0.902349334224762,1.10970750457754,0.716972843047327,0.143858383928395,0.163846049164156,0.121368885074216
"33",33,"i","feel",NA,1,"fin","i","fin",0.36790556824994,0.037597165075507,0.293920007615777,0.445651655189445,"Spanish","German","Spanish",0.369761562179297,0.45397571946803,0.294112938806088,0.994980565534129,0.981664076025169,0.999344023452031
"34",49,"i","feel",NA,1,"son","i","son",0.000597655287295648,0.00061212252037998,2.16608695691888e-05,0.00344601217725699,"Spanish","German","Spanish",0.369761562179297,0.45397571946803,0.294112938806088,0.00161632616373966,0.00759074115526495,7.36481354989623e-05
"35",53,"i","feel",NA,1,"su","i","su",0.00125833864206158,0.000983594553951902,0.000171270320741982,0.00487805210132785,"Spanish","German","Spanish",0.369761562179297,0.45397571946803,0.294112938806088,0.00340310830213177,0.0107451828195657,0.000582328412470498
"36",5,"i","feel",NA,1,"fin","i","fin",0.461760368244893,0.0553434477511238,0.355476453021223,0.567085992190523,"Spanish","French","Spanish",0.466163477408085,0.581264430326879,0.35661610433908,0.990554581436381,0.97560759372738,0.996804262892253
"37",21,"i","feel",NA,1,"son","i","son",0.000553897690789644,0.000595496292605893,1.60114374234432e-05,0.00367323001958262,"Spanish","French","Spanish",0.466163477408085,0.581264430326879,0.35661610433908,0.00118820482005448,0.00631937863033688,4.48982455604953e-05
"38",25,"i","feel",NA,1,"su","i","su",0.00384921147240196,0.0020854174083347,0.00112363988043308,0.0105052081167738,"Spanish","French","Spanish",0.466163477408085,0.581264430326879,0.35661610433908,0.00825721374356472,0.0180730276422834,0.00315083886218637
"39",34,"o","feel",NA,1,"fin","o","fin",0.000881149809063774,0.000924404415074261,3.35700502124949e-05,0.00520364445427299,"Spanish","German","Spanish",0.0757790998933056,0.132727755948777,0.0388852262991011,0.0116278737845185,0.0392053976734242,0.00086331117001294
"40",50,"o","feel",NA,1,"son","o","son",0.0560392822979832,0.0160113466978618,0.0299036448665896,0.0915874121034872,"Spanish","German","Spanish",0.0757790998933056,0.132727755948777,0.0388852262991011,0.739508418243086,0.690039633751008,0.769023295288908
"41",54,"o","feel",NA,1,"su","o","su",0.0188586677862586,0.00673299075553163,0.00894801138229897,0.0359366993910168,"Spanish","German","Spanish",0.0757790998933056,0.132727755948777,0.0388852262991011,0.248863707972396,0.270754968575568,0.230113393541079
"42",6,"o","feel",NA,1,"fin","o","fin",0.0014370803012754,0.00108410880558154,0.000188412928473206,0.00566685862916821,"Spanish","French","Spanish",0.142758768275547,0.234354153662735,0.0800360535181409,0.0100664941189574,0.0241807475591985,0.00235410068576783
"43",22,"o","feel",NA,1,"son","o","son",0.11169427638343,0.0278516712017359,0.0645665162954099,0.17568229341618,"Spanish","French","Spanish",0.142758768275547,0.234354153662735,0.0800360535181409,0.782398711705346,0.749644461898502,0.806717890966167
"44",26,"o","feel",NA,1,"su","o","su",0.0296274115908417,0.00924685439021167,0.0152811242942578,0.0530050016173869,"Spanish","French","Spanish",0.142758768275547,0.234354153662735,0.0800360535181409,0.207534794175697,0.226174790542299,0.190928008348065
"45",36,"y","feel",NA,1,"fin","y","fin",0.0378713889925754,0.00990301895752292,0.0221792415579378,0.0605489911120211,"Spanish","German","Spanish",0.192956465953619,0.298141667354567,0.111893703372992,0.196269084870566,0.203087987161529,0.198217065745017
"46",52,"y","feel",NA,1,"son","y","son",0.00594967337128751,0.00298804657855913,0.00192463690380033,0.0148019066274286,"Spanish","German","Spanish",0.192956465953619,0.298141667354567,0.111893703372992,0.0308342783014985,0.0496472256252104,0.0172005827475801
"47",56,"y","feel",NA,1,"su","y","su",0.149135403589756,0.0349175905246925,0.0877898249112539,0.222790769615117,"Spanish","German","Spanish",0.192956465953619,0.298141667354567,0.111893703372992,0.772896636827935,0.747264787213261,0.784582351507403
"48",8,"y","feel",NA,1,"fin","y","fin",0.0184666636776344,0.00645145272070856,0.00887989014820865,0.0350277721756606,"Spanish","French","Spanish",0.368128852170238,0.501852178154007,0.248090663046959,0.050163586930955,0.0697969914258525,0.0357929235995787
"49",24,"y","feel",NA,1,"son","y","son",0.00389131583761819,0.00226955164523537,0.000924652040680804,0.0113896571016444,"Spanish","French","Spanish",0.368128852170238,0.501852178154007,0.248090663046959,0.0105705266367405,0.0226952429369534,0.00372707311643479
"50",28,"y","feel",NA,1,"su","y","su",0.345770872654985,0.0562657709429093,0.23828612085807,0.455434748876702,"Spanish","French","Spanish",0.368128852170238,0.501852178154007,0.248090663046959,0.939265886432305,0.907507765637194,0.960480003283986
"51",35,"schwa","feel",NA,1,"fin","schwa","fin",0.0055262318724517,0.00265016651909496,0.0018006077417681,0.0130312987236908,"Spanish","German","Spanish",0.0352834418254427,0.0696311969737449,0.0155216053037666,0.156623945583074,0.187147417968477,0.116006540981373
"52",51,"schwa","feel",NA,1,"son","schwa","son",0.0239795015336563,0.00800565420961628,0.0115265997057786,0.0432106310532118,"Spanish","German","Spanish",0.0352834418254427,0.0696311969737449,0.0155216053037666,0.679624784120828,0.620564243201288,0.742616467832838
"53",55,"schwa","feel",NA,1,"su","schwa","su",0.0057777084193347,0.00258964649403814,0.00219439785621991,0.0133892671968423,"Spanish","German","Spanish",0.0352834418254427,0.0696311969737449,0.0155216053037666,0.163751270296098,0.192288338830235,0.141376991185789
"54",7,"schwa","feel",NA,1,"fin","schwa","fin",0.00960312829407063,0.00375133387271323,0.00416503468064142,0.0198940545482104,"Spanish","French","Spanish",0.0914774094831603,0.160482804229699,0.0475060565241702,0.104978139939986,0.123963776952302,0.087673761734408
"55",23,"schwa","feel",NA,1,"son","schwa","son",0.0604298691770157,0.017263469335362,0.0327426384282439,0.100422623069435,"Spanish","French","Spanish",0.0914774094831603,0.160482804229699,0.0475060565241702,0.660598824545201,0.625753167458988,0.689230822844347
"56",27,"schwa","feel",NA,1,"su","schwa","su",0.021444412012074,0.00730429880559994,0.0105983834152849,0.0401661266120538,"Spanish","French","Spanish",0.0914774094831603,0.160482804229699,0.0475060565241702,0.234423035514813,0.25028305558871,0.223095415421245
"57",85,"i","feel",NA,1,"feel","i","feel",0.543632354521631,0.060408188532504,0.419702633703942,0.665957957464878,"English","German","English",0.555191416823376,0.69601640818953,0.423122779787484,0.979180041420882,0.956813588916906,0.991916894464391
"58",93,"i","feel",NA,1,"fool","i","fool",0.00702561350643827,0.00326181102833329,0.00235018763100028,0.0162866311635415,"English","German","English",0.555191416823376,0.69601640818953,0.423122779787484,0.0126543986336038,0.0233997804820523,0.00555438691384254
"59",97,"i","feel",NA,1,"fought","i","fought",0.00327002875576707,0.00184104606723493,0.000908968260090496,0.00881782949074087,"English","German","English",0.555191416823376,0.69601640818953,0.423122779787484,0.00588991230173749,0.0126689965739137,0.00214823758850098
"60",101,"i","feel",NA,1,"fun","i","fun",0.00126342003953945,0.000956843634420397,0.000160990192451543,0.00495399007036949,"English","German","English",0.555191416823376,0.69601640818953,0.423122779787484,0.00227564764377722,0.0071176340271284,0.000380481033265099
"61",57,"i","feel",NA,1,"feel","i","feel",0.435299222738857,0.065238184751881,0.310795094666379,0.567333464556107,"English","French","English",0.448394635217917,0.595804977432697,0.316105731746784,0.970794894830319,0.95221336854339,0.98319980770023
"62",65,"i","feel",NA,1,"fool","i","fool",0.0122896745327102,0.00472893050747029,0.00520110050936016,0.024661698022928,"English","French","English",0.448394635217917,0.595804977432697,0.316105731746784,0.027408165859829,0.0413922322857966,0.0164536735244222
"63",69,"i","feel",NA,1,"fought","i","fought",0.000805737945922893,0.000649055935740461,0.000109536571045309,0.00359427303480651,"English","French","English",0.448394635217917,0.595804977432697,0.316105731746784,0.00179693930889987,0.00603263344709557,0.000346518775347778
"64",73,"i","feel",NA,1,"fun","i","fun",4.27091002446015e-13,6.33205120226461e-13,1.01296053335963e-33,0.000215541818855539,"English","French","English",0.448394635217917,0.595804977432697,0.316105731746784,9.52489099782497e-13,0.000361765723717686,3.20449910149386e-33
"65",86,"o","feel",NA,1,"feel","o","feel",0.00592434325932337,0.00355025954677417,0.00127905076951015,0.0155669350854975,"English","German","English",0.778756309300009,0.967912959307606,0.61449191398044,0.00760744174855997,0.0160829906613021,0.00208147697375699
"66",94,"o","feel",NA,1,"fool","o","fool",0.565325787324857,0.0414073003199121,0.482415010746899,0.643947901744101,"English","German","English",0.778756309300009,0.967912959307606,0.61449191398044,0.725934134431609,0.665295257752048,0.785063236425686
"67",98,"o","feel",NA,1,"fought","o","fought",0.18769067628466,0.038389761263785,0.121508738276856,0.269741631352017,"English","German","English",0.778756309300009,0.967912959307606,0.61449191398044,0.241013362001994,0.278683768781209,0.19773854710271
"68",102,"o","feel",NA,1,"fun","o","fun",0.0198155024311691,0.00710742116849661,0.00928911418717519,0.0386564911259904,"English","German","English",0.778756309300009,0.967912959307606,0.61449191398044,0.0254450618178367,0.0399379828054407,0.0151167394978461
"69",58,"o","feel",NA,1,"feel","o","feel",0.0114520133891502,0.00473728812025625,0.00459224978085655,0.0247209081578693,"English","French","English",0.948105064186229,1.15963561475748,0.75717955021968,0.0120788442354536,0.0213178241882812,0.00606494163705848
"70",66,"o","feel",NA,1,"fool","o","fool",0.05511590559109,0.0154520174921073,0.031165963440477,0.0931666697229604,"English","French","English",0.948105064186229,1.15963561475748,0.75717955021968,0.0581326982346589,0.080341331826416,0.0411605984755331
"71",70,"o","feel",NA,1,"fought","o","fought",0.0993076979255229,0.0315032126106429,0.048027007009869,0.175760480181304,"English","French","English",0.948105064186229,1.15963561475748,0.75717955021968,0.104743347205681,0.151565265799518,0.0634288221280342
"72",74,"o","feel",NA,1,"fun","o","fun",0.782229447280466,0.0480601861946173,0.673394329988477,0.865987556695343,"English","French","English",0.948105064186229,1.15963561475748,0.75717955021968,0.825045110324206,0.746775578185785,0.889345637759374
"73",88,"y","feel",NA,1,"feel","y","feel",0.0179396384014965,0.00568750336515219,0.00884035135195788,0.0321012180919625,"English","German","English",0.459796455574648,0.577242339366343,0.360732313623313,0.0390164782350828,0.0556113366999396,0.0245066799343882
"74",96,"y","feel",NA,1,"fool","y","fool",0.424729950209527,0.0428925159236486,0.344646559251212,0.509742703567947,"English","German","English",0.459796455574648,0.577242339366343,0.360732313623313,0.923734720135466,0.883065341547031,0.955408058095682
"75",100,"y","feel",NA,1,"fought","y","fought",0.0108941427669494,0.0040964397329329,0.00497320701705829,0.0213546120795147,"English","German","English",0.459796455574648,0.577242339366343,0.360732313623313,0.0236934031023228,0.0369941887889865,0.0137864195394801
"76",104,"y","feel",NA,1,"fun","y","fun",0.00623272419667557,0.00278996580155907,0.00227219600308469,0.0140438056269188,"English","German","English",0.459796455574648,0.577242339366343,0.360732313623313,0.0135553985271287,0.0243291329640427,0.00629884243044936
"77",60,"y","feel",NA,1,"feel","y","feel",0.0259782958422819,0.00735445174097892,0.0140303559599921,0.0432411221075759,"English","French","English",0.52458294327805,0.671989580838729,0.396007916581987,0.0495218080861473,0.0643479055934252,0.0354294835342953
"78",68,"y","feel",NA,1,"fool","y","fool",0.477007501964559,0.051324683535948,0.372886707395086,0.583220823245445,"English","French","English",0.52458294327805,0.671989580838729,0.396007916581987,0.909308066678268,0.867901586386966,0.941614275324432
"79",72,"y","feel",NA,1,"fought","y","fought",0.0111014005860816,0.00458188062892122,0.0046124822751273,0.0234794574843914,"English","French","English",0.52458294327805,0.671989580838729,0.396007916581987,0.0211623361535745,0.0349402106132152,0.0116474496644876
"80",76,"y","feel",NA,1,"fun","y","fun",0.0104957448851274,0.00425445489037286,0.00447837095178198,0.0220481780013165,"English","French","English",0.52458294327805,0.671989580838729,0.396007916581987,0.0200077890820103,0.0328102974063937,0.0113087914767855
"81",87,"schwa","feel",NA,1,"feel","schwa","feel",6.36885318101279e-10,9.44246172561177e-10,4.69653130979664e-20,0.000446005508306979,"English","German","English",0.956056864355192,1.1582911308945,0.761280611109233,6.66158407356683e-10,0.00038505475558856,6.16925118183885e-20
"82",95,"schwa","feel",NA,1,"fool","schwa","fool",0.00443325594313387,0.00247478294817208,0.00118494125189124,0.0118668247283213,"English","German","English",0.956056864355192,1.1582911308945,0.761280611109233,0.00463702119447033,0.0102451140406791,0.00155651048325624
"83",99,"schwa","feel",NA,1,"fought","schwa","fought",0.160768512424496,0.0440364761496132,0.0905003129013448,0.271141653708619,"English","German","English",0.956056864355192,1.1582911308945,0.761280611109233,0.168157897734384,0.234087654197289,0.11887904615025
"84",103,"schwa","feel",NA,1,"fun","schwa","fun",0.790855095350677,0.0507839921944771,0.669595356955997,0.874836646949255,"English","German","English",0.956056864355192,1.1582911308945,0.761280611109233,0.827205080404988,0.755282177006443,0.879564443366494
"85",59,"schwa","feel",NA,1,"feel","schwa","feel",0.0613486397772372,0.0151552388177027,0.0363121520742831,0.0971056320124854,"English","French","English",0.947160823646337,1.1571221061378,0.759875445636782,0.064771090870355,0.0839199523519612,0.0477869791461063
"86",67,"schwa","feel",NA,1,"fool","schwa","fool",0.0259175232745988,0.00882327145222355,0.0134189136513787,0.0487110966046661,"English","French","English",0.947160823646337,1.1571221061378,0.759875445636782,0.0273633818329,0.0420967643313393,0.0176593594758593
"87",71,"schwa","feel",NA,1,"fought","schwa","fought",0.0878936086305016,0.0282126620654724,0.042654407426355,0.154555163243671,"English","French","English",0.947160823646337,1.1571221061378,0.759875445636782,0.0927969215324308,0.133568585738578,0.0561334198535791
"88",75,"schwa","feel",NA,1,"fun","schwa","fun",0.772001051963999,0.0480461302909295,0.667489972484765,0.85675021427698,"English","French","English",0.947160823646337,1.1571221061378,0.759875445636782,0.815068605764314,0.740414697578121,0.878420241524455
"89",89,"i","feel",NA,1,"fin","i","fin",0.438090592188921,0.0624911107477935,0.312002240141457,0.565076259204787,"Spanish","German","English",0.443444948478487,0.578701430831832,0.313495856687417,0.987925544516996,0.976455610957346,0.995235609932001
"90",105,"i","feel",NA,1,"son","i","son",4.40953955545339e-16,6.53758334491519e-16,1.30149476782082e-40,0.000100693309761121,"Spanish","German","English",0.443444948478487,0.578701430831832,0.313495856687417,9.9438263319563e-16,0.000173998722651132,4.1515533301562e-40
"91",109,"i","feel",NA,1,"su","i","su",0.00535435628956594,0.00291695697330672,0.00149361654596034,0.0135244783172841,"Spanish","German","English",0.443444948478487,0.578701430831832,0.313495856687417,0.0120744554830027,0.0233703903200029,0.00476439006799891
"92",61,"i","feel",NA,1,"fin","i","fin",0.546052622136361,0.068252228965169,0.411533680662065,0.678759297241344,"Spanish","French","English",0.549241122191491,0.688758186964959,0.412260721684241,0.994194717171927,0.985482728317647,0.998236453331751
"93",77,"i","feel",NA,1,"son","i","son",4.27401872032807e-12,6.3366601547584e-12,5.80806713945148e-31,5.34232990366419e-05,"Spanish","French","English",0.549241122191491,0.688758186964959,0.412260721684241,7.78168011760407e-12,7.75646664499973e-05,1.40883349636689e-30
"94",81,"i","feel",NA,1,"su","i","su",0.00318850005085583,0.00199506700019282,0.000727041022176222,0.00994546642457824,"Spanish","French","English",0.549241122191491,0.688758186964959,0.412260721684241,0.0058052828202914,0.0144397070159026,0.00176354666824912
"95",90,"o","feel",NA,1,"fin","o","fin",0.00039497439861268,0.000409242755256199,1.79977676618318e-05,0.00251163587732352,"Spanish","German","English",0.214753569021634,0.319818226787315,0.134518151516788,0.00183919829790066,0.00785332312843385,0.000133794342688285
"96",106,"o","feel",NA,1,"son","o","son",0.0837047071908169,0.0232985568707032,0.0437199185431111,0.13804851733081,"Spanish","German","English",0.214753569021634,0.319818226787315,0.134518151516788,0.389770971314497,0.431646809869329,0.325011294387694
"97",110,"o","feel",NA,1,"su","o","su",0.130653887432204,0.023405307058927,0.0907802352060148,0.179258073579181,"Spanish","German","English",0.214753569021634,0.319818226787315,0.134518151516788,0.608389830387603,0.560499867002237,0.674854911269618
"98",62,"o","feel",NA,1,"fin","o","fin",1.8274794070303e-12,2.70942096886312e-12,2.21011413045434e-33,0.00017975747320247,"Spanish","French","English",0.0449114563796159,0.0990806146891088,0.0199328066024393,4.06907180115349e-11,0.00181425472345429,1.10878220741071e-31
"99",78,"o","feel",NA,1,"son","o","son",0.0103351529046356,0.00699518899500274,0.00176571095524023,0.0357319217923698,"Spanish","French","English",0.0449114563796159,0.0990806146891088,0.0199328066024393,0.230122862578254,0.360634841684097,0.088583157929408
"100",82,"o","feel",NA,1,"su","o","su",0.0345763034731528,0.0110983948870578,0.0181670956471991,0.0631689354235365,"Spanish","French","English",0.0449114563796159,0.0990806146891088,0.0199328066024393,0.769877137381055,0.637550903592448,0.911416842070592
"101",92,"y","feel",NA,1,"fin","y","fin",0.00269377551629582,0.0015201351018491,0.000744206659825958,0.007936492133342,"Spanish","German","English",0.537805657114453,0.630188664232716,0.445833022825982,0.00500882703753811,0.0125938351223836,0.00166924974536137
"102",108,"y","feel",NA,1,"son","y","son",0.00327758984133407,0.00180436739348326,0.000940200261980805,0.00915320821881007,"Spanish","German","English",0.537805657114453,0.630188664232716,0.445833022825982,0.00609437591065828,0.0145245523099888,0.00210886186945328
"103",112,"y","feel",NA,1,"su","y","su",0.531834291756823,0.0438402265060904,0.444148615904175,0.613098963880564,"Spanish","German","English",0.537805657114453,0.630188664232716,0.445833022825982,0.988896797051804,0.972881612567628,0.996221888385185
"104",64,"y","feel",NA,1,"fin","y","fin",0.00144816637873336,0.000991635376324887,0.000274182381651227,0.00508790173611448,"Spanish","French","English",0.47278967531097,0.585494552309489,0.362902825611158,0.00306302454210924,0.00868992156467588,0.000755525618158198
"105",80,"y","feel",NA,1,"son","y","son",0.00054932612317837,0.000450448473472814,6.42663153531014e-05,0.00248604482463084,"Spanish","French","English",0.47278967531097,0.585494552309489,0.362902825611158,0.00116188265493966,0.00424605970256189,0.000177089597593713
"106",84,"y","feel",NA,1,"su","y","su",0.470792182809058,0.0533328991405764,0.362564376914154,0.577920605748744,"Spanish","French","English",0.47278967531097,0.585494552309489,0.362902825611158,0.995775092802951,0.987064018732762,0.999067384784248
"107",91,"schwa","feel",NA,1,"fin","schwa","fin",1.59943273709879e-15,2.37131897602267e-15,2.11282418139669e-39,3.69195443893998e-05,"Spanish","German","English",0.0407250398178333,0.0826228140296507,0.0177657012265918,3.92739391846685e-14,0.000446844431807304,1.18927148129352e-37
"108",107,"schwa","feel",NA,1,"son","schwa","son",0.0292127365033477,0.0108903190613722,0.0127752891853516,0.0587696879438986,"Spanish","German","English",0.0407250398178333,0.0826228140296507,0.0177657012265918,0.717316339873917,0.711300972184366,0.719098504607829
"109",111,"schwa","feel",NA,1,"su","schwa","su",0.011512303314484,0.00469163433799233,0.00499041204124016,0.0238162065413627,"Spanish","German","English",0.0407250398178333,0.0826228140296507,0.0177657012265918,0.282683660126044,0.288252183383827,0.280901495392171
"110",63,"schwa","feel",NA,1,"fin","schwa","fin",0.0114201730346155,0.0050813592304476,0.00455731208859687,0.0258906195968153,"Spanish","French","English",0.0458386857962119,0.1004882341198,0.0201007782030094,0.249138317040478,0.257648269208801,0.226723166763492
"111",79,"schwa","feel",NA,1,"son","schwa","son",0.00624521736987169,0.00431574712156898,0.00106451500603277,0.0229329321414692,"Spanish","French","English",0.0458386857962119,0.1004882341198,0.0201007782030094,0.136243377430943,0.228215097442443,0.0529588951871223
"112",83,"schwa","feel",NA,1,"su","schwa","su",0.0281732953917247,0.00915931249973545,0.0144789511083798,0.0516646823815155,"Spanish","French","English",0.0458386857962119,0.1004882341198,0.0201007782030094,0.614618305528579,0.514136633348755,0.720317938049386
