"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","english_recording","German_recording","prolific_id","spanish_recording","word","word_d7c64","word_french","word_french_recording","word_german","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",3,"French","20","5","2","","","","","","","p_schwa","blockNr_1_taskNr_3_trialNr_20_french_recording.wav","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",3,"French","21","15","5","","","","","","","f_i","blockNr_1_taskNr_3_trialNr_21_french_recording.wav","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",3,"French","22","24","8","","","","","","","p_o","blockNr_1_taskNr_3_trialNr_22_french_recording.wav","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",3,"French","23","10","4","","","","","","","p_u","blockNr_1_taskNr_3_trialNr_23_french_recording.wav","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",3,"French","24","14","5","","","","","","","f_i","blockNr_1_taskNr_3_trialNr_24_french_recording.wav","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","1","9","3","","blockNr_1_taskNr_4_trialNr_1_German_recording.wav","","","","","","","f_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","2","6","2","","blockNr_1_taskNr_4_trialNr_2_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","3","22","8","","blockNr_1_taskNr_4_trialNr_3_German_recording.wav","","","","","","","p_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","4","19","7","","blockNr_1_taskNr_4_trialNr_4_German_recording.wav","","","","","","","f_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","5","15","5","","blockNr_1_taskNr_4_trialNr_5_German_recording.wav","","","","","","","f_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","6","2","1","","blockNr_1_taskNr_4_trialNr_6_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","7","1","1","","blockNr_1_taskNr_4_trialNr_7_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","8","8","3","","blockNr_1_taskNr_4_trialNr_8_German_recording.wav","","","","","","","f_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","9","13","5","","blockNr_1_taskNr_4_trialNr_9_German_recording.wav","","","","","","","f_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","10","20","7","","blockNr_1_taskNr_4_trialNr_10_German_recording.wav","","","","","","","f_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","11","18","6","","blockNr_1_taskNr_4_trialNr_11_German_recording.wav","","","","","","","p_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","12","7","3","","blockNr_1_taskNr_4_trialNr_12_German_recording.wav","","","","","","","f_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","13","16","6","","blockNr_1_taskNr_4_trialNr_13_German_recording.wav","","","","","","","p_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","14","24","8","","blockNr_1_taskNr_4_trialNr_14_German_recording.wav","","","","","","","p_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","15","21","7","","blockNr_1_taskNr_4_trialNr_15_German_recording.wav","","","","","","","f_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","16","14","5","","blockNr_1_taskNr_4_trialNr_16_German_recording.wav","","","","","","","f_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","17","4","2","","blockNr_1_taskNr_4_trialNr_17_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","18","3","1","","blockNr_1_taskNr_4_trialNr_18_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","19","12","4","","blockNr_1_taskNr_4_trialNr_19_German_recording.wav","","","","","","","p_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","20","10","4","","blockNr_1_taskNr_4_trialNr_20_German_recording.wav","","","","","","","p_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","21","5","2","","blockNr_1_taskNr_4_trialNr_21_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","22","23","8","","blockNr_1_taskNr_4_trialNr_22_German_recording.wav","","","","","","","p_o","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","23","11","4","","blockNr_1_taskNr_4_trialNr_23_German_recording.wav","","","","","","","p_u","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",4,"German","24","17","6","","blockNr_1_taskNr_4_trialNr_24_German_recording.wav","","","","","","","p_i","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","1","11","4","","","","blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav","","p_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","2","23","8","","","","blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav","","p_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","3","16","6","","","","blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav","","p_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","4","14","5","","","","blockNr_1_taskNr_6_trialNr_4_spanish_recording.wav","","f_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","5","8","3","","","","blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav","","f_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","6","3","1","","","","blockNr_1_taskNr_6_trialNr_6_spanish_recording.wav","","p_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","7","17","6","","","","blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav","","p_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","8","10","4","","","","blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav","","p_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","9","4","2","","","","blockNr_1_taskNr_6_trialNr_9_spanish_recording.wav","","f_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","10","22","8","","","","blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav","","p_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","11","5","2","","","","blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav","","f_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","12","15","5","","","","blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav","","f_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","13","24","8","","","","blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav","","p_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","14","18","6","","","","blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav","","p_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","15","21","7","","","","blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav","","f_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","16","12","4","","","","blockNr_1_taskNr_6_trialNr_16_spanish_recording.wav","","p_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","17","6","2","","","","blockNr_1_taskNr_6_trialNr_17_spanish_recording.wav","","f_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","18","2","1","","","","blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav","","p_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","19","20","7","","","","blockNr_1_taskNr_6_trialNr_19_spanish_recording.wav","","f_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","20","7","3","","","","blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav","","f_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","21","1","1","","","","blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav","","p_i","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","22","13","5","","","","blockNr_1_taskNr_6_trialNr_22_spanish_recording.wav","","f_u","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","23","9","3","","","","blockNr_1_taskNr_6_trialNr_23_spanish_recording.wav","","f_o","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",6,"Spanish","24","19","7","","","","blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav","","f_a","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","1","21","7","blockNr_1_taskNr_7_trialNr_1_english_recording.wav","","","","f_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","2","15","5","blockNr_1_taskNr_7_trialNr_2_english_recording.wav","","","","p_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","3","7","3","blockNr_1_taskNr_7_trialNr_3_english_recording.wav","","","","f_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","4","17","6","blockNr_1_taskNr_7_trialNr_4_english_recording.wav","","","","f_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","5","3","1","blockNr_1_taskNr_7_trialNr_5_english_recording.wav","","","","p_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","6","13","5","blockNr_1_taskNr_7_trialNr_6_english_recording.wav","","","","p_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","7","11","4","blockNr_1_taskNr_7_trialNr_7_english_recording.wav","","","","p_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","8","22","8","blockNr_1_taskNr_7_trialNr_8_english_recording.wav","","","","p_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","9","4","2","blockNr_1_taskNr_7_trialNr_9_english_recording.wav","","","","f_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","10","14","5","blockNr_1_taskNr_7_trialNr_10_english_recording.wav","","","","p_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","11","24","8","blockNr_1_taskNr_7_trialNr_11_english_recording.wav","","","","p_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","12","19","7","blockNr_1_taskNr_7_trialNr_12_english_recording.wav","","","","f_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","13","23","8","blockNr_1_taskNr_7_trialNr_13_english_recording.wav","","","","p_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","14","16","6","blockNr_1_taskNr_7_trialNr_14_english_recording.wav","","","","f_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","15","2","1","blockNr_1_taskNr_7_trialNr_15_english_recording.wav","","","","p_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","16","10","4","blockNr_1_taskNr_7_trialNr_16_english_recording.wav","","","","p_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","17","6","2","blockNr_1_taskNr_7_trialNr_17_english_recording.wav","","","","f_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","18","1","1","blockNr_1_taskNr_7_trialNr_18_english_recording.wav","","","","p_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","19","18","6","blockNr_1_taskNr_7_trialNr_19_english_recording.wav","","","","f_schwa","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","20","9","3","blockNr_1_taskNr_7_trialNr_20_english_recording.wav","","","","f_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","21","5","2","blockNr_1_taskNr_7_trialNr_21_english_recording.wav","","","","f_i","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","22","12","4","blockNr_1_taskNr_7_trialNr_22_english_recording.wav","","","","p_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","23","20","7","blockNr_1_taskNr_7_trialNr_23_english_recording.wav","","","","f_o","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",7,"English","24","8","3","blockNr_1_taskNr_7_trialNr_24_english_recording.wav","","","","f_u","","","","","yes","","","2022-06-14T18:49:57.000Z",441461,"group_1",500392,"session_1",1,"2022-06-14T18:32:04.000Z","","","","not measured","",true
1,"block_1",1,"prolific_id","1","1","1","","","5f15db42d62e996fdc5429d8","","","","","","","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","1","18","6","","blockNr_1_taskNr_3_trialNr_1_German_recording.wav","","","","","","","p_i","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","2","8","3","","blockNr_1_taskNr_3_trialNr_2_German_recording.wav","","","","","","","f_u","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","3","21","7","","blockNr_1_taskNr_3_trialNr_3_German_recording.wav","","","","","","","f_o","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","4","20","7","","blockNr_1_taskNr_3_trialNr_4_German_recording.wav","","","","","","","f_o","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","5","6","2","","blockNr_1_taskNr_3_trialNr_5_German_recording.wav","","","","","","","p_schwa","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","6","23","8","","blockNr_1_taskNr_3_trialNr_6_German_recording.wav","","","","","","","p_o","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","7","1","1","","blockNr_1_taskNr_3_trialNr_7_German_recording.wav","","","","","","","f_schwa","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
1,"block_1",3,"German","8","7","3","","blockNr_1_taskNr_3_trialNr_8_German_recording.wav","","","","","","","f_u","yes","","","2022-06-02T02:35:11.000Z",435156,"group_1",492813,"session_1",1,"2022-06-02T01:41:31.000Z","","","","not measured","",true
