session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Record Audio,Sex,Student Status
62a7d5b81e4640ba038b9735,5f5d6c3cbacc025bf0a03440,RETURNED,2022-06-14 00:26:32.969000,,333950.681148,28,231,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d5db2d9f5bc1e60bb601,613a82769f5da68de915153c,APPROVED,2022-06-14 00:27:07.806000,2022-06-14 00:46:27.700000,1159.894,24,68,0,100,2022-06-14 03:11:07.735000,NOCODE,Mexico,Mexico,Other,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d5e62d9f5bc1e60bb603,613e5f8850eae60e0e24d723,APPROVED,2022-06-14 00:27:51.446000,2022-06-14 00:48:17.789000,1226.343,25,92,0,100,2022-06-14 03:11:07.785000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d601572829f76611a94f,6164e1b26996fe46860b2291,RETURNED,2022-06-14 00:27:45.007000,,333878.68773,20,88,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d603aa277b8f300a6109,611e90806f7fc1bb0bfa9b7c,TIMED-OUT,2022-06-14 00:27:47.938000,,333875.77418,30,77,0,100,,,Mexico,Mexico,Full-Time,Spanish,English,Mexico,Yes,Female,No
62a7d6070cb551dd1db520d5,5d9a74f72aae4c031a29af9b,APPROVED,2022-06-14 00:28:37.212000,2022-06-14 00:49:01.906000,1224.694,25,331,0,100,2022-06-14 03:11:07.836000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d6183f8a6a02bd4b0909,5f4c1b5626199983e1285d83,APPROVED,2022-06-14 00:34:04.403000,2022-06-14 00:56:36.922000,1352.519,21,198,1,100,2022-06-14 03:11:07.890000,NOCODE,Mexico,Mexico,Other,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d6192c358999ee32c8ad,61568a59110d8f1cc99558af,RETURNED,2022-06-14 00:28:09.553000,,333854.210444,20,105,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d635b4584e12fb7deae7,5ee2a44d4c9d7542817268e7,APPROVED,2022-06-14 00:28:37.390000,2022-06-14 01:11:58.610000,2601.22,22,136,0,100,2022-06-14 03:11:07.940000,NOCODE,Mexico,Mexico,Part-Time,Spanish,English,Mexico,Yes,Male,Yes
62a7d63d7569c93da4bdd932,616af9e01de198cde20b35e7,RETURNED,2022-06-14 00:28:45.066000,,333818.730791,35,82,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d6408251029406f787bd,613a7adea09c6176e7b1354a,RETURNED,2022-06-14 00:28:48.224000,,333815.588527,22,128,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d65163e080f98ae91fba,60fef403b3b6d8b4cbfa281a,APPROVED,2022-06-14 00:29:05.163000,2022-06-14 00:56:37.648000,1652.485,39,146,1,100,2022-06-14 03:11:07.992000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d65b6f35b7565c6ceae8,613ad069b7f1de6a11fbf6b5,APPROVED,2022-06-14 00:30:50.972000,2022-06-14 00:45:46.685000,895.713,23,49,0,100,2022-06-14 03:11:08.042000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d65ed033bb7cf1936d29,613a4d923f504998e73671d1,REJECTED,2022-06-14 00:29:18.039000,2022-06-14 00:32:29.095000,191.056,25,99,3,98,2022-06-14 03:21:39.702000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,No
62a7d6682d9f5bc1e60bb609,613e9b08d2ffa0e074c21eb4,APPROVED,2022-06-14 00:29:50.113000,2022-06-14 00:48:07.608000,1097.495,29,80,3,97,2022-06-14 03:11:08.092000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"Spanish, English",Mexico,Yes,Female,No
62a7d66924010970fe70d4ac,610afca9fb1e57a99044a443,RETURNED,2022-06-14 00:29:33.092000,,333770.804802,24,78,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d67cd1a8d4f3441216b3,6108139e89cc5e0bcc998019,RETURNED,2022-06-14 00:30:01.875000,,333742.03669,23,93,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d687635c4733269b84c9,5f30dcbd39f3ac55d24fd323,RETURNED,2022-06-14 00:40:00.054000,,333143.874913,21,87,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d691bccd26a96132b283,613f8d6600a918d57f57908b,APPROVED,2022-06-14 00:30:09.354000,2022-06-14 00:58:44.229000,1714.875,24,126,3,99,2022-06-14 03:11:08.142000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d6b2517089d7cd37a07d,5f9371409b8ab214fb35c7e5,APPROVED,2022-06-14 00:30:42.363000,2022-06-14 00:51:35.738000,1253.375,23,167,0,100,2022-06-14 03:11:08.192000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d6cd9444d87bb2b359fb,614a1e625dc267ba7fb33e91,APPROVED,2022-06-14 00:31:09.075000,2022-06-14 00:55:11.563000,1442.488,24,101,1,100,2022-06-14 03:11:08.243000,NOCODE,Mexico,Mexico,Other,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d6cea8e6c5bce777a4a6,60f1fc8e7bf8dbf47d5885c6,RETURNED,2022-06-14 00:31:10.456000,,333673.536607,34,149,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d6d25025b196f67bee35,6092dee68abf98f0b677315d,APPROVED,2022-06-14 00:31:14.539000,2022-06-14 00:57:00.713000,1546.174,21,46,0,100,2022-06-14 03:11:08.297000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, French, Spanish",Mexico,Yes,Male,Yes
62a7d6e3b8c11b236efc4d99,5e18cc8f30626119a3998c31,APPROVED,2022-06-14 00:31:31.072000,2022-06-14 01:31:30.945000,3599.873,31,278,0,100,2022-06-14 03:11:08.358000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d6e4a090a4d37fe5d57c,614a65127dcd9777f0707cf4,APPROVED,2022-06-14 00:31:32.865000,2022-06-14 00:53:15.191000,1302.326,22,100,0,100,2022-06-14 03:11:08.411000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d6f54d34a3040bc26e2a,5ee6ad67f110e14399a888ee,APPROVED,2022-06-14 00:31:49.813000,2022-06-14 00:51:02.152000,1152.339,22,137,1,99,2022-06-14 03:11:08.459000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d7032c358999ee32c8b5,5f3344917a7a0b159bd0c375,RETURNED,2022-06-14 00:32:07.301000,,333616.774697,24,152,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d7048688194b571d293f,613abcc8a654d0ca925f9434,APPROVED,2022-06-14 00:32:04.958000,2022-06-14 01:28:25.385000,3380.427,25,131,2,100,2022-06-14 03:11:08.508000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"Spanish, English",Mexico,Yes,Female,No
62a7d705fbfeb8297348504e,613a3fa3cd445d55f2e1a486,APPROVED,2022-06-14 00:32:05.239000,2022-06-14 00:54:59.733000,1374.494,22,98,0,100,2022-06-14 03:11:08.560000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d707572829f76611a957,60c0fe89173c2b1f4fe2c578,APPROVED,2022-06-14 00:32:07.422000,2022-06-14 00:59:42.336000,1654.914,29,91,0,100,2022-06-14 03:11:08.611000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d7077251aacb8ca95075,613923bfba966877e7764cd8,APPROVED,2022-06-14 00:32:07.726000,2022-06-14 01:15:39.614000,2611.888,22,63,1,100,2022-06-14 03:11:08.662000,NOCODE,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,"Spanish, English",Mexico,Yes,Male,Yes
62a7d70906b9da57d76a4050,61427e20855e4025712fd964,APPROVED,2022-06-14 00:32:45.038000,2022-06-14 01:17:33.276000,2688.238,27,113,1,100,2022-06-14 03:11:08.712000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, French, Spanish",Mexico,Yes,Female,No
62a7d70c9e8e5dc89bdaa6d8,613b8c9719c838f7c5e7297c,RETURNED,2022-06-14 00:32:16.532000,,333607.639205,21,111,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d7137ff1a3a98a060b97,611d39522bc33f144debbcfa,RETURNED,2022-06-14 00:32:19.801000,,333604.384105,19,41,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d714bfac656b29d6e9ac,616c68e625bb541560b21be3,AWAITING REVIEW,2022-06-14 00:32:20.111000,2022-06-14 00:39:55.612000,455.501,24,104,1,100,,NOCODE,Mexico,Mexico,Part-Time,Spanish,"Spanish, English",Mexico,Yes,Male,Yes
62a7d714c402f071403664c8,613fde254759385b5d464ee5,APPROVED,2022-06-14 00:32:20.483000,2022-06-14 01:31:50.911000,3570.428,21,59,0,100,2022-06-14 03:11:08.763000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d71949ac0ad8786e5ec8,613a3d980fd9796d4b302d08,RETURNED,2022-06-14 00:32:25.754000,,333598.51801,22,123,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d7219c10cd30987a460a,613908791cbd2f097b2f7707,APPROVED,2022-06-14 00:32:33.848000,2022-06-14 00:55:19.816000,1365.968,22,98,0,100,2022-06-14 03:11:08.812000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d723aaacc27538ffff92,613b7bdaa7318ef4e18e41f4,APPROVED,2022-06-14 00:32:46.132000,2022-06-14 00:55:12.775000,1346.643,25,29,0,100,2022-06-14 03:11:08.869000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Female,No
62a7d72c70c7415df68f7a5d,5f37827296047220405dccd3,RETURNED,2022-06-14 00:32:44.680000,,333579.69422,25,131,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d73301b2b41bc6ffcbfd,5d89d199b97096000113dbd7,RETURNED,2022-06-14 00:42:51.123000,,332973.316886,29,413,5,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d73eb9f1f7d656b4619a,5f38c9aa0c68ee3f7c72f7b4,APPROVED,2022-06-14 00:33:02.106000,2022-06-14 00:53:33.542000,1231.436,25,288,1,100,2022-06-14 03:11:08.926000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Male,Yes
62a7d73f14e761ebf92c46e4,613a83dc733097c0054602df,TIMED-OUT,2022-06-14 00:33:03.417000,,333561.122032,28,108,2,99,,,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d73f3103effbcb48a541,61453be84f4fdcbe12189aea,APPROVED,2022-06-14 00:42:13.451000,2022-06-14 01:09:19.379000,1625.928,21,127,1,100,2022-06-14 03:11:08.977000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d757c027c1be52c3ca1e,614f2c8f26989c9393e41457,APPROVED,2022-06-14 00:33:27.775000,2022-06-14 01:23:33.377000,3005.602,26,103,1,100,2022-06-14 03:11:09.029000,NOCODE,Mexico,Mexico,Other,Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d7586f35b7565c6ceafb,615b4d67bd21e66571f5581b,APPROVED,2022-06-14 00:33:28.111000,2022-06-14 00:49:13.851000,945.74,22,82,0,100,2022-06-14 03:11:09.080000,NOCODE,Mexico,Mexico,Other,Spanish,English,Mexico,Yes,Female,Yes
62a7d76f1478a902058beda6,6115d9fa61078b29b8db91ff,APPROVED,2022-06-14 00:33:51.129000,2022-06-14 00:51:29,1057.871,22,110,1,100,2022-06-14 03:11:09.134000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d778b9f1f7d656b4619f,6028556644c98e198530f83f,RETURNED,2022-06-14 00:45:00.034000,,332844.797282,21,146,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d77ff4705dff67e553d1,5eb0cb5afb9e2418da928edb,APPROVED,2022-06-14 00:34:15.047000,2022-06-14 01:09:14.833000,2099.786,22,338,0,100,2022-06-14 03:11:09.381000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d7ae903a88ccde62c1ac,599315f2cf1d1700016ef7e3,RETURNED,2022-06-14 00:35:02.928000,,333442.011264,31,578,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d7bdb5a591ece11df080,614a2f8df39b9ec154e1f640,APPROVED,2022-06-14 00:35:09.194000,2022-06-14 01:13:29.226000,2300.032,30,140,2,98,2022-06-14 03:11:09.449000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"Spanish, English",Mexico,Yes,Male,No
62a7d7e0a090a4d37fe5d589,5ffcda06813bad1d87f925d0,APPROVED,2022-06-14 00:35:44.019000,2022-06-14 00:59:53.966000,1449.947,20,11,0,100,2022-06-14 03:11:09.516000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d806179341df0bb6f3f9,6148baf1d5974f3958c332d2,APPROVED,2022-06-14 00:36:25.380000,2022-06-14 01:33:48.940000,3443.56,22,70,0,100,2022-06-14 03:11:09.570000,NOCODE,Mexico,Mexico,Due to start a new job within the next month,Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d8eb1ddaf814ced02e66,5f2f8d1f71440737f85aeed8,APPROVED,2022-06-14 00:40:11.657000,2022-06-14 01:00:58.440000,1246.783,23,242,2,100,2022-06-14 03:11:09.620000,nocode,Mexico,Mexico,Full-Time,Spanish,English,Mexico,Yes,Female,Yes
62a7d972d624028242655b20,613a841903fdfa91319d424e,APPROVED,2022-06-14 00:42:26.654000,2022-06-14 01:15:38.470000,1991.816,24,78,4,96,2022-06-14 03:11:09.674000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d98cfeca083c54177289,6113113ee1e4e6df85ec7e8a,RETURNED,2022-06-14 00:42:52.527000,,332972.603744,31,169,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7da0cbe2f5f49a691a3ee,6091c8c45595f158e17f0a0e,APPROVED,2022-06-14 00:45:33.550000,2022-06-14 01:40:14.562000,3281.012,20,159,1,100,2022-06-14 03:11:09.729000,NOCODE,Mexico,Mexico,Part-Time,Spanish,English,Mexico,Yes,Female,Yes
62a7da70179341df0bb6f417,613a7f3c88a2c0d8087b6a5c,RETURNED,2022-06-14 00:46:45.676000,,332739.493109,24,103,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7da77ffd72db413051532,60612657188e55012dfbe71f,APPROVED,2022-06-14 00:46:47.450000,2022-06-14 01:09:35.681000,1368.231,28,116,2,99,2022-06-14 03:11:09.783000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7dac4e26519d6bc9f8220,60ce479746ed85fb4cea5ada,RETURNED,2022-06-14 00:48:04.161000,,332661.038444,26,103,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7dafa0065cee4d1a89873,613a5a785f9cc6cb102fcc00,APPROVED,2022-06-14 00:48:58.281000,2022-06-14 01:44:21.017000,3322.736,24,50,0,100,2022-06-14 03:11:09.895000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Male,Yes
62a7dc9e6e6b3479cf947fcb,613e18e92e4ed15176362aa2,APPROVED,2022-06-14 00:56:17.127000,2022-06-14 01:19:27.360000,1390.233,19,191,6,95,2022-06-14 03:11:09.950000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7e214466d62cf4d5994c6,5eccb086d314a0887ac5c3b5,APPROVED,2022-06-14 01:19:16.695000,2022-06-14 01:42:48.623000,1411.928,24,218,0,100,2022-06-14 03:11:10.001000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7e67cf5cc39cb6b49c158,6143b2fcec68812bfc17fca6,APPROVED,2022-06-14 01:38:06.322000,2022-06-14 01:52:14.358000,848.036,26,115,2,99,2022-06-14 03:11:10.054000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish, German",Mexico,Yes,Female,Yes
62a7e832db66ea841142d341,613db06064b9dea1d9d97409,RETURNED,2022-06-14 01:45:22.353000,,329222.926603,22,92,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7e8741776454b7eda3af1,5f319efc2977330948eebbcd,REJECTED,2022-06-14 01:46:50.657000,2022-06-14 02:35:07.750000,2897.093,23,222,2,99,2022-06-14 03:21:01.193000,NOCODE,Mexico,Mexico,Part-Time,Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7ebad520be1c3b5e8359b,613a7d067a00c792ee41f36d,APPROVED,2022-06-14 02:00:13.368000,2022-06-14 02:23:07.981000,1374.613,21,156,3,99,2022-06-14 03:11:10.108000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Male,Yes
