session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Record Audio,Sex,Student Status
62a7d457526a3b967ce287c7,60e20896098befdcf5e59441,REJECTED,2022-06-14 00:20:39.734000,2022-06-14 00:38:55.321000,1095.587,20,83,2,99,2022-06-14 03:27:54.964000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Male,Yes
62a7d4cad422e76523c4af0e,5d4ba0be2fe36d00163e73db,APPROVED,2022-06-14 00:22:34.285000,2022-06-14 01:39:14.377000,4600.092,33,126,2,98,2022-06-14 03:11:07.532000,NOCODE,Mexico,Mexico,Due to start a new job within the next month,Spanish,"English, Spanish",Mexico,Yes,Male,No
62a7d4e644a6b14371989f6b,6107a61bb8c7ec465a529c11,REJECTED,2022-06-14 00:23:02.475000,2022-06-14 01:07:13.130000,2650.655,20,99,1,100,2022-06-14 03:23:59.079000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Yes,Female,Yes
62a7d4f29275a1427e8e3f93,613d188b13002a6251b1e3fc,RETURNED,2022-06-14 00:23:20.594000,,334142.933271,20,67,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d51a6f63453c891060e5,613a3f32a52f4d656d45bff7,APPROVED,2022-06-14 00:23:57.330000,2022-06-14 00:48:07.543000,1450.213,21,142,1,100,2022-06-14 03:11:07.586000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Yes,Female,Yes
62a7d52c2ab30bee33b293f7,5f6c343552bdce1aedca6ae1,APPROVED,2022-06-14 00:24:12.740000,2022-06-14 00:41:13.014000,1020.274,24,54,0,100,2022-06-14 03:11:07.635000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish",Mexico,Yes,Male,Yes
62a7d543d624028242655afa,60db7b5d510bd0a73fbbf46f,RETURNED,2022-06-14 00:35:00.042000,,333443.543217,21,99,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d56622d983bf084004fc,613a99cc4a787a8d30ddd7e8,APPROVED,2022-06-14 00:25:10.660000,2022-06-14 00:46:22.645000,1271.985,21,125,3,99,2022-06-14 03:11:07.686000,NOCODE,Mexico,Mexico,Full-Time,Spanish,"English, Spanish, Italian",Mexico,Yes,Male,Yes
62a7d57b7b0a13721ad2eb36,614928c63ac232092a9c3e7a,RETURNED,2022-06-14 00:25:34.835000,,334008.783103,22,33,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a7d5840cb551dd1db520ca,5f2de85a6a3798144d095ae8,RETURNED,2022-06-14 00:25:40.653000,,334002.981079,20,141,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
