session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Record Audio,Sex,Student Status
62a8b096915e2c892d3443a3,590eb4006d77630001d3a28a,AWAITING REVIEW,2022-06-14 16:00:25.891000,2022-06-14 16:19:22.509000,1136.618,26,1044,4,100,,NOCODE,United States,United States,Unemployed (and job seeking),English,English,United States,Yes,Female,No
62a8b30a1ae2f39d44037b8f,6094c0e7af94737806eca8f2,AWAITING REVIEW,2022-06-14 16:10:57.504000,2022-06-14 16:31:23.512000,1226.008,27,69,0,100,,NOCODE,United States,United States,DATA EXPIRED,English,"Chinese, English, Spanish",United States,Yes,Male,Yes
62a8b4dc61d68d6a86c8bcca,5e1508eb18e869b078576e94,RETURNED,2022-06-14 16:19:17.979000,,11933.443472,29,998,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8b791f1d636976d37651e,572036a1fd3a5200093c126b,RETURNED,2022-06-14 16:30:12.401000,2022-06-14 16:31:30.275000,77.874,44,3077,6,100,,4FE58992,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8b7b414569515526ff229,611bef112e9841a0a0f5a8d4,RETURNED,2022-06-14 16:30:48.553000,,11242.912302,41,47,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8b8515678079aa2c69a72,611112142433b5e95c84acd9,AWAITING REVIEW,2022-06-14 16:33:24.075000,2022-06-14 16:50:07.368000,1003.293,27,424,0,100,,NOCODE,United States,United States,Full-Time,English,English,United States,Yes,Female,No
62a8b8dfdd94e86e95ac708f,61006b0f1f3bfddb6b4c5d55,RETURNED,2022-06-14 16:35:59.149000,,10932.348646,31,38,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8ba6d1e36976d66660c1d,60fe1a43857cc5f00d4a78ec,RETURNED,2022-06-14 16:42:25.104000,,10546.41292,41,851,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8bb17b4611ccd679203b8,5ac2a84e5cd10500016219e9,AWAITING REVIEW,2022-06-14 16:45:14.334000,2022-06-14 16:58:28.435000,794.101,23,206,1,100,,NOCODE,United States,United States,Full-Time,English,English,United States,Yes,Female,Yes
62a8bc50405f43858ce55411,5e74e1df5ae15103a51a1ee8,RETURNED,2022-06-14 16:50:50.199000,,10041.346754,33,46,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a8bcac71218746cd4424d3,601fc50f4b7f33504a02cd52,TIMED-OUT,2022-06-14 16:52:02.308000,,9969.251162,44,792,16,96,,,United States,United States,Full-Time,English,English,United States,Yes,Female,No
