check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
2,6.8762,space,79.1733,6,15.0313,0,0,0,0,1,23,stim/pof_g.wav,60b992278ed89cfe36e70b3d,001,2022-03-29_15h22.07.267,exp_mono_sp,2021.2.3,Win32,60.97189196
