check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
1,6.886,space,22.3746,6,23.5218,2.984375,8.3641,0,0,0,7,1,stim/f_schwa_g.wav,5e3b67fcd61d8738c69aeb0d,001,2022-03-29_15h30.10.450,exp_mono_sp,2021.2.3,Win32,60.25911419
