check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate
1,2.9739,space,23.8836,6,5.3738,1.023854167,7.6278,0,0,0,0,1,stim/pof_g.wav,613bce66b4c708c1dd29f038,001,2022-03-29_15h19.46.548,exp_mono_sp,2021.2.3,MacIntel,59.99880002
