stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,check.keys,check.rt,check.started,check.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_7.started,text_7.stopped,son_2.started,son_2.stopped,su_2.started,su_2.stopped,fin_2.started,fin_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/f_schwa_g.wav,1,0,8,7,,,,,,,,,,,,,,,,,,,,,27.885042542009614,None,27.885042542009614,None,27.885042542009614,None,27.650221459014574,None,7,0.6320874159864616,27.650221459014574,None,27.9343420665944,None,27.650221459014574,27.850564083986683,2.9555555555555557,0.3654522090218961,28.30138462499599,None,28.30138462499599,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pief_g.wav,1,1,9,1,,,,,,,,,,,,,,,,,,,,,28.91728883399628,None,28.91728883399628,None,28.91728883399628,None,28.68438824999612,None,7,0.4848131249891594,28.68438824999612,None,28.96777044159244,None,28.68438824999612,28.884450499986997,2.9555555555555557,0.3486576249997597,29.201349749986548,None,29.201349749986548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/peuf_g.wav,1,2,10,2,,,,,,,,,,,,,,,,,,,,,29.80079924999154,None,29.80079924999154,None,29.80079924999154,None,29.567535417008912,None,7,0.4170426670170855,29.567535417008912,None,29.85090606660815,None,29.567535417008912,29.76691116701113,2.9555555555555557,0.26531716700992547,30.017090999986976,None,30.017090999986976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/feuf_g.wav,1,3,11,6,,,,,,,,,,,,,,,,,,,,,30.533504041988635,None,30.533504041988635,None,30.533504041988635,None,30.300504999991972,None,7,0.4818013330223039,30.300504999991972,None,30.584172858606326,None,30.300504999991972,30.50149470899487,2.9555555555555557,0.3483903750020545,30.801669042004505,None,30.801669042004505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fof_g.wav,1,4,12,4,,,,,,,,,,,,,,,,,,,,,31.4011727499892,None,31.4011727499892,None,31.4011727499892,None,31.16663916700054,None,7,0.3756499160081148,31.16663916700054,None,31.45108002559282,None,31.16663916700054,31.36829700000817,2.9555555555555557,0.2818442920106463,31.568256500002462,None,31.568256500002462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pof_g.wav,1,5,13,0,,,,,,,,,,,,,,,,,,,,,32.10083687500446,None,32.10083687500446,None,32.10083687500446,None,31.867833083990263,None,7,0.35905012500006706,31.867833083990263,None,32.15105227559688,None,31.867833083990263,32.08354099999997,2.9555555555555557,0.29764487498323433,32.25249416701263,None,32.25249416701263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fief_g.wav,1,6,14,5,,,,,,,,,,,,,,,,,,,,,32.801061459002085,None,32.801061459002085,None,32.801061459002085,None,32.56717033399036,None,7,0.33106270802090876,32.56717033399036,None,32.8508374836063,None,32.56717033399036,32.7684470420063,2.9555555555555557,0.33162066599470563,32.91994500000146,None,32.91994500000146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/p_schwa_g.wav,1,7,15,3,,,,,,,,,,,,,,,,,,,,,33.4999721669883,None,33.4999721669883,None,33.4999721669883,None,33.267447666992666,None,7,0.3687369990220759,33.267447666992666,None,33.550996025599304,None,33.267447666992666,33.468157083989354,2.9555555555555557,0.31458329199813306,33.670126334007364,None,33.670126334007364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fof_g.wav,2,0,16,4,,,,,,,,,,,,,,,,,,,,,34.233931083988864,None,34.233931083988864,None,34.233931083988864,None,34.00108149999869,None,7,0.41215166699839756,34.00108149999869,None,34.28417210861225,None,34.00108149999869,34.201524875010364,2.9555555555555557,0.29827104101423174,34.44125212499057,None,34.44125212499057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fief_g.wav,2,1,17,5,,,,,,,,,,,,,,,,,,,,,34.98415229198872,None,34.98415229198872,None,34.98415229198872,None,34.75089679201483,None,7,0.3855233750073239,34.75089679201483,None,35.03553902559797,None,34.75089679201483,34.95070741701056,2.9555555555555557,0.29841412499081343,35.169668874994386,None,35.169668874994386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pof_g.wav,2,2,18,0,,,,,,,,,,,,,,,,,,,,,35.71744116701302,None,35.71744116701302,None,35.71744116701302,None,35.484209374990314,None,7,0.3322073330054991,35.484209374990314,None,35.76787015060545,None,35.484209374990314,35.684767041995656,2.9555555555555557,0.34877137502189726,35.83607512500021,None,35.83607512500021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/peuf_g.wav,2,3,19,2,,,,,,,,,,,,,,,,,,,,,36.434576358599585,None,36.434576358599585,None,36.434576358599585,None,36.2010550420091,None,7,0.20128616597503424,36.2010550420091,None,None,None,36.2010550420091,36.401589666988,2.9555555555555557,0.5140556659898721,36.44316450000042,None,36.44316450000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pief_g.wav,2,4,20,1,,,,,,,,,,,,,,,,,,,,,37.20076499998686,None,37.20076499998686,None,37.20076499998686,None,36.9673083339876,None,7,0.24703670799499378,36.9673083339876,None,None,None,36.9673083339876,37.16821158400853,2.9555555555555557,0.4820935830066446,37.23584425001172,None,37.23584425001172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/feuf_g.wav,2,5,21,6,,,,,,,,,,,,,,,,,,,,,37.96842945899698,None,37.96842945899698,None,37.96842945899698,None,37.733982500009006,None,7,0.40919291600584984,37.733982500009006,None,38.01797873359173,None,37.733982500009006,37.93433008401189,2.9555555555555557,0.2648813750129193,38.17024291699636,None,38.17024291699636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/p_schwa_g.wav,2,6,22,3,,,,,,,,,,,,,,,,,,,,,38.684868250013096,None,38.684868250013096,None,38.684868250013096,None,38.45094820900704,None,7,0.5373030830232892,38.45094820900704,None,38.73405519161024,None,38.45094820900704,38.650579125009244,2.9555555555555557,0.28218399998149835,39.01795033400413,None,39.01795033400413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/f_schwa_g.wav,2,7,23,7,,,,,,,,,,,,,,,,,,,,,39.55177883399301,None,39.55177883399301,None,39.55177883399301,None,39.31757816701429,None,7,0.46760379199986346,39.31757816701429,None,39.600871358602305,None,39.31757816701429,39.51747845899081,2.9555555555555557,0.28196308301994577,39.817541500000516,None,39.817541500000516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.208021792001091,40.117515666992404,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/p_schwa_f.wav,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.117515666992404,None,43.583322416990995,None,43.583322416990995,None,43.583322416990995,None,43.35470629201154,None,7,1.3398217920039315,43.35470629201154,None,43.6507962336007,None,43.35470629201154,43.56848395901034,2.96,0.4809041249973234,44.721447291987715,None,44.721447291987715,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/f_schwa_f.wav,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45093525000266,None,45.45093525000266,None,45.45093525000266,None,45.21731883400935,None,7,0.4489172080066055,45.21731883400935,None,45.5014361085894,None,45.21731883400935,45.418532250012504,2.96,0.2813858339795843,45.6860227920115,None,45.6860227920115,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fof_f.wav,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21770070900675,None,46.21770070900675,None,46.21770070900675,None,45.983840583998244,None,7,0.5133986249857116,45.983840583998244,None,46.26766477561323,None,45.983840583998244,46.18453066700022,2.96,0.3819484999985434,46.51908724999521,None,46.51908724999521,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/feuf_f.wav,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.15100650000386,None,47.15100650000386,None,47.15100650000386,None,46.91724725000677,None,7,0.3869087080238387,46.91724725000677,None,47.20109998360276,None,46.91724725000677,47.117974249995314,2.96,0.2977147499914281,47.336087333998876,None,47.336087333998876,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pof_f.wav,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.88528083398705,None,47.88528083398705,None,47.88528083398705,None,47.650597917003324,None,7,0.42962941600126214,47.650597917003324,None,47.93394369158777,None,47.650597917003324,47.85087374999421,2.96,0.26541004099999554,48.10332045899122,None,48.10332045899122,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pif_f.wav,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61818012499134,None,48.61818012499134,None,48.61818012499134,None,48.384062500001164,None,7,0.3880887500126846,48.384062500001164,None,48.66770527559565,None,48.384062500001164,48.58434495900292,2.96,0.2981017910060473,48.80232987500494,None,48.80232987500494,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/peuf_f.wav,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.35033066698816,None,49.35033066698816,None,49.35033066698816,None,49.117673250002554,None,7,0.3244157909939531,49.117673250002554,None,49.40153123360942,None,49.117673250002554,49.31664504201035,2.96,0.33202125001116656,49.469204749999335,None,49.469204749999335,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fif_f.wav,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05012045899639,None,50.05012045899639,None,50.05012045899639,None,49.817667958996026,None,7,0.3604907499975525,49.817667958996026,None,50.10179515058989,None,49.817667958996026,50.01695600000676,2.96,0.31524345799698494,50.202223416999914,None,50.202223416999914,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/peuf_f.wav,,,,,1,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76784754201071,None,50.76784754201071,None,50.76784754201071,None,50.5340734590136,None,7,0.40604362401063554,50.5340734590136,None,50.81784110860899,None,50.5340734590136,50.73543712499668,2.96,0.31553520800662227,50.968741084012436,None,50.968741084012436,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/feuf_f.wav,,,,,1,1,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53544808400329,None,51.53544808400329,None,51.53544808400329,None,51.30100729200058,None,7,0.4481825410039164,51.30100729200058,None,51.58446948359487,None,51.30100729200058,51.501869166997494,2.96,0.2982721670123283,51.77022908400977,None,51.77022908400977,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/p_schwa_f.wav,,,,,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.31810587499058,None,52.31810587499058,None,52.31810587499058,None,52.08420616699732,None,7,0.3980877499852795,52.08420616699732,None,52.36808190059382,None,52.08420616699732,52.28566733401385,2.96,0.41484604199649766,52.50282941700425,None,52.50282941700425,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fof_f.wav,,,,,1,3,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16874112500227,None,53.16874112500227,None,53.16874112500227,None,52.93428687501,None,7,0.32500074899871834,52.93428687501,None,53.21907715061097,None,52.93428687501,53.134729749988765,2.96,0.33116716699441895,53.2861995419953,None,53.2861995419953,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pif_f.wav,,,,,1,4,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.86883691701223,None,53.86883691701223,None,53.86883691701223,None,53.63439841699437,None,7,0.3627719999931287,53.63439841699437,None,53.91763644160237,None,53.63439841699437,53.83475595898926,2.96,0.39799270799267106,54.02076849999139,None,54.02076849999139,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fif_f.wav,,,,,1,5,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.66878383400035,None,54.66878383400035,None,54.66878383400035,None,54.4342159589869,None,7,0.29093424999155104,54.4342159589869,None,54.71863198360079,None,54.4342159589869,54.634573374991305,2.96,0.397811458009528,54.75432675000047,None,54.75432675000047,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/f_schwa_f.wav,,,,,1,6,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.40170658400166,None,55.40170658400166,None,55.40170658400166,None,55.16750654199859,None,7,0.31575100001646206,55.16750654199859,None,55.4517774836102,None,55.16750654199859,55.3672575840028,2.96,0.38136225001653656,55.50259499999811,None,55.50259499999811,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pof_f.wav,,,,,1,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,55.901183417008724,None,7,0.1789862909936346,55.901183417008724,None,None,None,55.901183417008724,None,2.9555555555555557,0.6810018750256859,56.105769124988,None,56.105769124988,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fof_f.wav,,,,,2,0,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.03414750000229,None,57.03414750000229,None,57.03414750000229,None,56.801148041995475,None,7,0.578035041980911,56.801148041995475,None,57.084983858611665,None,56.801148041995475,57.00211266698898,2.9555555555555557,0.7311278749839403,57.403505333990324,None,57.403505333990324,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pif_f.wav,,,,,2,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,58.151522291998845,None,7,0.0676885409920942,58.151522291998845,None,None,None,58.151522291998845,None,2.9555555555555557,0.630994166014716,58.25396712499787,None,58.25396712499787,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/peuf_f.wav,,,,,2,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.13529462501174,None,59.13529462501174,None,59.13529462501174,None,58.90122316699126,None,7,0.33688954199897125,58.90122316699126,None,59.18465248359716,None,58.90122316699126,59.10113862500293,2.9555555555555557,0.39752249998855405,59.27108958401368,None,59.27108958401368,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/fif_f.wav,,,,,2,3,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.91780316698714,None,59.91780316698714,None,59.91780316698714,None,59.68441179199726,None,7,0.5030874999938533,59.68441179199726,None,59.968665525590765,None,59.68441179199726,59.88529233398731,2.9555555555555557,0.29726595801184885,60.22076158400159,None,60.22076158400159,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/feuf_f.wav,,,,,2,4,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.76840120900306,None,60.76840120900306,None,60.76840120900306,None,60.53394058399135,None,7,0.4403031660185661,60.53394058399135,None,60.81781644159928,None,60.53394058399135,60.73531341701164,2.9555555555555557,0.24934962502447888,61.0028017089935,None,61.0028017089935,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/p_schwa_f.wav,,,,,2,5,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.501330125000095,None,61.501330125000095,None,61.501330125000095,None,61.26756487498642,None,7,0.3815930830023717,61.26756487498642,None,61.55068348360946,None,61.26756487498642,61.46858441698714,2.9555555555555557,0.34960999997565523,61.670697624998866,None,61.670697624998866,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/pof_f.wav,,,,,2,6,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2690712090116,None,62.2690712090116,None,62.2690712090116,None,62.034625750005944,None,7,0.36257058297633193,62.034625750005944,None,62.31773219159804,None,62.034625750005944,62.23551441699965,2.9555555555555557,0.2817389580013696,62.42075454199221,None,62.42075454199221,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
stim/f_schwa_f.wav,,,,,2,7,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95145016699098,None,62.95145016699098,None,62.95145016699098,None,62.71780891699018,None,7,0.4223237920086831,62.71780891699018,None,63.00130715059349,None,62.71780891699018,62.917733250011224,2.9555555555555557,0.41414183398592286,63.17022475000704,None,63.17022475000704,None,,001,2022_Mar_29_1609,exp_mono_sp,2021.2.3,59.78735145159349,
