check.keys,check.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
2,10.8117,space,24.1265,7,17.0312,4.979166667,12.4497,0,0,0,6,1,stim/feuf_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,8.9503,3.020833333,4.8259,0,1,1,7,1,stim/f_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,9.396,2.994791667,3.9991,0,2,2,4,1,stim/fof_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,3.118,4.963541667,3.8062,0,3,3,5,1,stim/fief_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,4.8332,3.989583333,2.6934,0,4,4,3,1,stim/p_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,6,4.0338,4.984375,3.02,0,5,5,2,1,stim/peuf_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,3.1661,5,4.0676,0,6,6,1,1,stim/pief_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,5.6437,4.979166667,4.15,0,7,7,0,1,stim/pof_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,2.373,4.994791667,2.4257,1,0,8,5,1,stim/fief_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,6,3.235,3.994791667,4.2538,1,1,9,2,1,stim/peuf_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,3.155,5,6.8598,1,2,10,0,1,stim/pof_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,2.3517,5,2.5727,1,3,11,4,1,stim/fof_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,6.1773,1,3.4201,1,4,12,3,1,stim/p_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,7.0831,2.984375,2.0055,1,5,13,7,1,stim/f_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,3.6167,5,1.4766,1,6,14,1,1,stim/pief_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,6,2.7664,4.03125,2.0225,1,7,15,6,1,stim/feuf_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,7,1.9501,5,2.0734,2,0,16,5,1,stim/fief_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,3.214,5,3.5387,2,1,17,0,1,stim/pof_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,7.8156,3.015625,7.3059,2,2,18,3,1,stim/p_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,6,3.2702,4.015625,2.673,2,3,19,6,1,stim/feuf_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
,,,,5,2.3855,2.020833333,2.0895,2,4,20,7,1,stim/f_schwa_g.wav,6154b09dd8e1a858a87b110a,001,2022-03-29_15h26.25.510,exp_mono_sp,2021.2.3,Win32,60.03842459,,,,,,,,,,,
