stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,pisch,fisch,pake,pike,item_num,correct_response,check.keys,check.rt,check.started,check.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_7.started,text_7.stopped,son_2.started,son_2.stopped,su_2.started,su_2.stopped,fin_2.started,fin_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_9.started,text_9.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,1,6.44551533300546,9.221120957983658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
,,,,,,,,,,,,,,,,,,,,,,,9.221120957983658,None,9.221120957983658,None,9.221120957983658,None,15.682805374992313,None,space,1.8309523749921937,15.682805374992313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pof_g.wav,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.766200582991587,None,17.766200582991587,None,17.766200582991587,None,17.544970082992222,None,5,1.7057100409874693,17.544970082992222,None,17.818469812101103,None,17.544970082992222,17.74983837499167,3.2355555555555555,1.0446074169885833,19.29235274999519,None,19.29235274999519,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/p_schwa_g.wav,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.581313207978383,None,20.581313207978383,None,20.581313207978383,None,20.348523291992024,None,6,1.2890727079939097,20.348523291992024,None,20.63249277107825,None,20.348523291992024,20.55434229198727,3.2355555555555555,0.5646924579923507,21.6699349169794,None,21.6699349169794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/peuf_g.wav,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48227479198249,None,22.48227479198249,None,22.48227479198249,None,22.24898758297786,None,6,0.38870712398784235,22.24898758297786,None,22.532313521075412,None,22.24898758297786,22.449458332994254,3.2355555555555555,0.28481487501994707,22.672816249978496,None,22.672816249978496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/feuf_g.wav,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.201092417002656,None,23.201092417002656,None,23.201092417002656,None,22.96491291699931,None,6,0.3288456239970401,22.96491291699931,None,23.24853681208042,None,22.96491291699931,23.165719457989326,3.2355555555555555,0.3002098339784425,23.317550916981418,None,23.317550916981418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pief_g.wav,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,23.631953249976505,None,6,0.11467262398218736,23.631953249976505,None,None,None,23.631953249976505,None,3.2355555555555555,0.41437724998104386,23.767530207987875,None,23.767530207987875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fof_g.wav,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,24.200513249990763,None,6,0.0359719579864759,24.200513249990763,None,None,None,24.200513249990763,None,3.2355555555555555,0.42295704199932516,24.271168166975258,None,24.271168166975258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fief_g.wav,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.93156208298751,None,24.93156208298751,None,24.93156208298751,None,24.69894412497524,None,6,0.3496364999737125,24.69894412497524,None,24.982262854083093,None,24.69894412497524,24.90008012499311,3.2355555555555555,0.02059525001095608,25.070897750003496,None,25.070897750003496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/f_schwa_g.wav,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.335924457991496,None,25.335924457991496,None,25.335924457991496,None,25.098930874984944,None,6,0.25057937399833463,25.098930874984944,None,25.382752104077372,None,25.098930874984944,25.29905795797822,3.2355555555555555,0.06533620800473727,25.39715916698333,None,25.39715916698333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fief_g.wav,1,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,25.46694229199784,None,6,0.16294824998476543,25.46694229199784,None,None,None,25.46694229199784,None,3.2355555555555555,0.3348878329852596,25.65230241700192,None,25.65230241700192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pief_g.wav,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.232009083003504,None,26.232009083003504,None,26.232009083003504,None,26.001832082984038,None,6,0.23310308301006444,26.001832082984038,None,None,None,26.001832082984038,26.215986041992437,3.2355555555555555,0.09687770798336715,26.269827541982522,None,26.269827541982522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pof_g.wav,1,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,26.38220108297537,None,6,0.09241995800402947,26.38220108297537,None,None,None,26.38220108297537,None,3.2355555555555555,0.19769029101007618,26.501880832976894,None,26.501880832976894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/f_schwa_g.wav,1,3,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,26.71564666699851,None,6,0.011261083011049777,26.71564666699851,None,None,None,26.71564666699851,None,3.2355555555555555,0.2669684579886962,26.749922291986877,None,26.749922291986877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
