stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,pisch,fisch,pake,pike,item_num,correct_response,check.keys,check.rt,check.started,check.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_7.started,text_7.stopped,son_2.started,son_2.stopped,su_2.started,su_2.stopped,fin_2.started,fin_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_9.started,text_9.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/fof_g.wav,1,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,27.03228333298466,None,6,0.17835200001718476,27.03228333298466,None,None,None,27.03228333298466,None,3.2355555555555555,0.05092895802226849,27.235615041980054,None,27.235615041980054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/feuf_g.wav,1,5,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,27.298970042000292,None,6,0.13951649999944493,27.298970042000292,None,None,None,27.298970042000292,None,3.2355555555555555,0.06451258301967755,27.47070566698676,None,27.47070566698676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/p_schwa_g.wav,1,6,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,27.548756624979433,None,6,0.10505704101524316,27.548756624979433,None,None,None,27.548756624979433,None,3.2355555555555555,0.06754408398410305,27.6858508749865,None,27.6858508749865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/peuf_g.wav,1,7,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,27.765494082996156,None,6,0.11002516699954867,27.765494082996156,None,None,None,27.765494082996156,None,3.2355555555555555,0.08145450000301935,27.902486791979754,None,27.902486791979754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pief_g.wav,2,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,28.000443291995907,None,6,0.09307020797859877,28.000443291995907,None,None,None,28.000443291995907,None,3.2355555555555555,0.10219187499023974,28.117950332991313,None,28.117950332991313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/feuf_g.wav,2,1,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,28.231655249983305,None,6,0.08300666598370299,28.231655249983305,None,None,None,28.231655249983305,None,3.2355555555555555,0.15027158299926668,28.336979874991812,None,28.336979874991812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fief_g.wav,2,2,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,28.499469916976523,None,6,0.03109733300516382,28.499469916976523,None,None,None,28.499469916976523,None,3.2355555555555555,0.2019094999996014,28.549882041988894,None,28.549882041988894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/p_schwa_g.wav,2,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.003518541983794,None,29.003518541983794,None,29.003518541983794,None,28.765439541981323,None,6,0.26316845798282884,28.765439541981323,None,29.0490790210868,None,28.765439541981323,28.96569412498502,3.2355555555555555,0.36660700000356883,29.050285207980778,None,29.050285207980778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/peuf_g.wav,2,4,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66838991700206,None,29.66838991700206,None,29.66838991700206,None,29.432374791998882,None,6,0.2393352499930188,29.432374791998882,None,None,None,29.432374791998882,29.632502666994696,3.2355555555555555,0.052961875015171245,29.70170183299342,None,29.70170183299342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fof_g.wav,2,5,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,29.782937957992544,None,6,0.15348987499601208,29.782937957992544,None,None,None,29.782937957992544,None,3.2355555555555555,0.11735504100215621,29.96437220799271,None,29.96437220799271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/f_schwa_g.wav,2,6,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,30.09846262499923,None,6,0.08819104099529795,30.09846262499923,None,None,None,30.09846262499923,None,3.2355555555555555,0.16124587500235066,30.222154457995202,None,30.222154457995202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pof_g.wav,2,7,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,30.40244254199206,None,6,0.02715979199274443,30.40244254199206,None,None,None,30.40244254199206,None,3.2355555555555555,0.18121320797945373,30.45090754199191,None,30.45090754199191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.3760243330034427,30.64886466698954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/f_schwa_f.wav,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.64886466698954,None,34.2830420419923,None,34.2830420419923,None,34.2830420419923,None,34.0515430829837,None,6,1.3709005420096219,34.0515430829837,None,34.332266062087726,None,34.0515430829837,34.26645570798428,3.2355555555555555,0.4149177920189686,35.45320466699195,None,35.45320466699195,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/p_schwa_f.wav,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,35.88200324997888,None,6,0.008461958001134917,35.88200324997888,None,None,None,35.88200324997888,None,3.2355555555555555,0.26539625000441447,35.9162823749939,None,35.9162823749939,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fif_f.wav,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,36.20053779199952,None,6,0.18216587501228787,36.20053779199952,None,None,None,36.20053779199952,None,3.2355555555555555,0.019111083005554974,36.42472658297629,None,36.42472658297629,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/fof_f.wav,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,36.44888291700045,None,6,0.1715443329885602,36.44888291700045,None,None,None,36.44888291700045,None,3.2355555555555555,0.048126792011316866,36.653406375000486,None,36.653406375000486,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/peuf_f.wav,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,36.715540541976225,None,6,0.11910312401596457,36.715540541976225,None,None,None,36.715540541976225,None,3.2355555555555555,0.2637164589832537,36.86956020799698,None,36.86956020799698,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pof_f.wav,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,37.14880016699317,None,6,0.18575683300150558,37.14880016699317,None,None,None,37.14880016699317,37.349344499991275,3.2355555555555555,0.030877458018949255,37.369309125002474,None,37.369309125002474,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/pif_f.wav,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,37.41573820798658,None,6,0.1478865829994902,37.41573820798658,None,None,None,37.41573820798658,None,3.2355555555555555,0.034935458010295406,37.58615562500199,None,37.58615562500199,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
stim/feuf_f.wav,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,37.63261645799503,None,6,0.1464311239833478,37.63261645799503,None,None,None,37.63261645799503,None,3.2355555555555555,0.18134004200692289,37.80234283299069,None,37.80234283299069,None,,,,,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3309157080075238,38.00068816699786,None,,,,001,2022_Mar_29_1600,exp_mono_sp,2021.2.3,59.61032716935142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00068816699786,None,,,,,,,
