stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,check.keys,check.rt,check.started,check.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ins.started,ins.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,son.started,son.stopped,su.started,su.stopped,fin.started,fin.stopped,instructions_task.started,instructions_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stimulus.started,stimulus.stopped,text_2.started,text_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_6.started,text_6.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_7.started,text_7.stopped,son_2.started,son_2.stopped,su_2.started,su_2.stopped,fin_2.started,fin_2.stopped,instructions_task_2.started,instructions_task_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,stimulus_2.started,stimulus_2.stopped,text.started,text.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,1,1.9802685829927213,9.93856587499613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
,,,,,,,,,,,,,9.93856587499613,None,9.93856587499613,None,9.93856587499613,None,11.939653332985472,None,space,0.5541696239961311,11.939653332985472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/p_schwa_g.wav,0,0,0,3,,,,,,,,,,,,,,,,,,,,,12.770466416986892,None,12.770466416986892,None,12.770466416986892,None,12.534961917001056,None,5,1.8697850419848692,12.534961917001056,None,12.820852283289423,None,12.534961917001056,12.736941832990851,1.9866666666666666,1.7978123750071973,14.437748750002356,None,14.437748750002356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/fief_g.wav,0,1,1,5,,,,,,,,,,,,,,,,,,,,,16.487454374990193,None,16.487454374990193,None,16.487454374990193,None,16.253737499995623,None,5,2.432189874991309,16.253737499995623,None,16.53737165830098,None,16.253737499995623,16.454580833000364,1.9866666666666666,0.5318193330022041,18.705612707999535,None,18.705612707999535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/peuf_g.wav,0,2,2,2,,,,,,,,,,,,,,,,,,,,,19.487939999991795,None,19.487939999991795,None,19.487939999991795,None,19.253950791986426,None,7,1.239653166005155,19.253950791986426,None,19.537802200287114,None,19.253950791986426,19.454579707991797,1.9866666666666666,0.5309533330146223,20.523248582991073,None,20.523248582991073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/pof_g.wav,0,3,3,0,,,,,,,,,,,,,,,,,,,,,21.303964457998518,None,21.303964457998518,None,21.303964457998518,None,21.07056220798404,None,7,0.5476329170051031,21.07056220798404,None,21.35523378329817,None,21.07056220798404,21.272060791990953,2.6177777777777775,0.5635175410134252,21.647829958004877,None,21.647829958004877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/feuf_g.wav,0,4,4,6,,,,,,,,,,,,,,,,,,,,,22.455036750005092,None,22.455036750005092,None,22.455036750005092,None,22.219851417001337,None,7,0.47815429099136963,22.219851417001337,None,22.503787241282406,None,22.219851417001337,22.421519374998752,3.0755555555555554,0.38232612499268726,22.721207291993778,None,22.721207291993778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/fof_g.wav,0,5,5,4,,,,,,,,,,,,,,,,,,,,,23.354782916983822,None,23.354782916983822,None,23.354782916983822,None,23.12076491699554,None,7,0.504927374975523,23.12076491699554,None,23.40332053329912,None,23.12076491699554,23.321327457990265,3.8533333333333335,0.4476284999982454,23.657210957986536,None,23.657210957986536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/f_schwa_g.wav,0,6,6,7,,,,,,,,,,,,,,,,,,,,,24.35490641699289,None,24.35490641699289,None,24.35490641699289,None,24.12048399998457,None,7,0.46131779201095924,24.12048399998457,None,24.40393470028648,None,24.12048399998457,24.32123520798632,3.911111111111111,0.3151665839832276,24.606006582995178,None,24.606006582995178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
stim/pief_g.wav,0,7,7,1,,,,,,,,,,,,,,,,,,,,,25.170898291980848,None,25.170898291980848,None,25.170898291980848,None,24.938517749978928,None,7,0.3850216660066508,24.938517749978928,None,25.220546283281873,None,24.938517749978928,25.138099832984153,3.911111111111111,0.2985814580169972,25.356241542001953,None,25.356241542001953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_29_1607,exp_mono_sp,2021.2.3,60.220316278047676,
